"","Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_ALL","Prod_Merc_Positions_Short_ALL","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_ALL","M_Money_Positions_Short_ALL","M_Money_Positions_Spread_ALL","Other_Rept_Positions_Long_ALL","Other_Rept_Positions_Short_ALL","Other_Rept_Positions_Spread_ALL","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap_Positions_Short_Old","Swap_Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap_Positions_Short_Other","Swap_Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Othr","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Othr","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_SubGroup_Code","FutOnly_or_Combined"
"147","ROUGH RICE - CHICAGO BOARD OF TRADE","090331",2009-03-31,"039601","CBT","00","039",7505,3186,3612,975,0,0,1026,836,0,458,256,888,6533,5592,972,1913,4523,1790,1678,975,0,0,277,836,0,408,391,307,3758,3213,765,1310,2982,1396,1934,0,0,0,749,0,0,254,69,376,2775,2379,207,603,407,-126,190,31,0,0,153,-3,0,11,-48,364,433,503,-26,-96,100,42.5,48.1,13,0,0,13.7,11.1,0,6.1,3.4,11.8,87.1,74.5,12.9,25.5,100,39.6,37.1,21.6,0,0,6.1,18.5,0,9,8.7,6.8,83.1,71,16.9,29,100,46.8,64.9,0,0,0,25.1,0,0,8.5,2.3,12.6,93.1,79.8,6.9,20.2,48,18,16,4,0,0,4,4,0,9,4,7,37,30,45,18,9,4,0,0,NA,4,0,6,7,5,34,22,25,4,15,0,0,0,NA,0,0,5,NA,4,12,20,35.8,35.4,52.2,50.3,35.4,35.3,49.5,44.8,30.3,44.8,45.8,54.9,30.3,44.4,45.4,53.4,69.3,33.2,88.4,58.5,68.3,32.6,74.1,50.8,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"148","ROUGH RICE - CHICAGO BOARD OF TRADE","090407",2009-04-07,"039601","CBT","00","039",7827,3016,3848,1047,0,8,1206,836,0,530,232,906,6713,5830,1114,1996,4596,1578,1797,1047,0,8,303,836,0,520,390,304,3761,3335,835,1261,3231,1437,2051,0,0,0,903,0,0,267,99,345,2952,2495,279,735,322,-170,236,72,0,8,180,0,0,72,-23,18,180,239,142,83,100,38.5,49.2,13.4,0,0.1,15.4,10.7,0,6.8,3,11.6,85.8,74.5,14.2,25.5,100,34.3,39.1,22.8,0,0.2,6.6,18.2,0,11.3,8.5,6.6,81.8,72.6,18.2,27.4,100,44.5,63.5,0,0,0,27.9,0,0,8.3,3.1,10.7,91.4,77.2,8.6,22.8,46,18,15,4,0,NA,4,4,0,8,5,7,37,29,43,18,10,4,0,NA,NA,4,0,7,6,5,34,23,25,4,14,0,0,0,NA,0,0,5,NA,4,12,20,33.7,34.6,51.1,50.8,33.4,34.3,48.6,44.9,31.4,45.2,45,57.2,31.2,44.5,44.5,55.5,65.8,32.5,88.1,55.3,64.6,29.9,72.9,48.3,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"149","ROUGH RICE - CHICAGO BOARD OF TRADE","090414",2009-04-14,"039601","CBT","00","039",8285,3095,4636,1044,0,8,1285,773,0,547,240,870,6850,6527,1435,1759,4667,1442,2192,1044,0,8,309,773,0,480,371,265,3548,3609,1119,1057,3619,1654,2443,0,0,0,976,0,0,267,69,405,3302,2917,317,701,459,80,787,-3,0,0,80,-63,0,17,7,-36,137,696,321,-237,100,37.4,55.9,12.6,0,0.1,15.5,9.3,0,6.6,2.9,10.5,82.7,78.8,17.3,21.2,100,30.9,47,22.4,0,0.2,6.6,16.6,0,10.3,7.9,5.7,76,77.3,24,22.7,100,45.7,67.5,0,0,0,27,0,0,7.4,1.9,11.2,91.2,80.6,8.8,19.4,46,18,17,4,0,NA,4,NA,0,10,NA,7,37,30,43,18,14,4,0,NA,NA,NA,0,8,5,5,34,26,26,6,15,0,0,0,NA,0,0,6,NA,4,14,20,31.5,35.3,48.8,54.2,31.4,34.4,45.9,47.4,30.8,47.7,44.1,59.3,30.7,46.5,43.9,58.1,60.7,35.1,83.4,57.8,58.7,28.7,67.3,46.8,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"150","ROUGH RICE - CHICAGO BOARD OF TRADE","090421",2009-04-21,"039601","CBT","00","039",8380,3279,4584,1137,0,0,1331,864,0,578,256,832,7157,6536,1223,1844,4568,1546,1981,1039,0,0,303,864,0,498,410,249,3635,3504,934,1065,3812,1734,2603,98,0,0,1028,0,0,303,69,360,3522,3033,289,779,95,184,-52,93,0,-8,45,91,0,31,17,-38,307,10,-212,85,100,39.1,54.7,13.6,0,0,15.9,10.3,0,6.9,3.1,9.9,85.4,78,14.6,22,100,33.8,43.4,22.7,0,0,6.6,18.9,0,10.9,9,5.5,79.6,76.7,20.4,23.3,100,45.5,68.3,2.6,0,0,27,0,0,7.9,1.8,9.5,92.4,79.6,7.6,20.4,45,17,15,5,0,0,4,4,0,8,4,6,36,27,41,17,12,4,0,0,NA,4,0,7,5,5,32,24,26,6,15,NA,0,0,NA,0,0,5,NA,NA,14,19,30.9,32.9,48.3,53,30.9,32.3,43.8,45,32.1,44.1,47.2,58.4,32,42.9,46.6,54.7,59.6,36.7,83,58.3,57.6,29.8,69.8,47.1,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"151","ROUGH RICE - CHICAGO BOARD OF TRADE","090428",2009-04-28,"039601","CBT","00","039",8363,3301,4749,1145,0,0,1487,770,0,573,253,700,7207,6473,1156,1890,4235,1324,1976,1035,0,0,376,770,0,492,408,139,3365,3292,870,943,4128,1977,2773,110,0,0,1111,0,0,305,69,338,3842,3181,286,947,-17,22,165,8,0,0,157,-94,0,-4,-3,-132,51,-63,-67,47,100,39.5,56.8,13.7,0,0,17.8,9.2,0,6.9,3,8.4,86.2,77.4,13.8,22.6,100,31.3,46.7,24.4,0,0,8.9,18.2,0,11.6,9.6,3.3,79.5,77.7,20.5,22.3,100,47.9,67.2,2.7,0,0,26.9,0,0,7.4,1.7,8.2,93.1,77.1,6.9,22.9,46,17,16,5,0,0,5,NA,0,8,4,5,37,26,41,17,12,4,0,0,NA,NA,0,6,6,4,33,22,27,7,15,NA,0,0,NA,0,0,5,NA,NA,15,19,30.6,31.5,47.5,52.3,30.6,30.7,43.6,44.8,28.2,44.1,44.9,59.8,28.2,42.9,44.8,56.5,56.9,37.6,81.1,57.1,55.1,28.8,70.2,45.4,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"152","ROUGH RICE - CHICAGO BOARD OF TRADE","090505",2009-05-05,"039601","CBT","00","039",8513,2934,5043,1129,0,0,1902,776,0,617,285,751,7333,6855,1181,1658,4138,857,2084,1019,0,0,727,776,0,527,452,113,3242,3425,897,714,4375,2077,2959,110,0,0,1175,0,0,328,70,401,4091,3430,284,944,150,-368,294,-16,0,0,415,6,0,44,32,51,125,382,25,-232,100,34.5,59.2,13.3,0,0,22.3,9.1,0,7.2,3.4,8.8,86.1,80.5,13.9,19.5,100,20.7,50.3,24.6,0,0,17.6,18.8,0,12.7,10.9,2.7,78.3,82.7,21.7,17.3,100,47.5,67.6,2.5,0,0,26.9,0,0,7.5,1.6,9.2,93.5,78.4,6.5,21.6,49,14,16,5,0,0,6,4,0,8,6,7,37,30,43,14,12,4,0,0,4,4,0,6,8,4,32,24,28,7,14,NA,0,0,NA,0,0,5,NA,5,17,20,29.8,31.5,48.3,52.8,29.8,30.5,45.7,46.2,35.2,46.5,51.8,62.3,35.2,45.5,51.8,61.3,54.3,39.7,79.7,58.8,52.7,29.4,68.3,46,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"153","ROUGH RICE - CHICAGO BOARD OF TRADE","090512",2009-05-12,"039601","CBT","00","039",8302,3027,4458,1136,0,0,1673,832,0,488,259,721,7045,6270,1257,2032,3963,1061,1627,1026,0,0,534,832,0,396,368,75,3092,2902,871,1061,4339,1966,2830,110,0,0,1139,0,0,320,120,418,3953,3368,386,971,-211,93,-585,7,0,0,-229,56,0,-129,-26,-30,-288,-585,77,374,100,36.5,53.7,13.7,0,0,20.2,10,0,5.9,3.1,8.7,84.9,75.5,15.1,24.5,100,26.8,41.1,25.9,0,0,13.5,21,0,10,9.3,1.9,78,73.2,22,26.8,100,45.3,65.2,2.5,0,0,26.2,0,0,7.4,2.8,9.6,91.1,77.6,8.9,22.4,49,14,16,5,0,0,6,5,0,7,6,7,36,30,44,14,12,4,0,0,4,5,0,8,5,4,32,24,28,8,14,NA,0,0,NA,0,0,NA,5,5,18,20,29.3,25.5,48.2,46.1,29.3,23.7,43.7,40,33.4,36.8,49.7,53.2,33.4,36.2,49.6,52.5,52.4,40,77.8,56.8,50.6,28.3,65.7,44,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"154","ROUGH RICE - CHICAGO BOARD OF TRADE","090519",2009-05-19,"039601","CBT","00","039",8334,2859,4118,1153,0,0,1766,1157,0,612,205,686,7075,6166,1259,2168,3883,1008,1153,1043,0,0,445,1157,0,448,309,68,3012,2687,871,1196,4451,1851,2965,110,0,0,1321,0,0,344,76,438,4063,3479,388,972,32,-168,-340,17,0,0,93,325,0,124,-54,-35,30,-104,1,136,100,34.3,49.4,13.8,0,0,21.2,13.9,0,7.3,2.5,8.2,84.9,74,15.1,26,100,26,29.7,26.9,0,0,11.5,29.8,0,11.5,8,1.8,77.6,69.2,22.4,30.8,100,41.6,66.6,2.5,0,0,29.7,0,0,7.7,1.7,9.8,91.3,78.2,8.7,21.8,52,14,16,5,0,0,6,7,0,9,5,8,37,33,46,13,11,4,0,0,4,7,0,9,5,4,32,25,29,10,15,NA,0,0,NA,0,0,4,5,7,21,23,30.2,26,48.6,42.7,30.2,23.7,42.8,36.8,34.7,32.6,50.2,47.9,34.6,32.6,50.1,47.4,53,42.2,76.5,60.4,51.7,33.6,66.2,47.9,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"155","ROUGH RICE - CHICAGO BOARD OF TRADE","090526",2009-05-26,"039601","CBT","00","039",8992,3039,4210,1218,0,0,1746,1516,0,664,206,947,7614,6879,1378,2113,4053,1132,1082,777,0,0,377,1516,0,769,269,75,3129,2941,924,1111,4939,1907,3128,441,0,0,1369,0,0,347,389,421,4485,3938,454,1002,658,180,92,65,0,0,-19,359,0,52,1,261,539,713,119,-55,100,33.8,46.8,13.5,0,0,19.4,16.9,0,7.4,2.3,10.5,84.7,76.5,15.3,23.5,100,27.9,26.7,19.2,0,0,9.3,37.4,0,19,6.6,1.8,77.2,72.6,22.8,27.4,100,38.6,63.3,8.9,0,0,27.7,0,0,7,7.9,8.5,90.8,79.7,9.2,20.3,56,16,16,5,0,0,5,10,0,8,6,10,40,38,51,15,10,4,0,0,NA,10,0,13,NA,4,35,27,32,12,15,NA,0,0,NA,0,0,NA,9,7,24,25,28.9,25.5,47.2,42.2,28.9,24.2,42.1,37.1,28.6,32.6,43.4,46.4,28.4,32.6,43.2,46.3,48.8,40.5,74.1,57,47.7,33.2,66.3,46.5,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"156","ROUGH RICE - CHICAGO BOARD OF TRADE","090602",2009-06-02,"039601","CBT","00","039",9836,2892,5075,1317,0,0,1869,1419,77,635,240,920,7710,7730,2126,2105,3661,1196,897,186,0,0,213,1419,0,737,234,52,2384,2602,1277,1059,6175,1696,4177,1131,0,0,1733,77,0,338,446,427,5326,5128,849,1047,843,-147,865,99,0,0,123,-97,77,-29,34,-27,95,851,748,-8,100,29.4,51.6,13.4,0,0,19,14.4,0.8,6.5,2.4,9.4,78.4,78.6,21.6,21.4,100,32.7,24.5,5.1,0,0,5.8,38.8,0,20.1,6.4,1.4,65.1,71.1,34.9,28.9,100,27.5,67.7,18.3,0,0,28.1,1.2,0,5.5,7.2,6.9,86.3,83.1,13.7,16.9,56,17,19,4,0,0,6,8,NA,11,NA,9,40,39,47,15,11,NA,0,0,NA,8,0,12,NA,4,31,26,39,11,18,4,0,0,4,NA,0,NA,8,6,26,28,26.8,26.9,42.9,43.2,26.8,26.3,40.4,38.6,27.2,35.5,40.4,53.5,27.2,35.5,40.3,53.5,40.9,39.6,62.7,54.1,40.9,34.9,58.6,47.6,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"157","ROUGH RICE - CHICAGO BOARD OF TRADE","090609",2009-06-09,"039601","CBT","00","039",9597,2701,5654,1429,0,0,1873,941,0,652,226,820,7475,7641,2122,1956,3060,978,1135,281,0,0,130,901,0,602,180,46,2037,2262,1023,798,6537,1723,4520,1148,0,0,1743,40,0,323,319,501,5438,5379,1099,1158,-238,-191,580,112,0,0,3,-478,-77,17,-14,-100,-235,-89,-3,-149,100,28.1,58.9,14.9,0,0,19.5,9.8,0,6.8,2.4,8.5,77.9,79.6,22.1,20.4,100,32,37.1,9.2,0,0,4.2,29.4,0,19.7,5.9,1.5,66.6,73.9,33.4,26.1,100,26.4,69.1,17.6,0,0,26.7,0.6,0,4.9,4.9,7.7,83.2,82.3,16.8,17.7,52,16,18,4,0,0,6,5,0,10,4,8,39,33,39,11,14,NA,0,0,NA,5,0,10,NA,4,24,25,39,13,17,4,0,0,5,NA,0,NA,6,7,31,26,27.4,32.8,43.6,49.8,27.4,32,40.7,44.2,31.1,40.4,47.4,57.7,31.1,40.4,47.4,57.6,37.2,42.9,58.2,58.6,37.2,37.3,53.4,49,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"158","ROUGH RICE - CHICAGO BOARD OF TRADE","090616",2009-06-16,"039601","CBT","00","039",9407,2514,5399,1421,0,0,1907,998,0,635,216,736,7214,7349,2193,2058,2299,683,933,81,0,0,201,286,0,349,175,38,1353,1432,946,867,7108,1831,4467,1340,0,0,1706,712,0,475,230,509,5861,5918,1247,1190,-190,-187,-255,-8,0,0,34,57,0,-17,-10,-84,-261,-291,71,101,100,26.7,57.4,15.1,0,0,20.3,10.6,0,6.8,2.3,7.8,76.7,78.1,23.3,21.9,100,29.7,40.6,3.5,0,0,8.7,12.4,0,15.2,7.6,1.7,58.8,62.3,41.2,37.7,100,25.8,62.8,18.9,0,0,24,10,0,6.7,3.2,7.2,82.5,83.3,17.5,16.7,54,15,18,4,0,0,7,6,0,11,NA,8,39,34,37,9,14,NA,0,0,NA,4,0,10,NA,4,23,24,42,12,17,4,0,0,5,NA,0,4,7,7,31,28,27.6,33.1,44.3,49.5,27.6,31.5,41.3,43.6,34.4,33.9,48.4,48.1,34.4,33.9,48.3,47.6,36.6,41.8,56.3,57.9,36.6,38,52.1,48.8,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"159","ROUGH RICE - CHICAGO BOARD OF TRADE","090623",2009-06-23,"039601","CBT","00","039",8933,2500,5211,1435,0,0,1931,1195,0,636,216,726,7228,7348,1705,1585,1448,669,856,22,0,0,130,154,0,298,104,25,1144,1140,304,308,7485,1831,4355,1413,0,0,1801,1041,0,466,239,573,6084,6209,1401,1276,-474,-14,-188,14,0,0,23,197,0,1,0,-10,14,-1,-489,-473,100,28,58.3,16.1,0,0,21.6,13.4,0,7.1,2.4,8.1,80.9,82.3,19.1,17.7,100,46.2,59.1,1.5,0,0,9,10.6,0,20.6,7.2,1.8,79,78.7,21,21.3,100,24.5,58.2,18.9,0,0,24.1,13.9,0,6.2,3.2,7.7,81.3,83,18.7,17,58,16,19,4,0,0,7,9,0,10,4,8,40,38,33,9,15,NA,0,0,NA,NA,0,9,NA,4,20,23,50,14,18,4,0,0,6,7,0,5,7,7,34,34,29.7,33.7,47.8,50.2,29.7,31.5,44,44,56.1,51.4,73,67.8,56,51,72.2,67.4,35.4,38.2,54.3,53.8,35.4,35.3,49.8,46.1,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"160","ROUGH RICE - CHICAGO BOARD OF TRADE","090630",2009-06-30,"039601","CBT","00","039",8446,2314,4682,1452,0,0,1815,1334,0,596,171,693,6870,6881,1575,1565,378,198,312,0,0,0,0,0,0,112,0,0,310,312,68,66,8068,2116,4370,1452,0,0,1815,1334,0,586,273,591,6560,6569,1507,1499,-487,-186,-529,17,0,0,-115,139,0,-40,-45,-33,-358,-468,-129,-20,100,27.4,55.4,17.2,0,0,21.5,15.8,0,7.1,2,8.2,81.3,81.5,18.7,18.5,100,52.4,82.5,0,0,0,0,0,0,29.6,0,0,82,82.5,18,17.5,100,26.2,54.2,18,0,0,22.5,16.5,0,7.3,3.4,7.3,81.3,81.4,18.7,18.6,51,15,16,4,0,0,6,10,0,8,NA,6,35,34,11,4,NA,0,0,0,0,0,0,4,0,0,8,NA,51,14,15,4,0,0,6,10,0,5,6,6,34,33,32.1,34.9,49.1,51.1,32.1,31.7,45.1,42.5,70.4,82.5,82,82.5,70.4,82.5,82,82.5,33.6,36.5,51.4,52,33.6,34.8,47.2,44.8,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"161","ROUGH RICE - CHICAGO BOARD OF TRADE","090707",2009-07-07,"039601","CBT","00","039",8361,2313,4876,1464,0,0,1823,1215,0,633,259,587,6820,6937,1541,1424,8361,2313,4876,1464,0,0,1823,1215,0,633,259,587,6820,6937,1541,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-1,193,12,0,0,8,-119,0,36,88,-106,-50,57,-34,-141,100,27.7,58.3,17.5,0,0,21.8,14.5,0,7.6,3.1,7,81.6,83,18.4,17,100,27.7,58.3,17.5,0,0,21.8,14.5,0,7.6,3.1,7,81.6,83,18.4,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,16,4,0,0,6,9,0,6,6,6,36,33,51,15,16,4,0,0,6,9,0,6,6,6,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,38.5,50.2,54.7,32.6,34.8,46.3,45.9,32.6,38.5,50.2,54.7,32.6,34.8,46.3,45.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"162","ROUGH RICE - CHICAGO BOARD OF TRADE","090714",2009-07-14,"039601","CBT","00","039",8780,2171,5509,1552,0,0,1787,983,0,611,284,697,6818,7473,1962,1307,8780,2171,5509,1552,0,0,1787,983,0,611,284,697,6818,7473,1962,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,-142,633,88,0,0,-36,-232,0,-21,25,110,-2,536,421,-117,100,24.7,62.7,17.7,0,0,20.4,11.2,0,7,3.2,7.9,77.7,85.1,22.3,14.9,100,24.7,62.7,17.7,0,0,20.4,11.2,0,7,3.2,7.9,77.7,85.1,22.3,14.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,16,4,0,0,7,6,0,7,6,6,39,30,51,16,16,4,0,0,7,6,0,7,6,6,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,42.4,45.7,59.5,29.6,38.7,42,51.1,29.6,42.4,45.7,59.5,29.6,38.7,42,51.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"163","ROUGH RICE - CHICAGO BOARD OF TRADE","090721",2009-07-21,"039601","CBT","00","039",8905,2030,5861,1548,0,0,1930,886,0,601,128,705,6815,7580,2090,1325,8905,2030,5861,1548,0,0,1930,886,0,601,128,705,6815,7580,2090,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,-141,352,-4,0,0,143,-97,0,-10,-157,9,-3,107,129,18,100,22.8,65.8,17.4,0,0,21.7,9.9,0,6.7,1.4,7.9,76.5,85.1,23.5,14.9,100,22.8,65.8,17.4,0,0,21.7,9.9,0,6.7,1.4,7.9,76.5,85.1,23.5,14.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,17,4,0,0,7,5,0,7,5,6,40,29,50,17,17,4,0,0,7,5,0,7,5,6,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,43.9,44.4,60.9,28.8,41.5,41.5,53.9,28.8,43.9,44.4,60.9,28.8,41.5,41.5,53.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
"164","ROUGH RICE - CHICAGO BOARD OF TRADE","090728",2009-07-28,"039601","CBT","00","039",10098,1759,6743,1558,0,0,2458,720,0,722,137,928,7426,8528,2672,1569,10098,1759,6743,1558,0,0,2458,720,0,722,137,928,7426,8528,2672,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,-271,882,10,0,0,528,-166,0,121,9,223,611,948,581,244,100,17.4,66.8,15.4,0,0,24.3,7.1,0,7.2,1.4,9.2,73.5,84.5,26.5,15.5,100,17.4,66.8,15.4,0,0,24.3,7.1,0,7.2,1.4,9.2,73.5,84.5,26.5,15.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,18,4,0,0,8,NA,0,11,4,7,42,28,51,15,18,4,0,0,8,NA,0,11,4,7,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,42.5,41.9,58.3,26.3,40.2,40.2,53.4,26.3,42.5,41.9,58.3,26.3,40.2,40.2,53.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 200,000 POUNDS)","A10","Combined"
