"","Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_ALL","Prod_Merc_Positions_Short_ALL","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_ALL","M_Money_Positions_Short_ALL","M_Money_Positions_Spread_ALL","Other_Rept_Positions_Long_ALL","Other_Rept_Positions_Short_ALL","Other_Rept_Positions_Spread_ALL","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap_Positions_Short_Old","Swap_Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap_Positions_Short_Other","Swap_Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Othr","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Othr","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_SubGroup_Code","FutOnly_or_Combined"
"236","SILVER - COMMODITY EXCHANGE INC.","101214",2010-12-14,"084691","CMX","01","084",179563,8294,57398,20606,22809,8342,27413,3262,21603,10828,2810,45637,142722,161860,36841,17703,179563,8294,57398,20606,22809,8342,27413,3262,21603,10828,2810,45637,142722,161860,36841,17703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5523,49,-1514,-1337,398,1310,-1486,603,-3441,-1424,-1744,170,-6159,-4218,637,-1305,100,4.6,32,11.5,12.7,4.6,15.3,1.8,12,6,1.6,25.4,79.5,90.1,20.5,9.9,100,4.6,32,11.5,12.7,4.6,15.3,1.8,12,6,1.6,25.4,79.5,90.1,20.5,9.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,13,24,14,12,18,41,14,18,54,27,51,162,128,194,13,24,14,12,18,41,14,18,54,27,51,162,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,33.1,25.7,44.2,9,24.8,14.5,33.3,17.5,33.1,25.7,44.2,9,24.8,14.5,33.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"237","SILVER - COMMODITY EXCHANGE INC.","101221",2010-12-21,"084691","CMX","01","084",181237,9552,57017,21369,24176,8791,27462,3109,21947,10805,2816,45432,145357,163289,35880,17948,181237,9552,57017,21369,24176,8791,27462,3109,21947,10805,2816,45432,145357,163289,35880,17948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,1258,-380,762,1368,450,49,-153,344,-23,6,-205,2635,1429,-961,245,100,5.3,31.5,11.8,13.3,4.9,15.2,1.7,12.1,6,1.6,25.1,80.2,90.1,19.8,9.9,100,5.3,31.5,11.8,13.3,4.9,15.2,1.7,12.1,6,1.6,25.1,80.2,90.1,19.8,9.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,14,22,15,11,18,46,11,18,51,27,50,163,124,192,14,22,15,11,18,46,11,18,51,27,50,163,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,31.7,26,42.6,9,23.3,14.1,31.6,17.5,31.7,26,42.6,9,23.3,14.1,31.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"238","SILVER - COMMODITY EXCHANGE INC.","101228",2010-12-28,"084691","CMX","01","084",184529,9016,58708,21215,24706,9053,29899,3063,22117,10482,4159,44764,146547,166570,37983,17959,184529,9016,58708,21215,24706,9053,29899,3063,22117,10482,4159,44764,146547,166570,37983,17959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292,-536,1691,-153,530,262,2437,-46,170,-323,1343,-668,1189,3281,2103,11,100,4.9,31.8,11.5,13.4,4.9,16.2,1.7,12,5.7,2.3,24.3,79.4,90.3,20.6,9.7,100,4.9,31.8,11.5,13.4,4.9,16.2,1.7,12,5.7,2.3,24.3,79.4,90.3,20.6,9.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,14,25,14,12,19,49,9,16,47,30,46,163,122,195,14,25,14,12,19,49,9,16,47,30,46,163,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,32,25.9,42.7,8.9,23.6,14.1,31.7,17.6,32,25.9,42.7,8.9,23.6,14.1,31.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"239","SILVER - COMMODITY EXCHANGE INC.","110104",2011-01-04,"084691","CMX","01","084",184569,8611,57627,20650,23928,9207,27475,4669,23129,11676,3064,46270,147017,167894,37552,16675,184569,8611,57627,20650,23928,9207,27475,4669,23129,11676,3064,46270,147017,167894,37552,16675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-405,-1081,-566,-778,154,-2424,1606,1012,1194,-1095,1506,471,1323,-431,-1284,100,4.7,31.2,11.2,13,5,14.9,2.5,12.5,6.3,1.7,25.1,79.7,91,20.3,9,100,4.7,31.2,11.2,13,5,14.9,2.5,12.5,6.3,1.7,25.1,79.7,91,20.3,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,14,22,15,12,18,43,14,18,48,29,46,161,122,192,14,22,15,12,18,43,14,18,48,29,46,161,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31.7,26.7,42.8,8.9,23.5,13.9,31.4,18,31.7,26.7,42.8,8.9,23.5,13.9,31.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"240","SILVER - COMMODITY EXCHANGE INC.","110111",2011-01-11,"084691","CMX","01","084",184954,9256,55833,20013,23306,10886,26081,3338,23816,11456,2724,48654,150161,168555,34794,16400,184954,9256,55833,20013,23306,10886,26081,3338,23816,11456,2724,48654,150161,168555,34794,16400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,645,-1795,-636,-622,1679,-1394,-1331,687,-220,-340,2383,3144,661,-2758,-276,100,5,30.2,10.8,12.6,5.9,14.1,1.8,12.9,6.2,1.5,26.3,81.2,91.1,18.8,8.9,100,5,30.2,10.8,12.6,5.9,14.1,1.8,12.9,6.2,1.5,26.3,81.2,91.1,18.8,8.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,14,23,12,12,18,41,17,18,52,29,53,164,132,198,14,23,12,12,18,41,17,18,52,29,53,164,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,31.9,27.6,42.9,8.2,22.8,12.8,30.1,18.9,31.9,27.6,42.9,8.2,22.8,12.8,30.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"241","SILVER - COMMODITY EXCHANGE INC.","110118",2011-01-18,"084691","CMX","01","084",183207,9359,55935,19061,20886,11431,24502,4184,23948,15540,3841,46134,149975,166360,33232,16847,183207,9359,55935,19061,20886,11431,24502,4184,23948,15540,3841,46134,149975,166360,33232,16847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1747,103,102,-953,-2420,546,-1579,846,132,4084,1118,-2519,-186,-2195,-1562,448,100,5.1,30.5,10.4,11.4,6.2,13.4,2.3,13.1,8.5,2.1,25.2,81.9,90.8,18.1,9.2,100,5.1,30.5,10.4,11.4,6.2,13.4,2.3,13.1,8.5,2.1,25.2,81.9,90.8,18.1,9.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,15,20,14,10,18,37,18,18,61,26,51,166,128,197,15,20,14,10,18,37,18,18,61,26,51,166,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,31.8,26.9,42.2,7.9,23.1,13,29.3,18.4,31.8,26.9,42.2,7.9,23.1,13,29.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"242","SILVER - COMMODITY EXCHANGE INC.","110125",2011-01-25,"084691","CMX","01","084",174347,9799,53273,18774,21855,10481,23566,5473,14001,15524,2920,47799,139943,155803,34404,18545,174347,9799,53273,18774,21855,10481,23566,5473,14001,15524,2920,47799,139943,155803,34404,18545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8860,440,-2662,-287,970,-950,-936,1289,-9948,-16,-921,1665,-10032,-10557,1173,1697,100,5.6,30.6,10.8,12.5,6,13.5,3.1,8,8.9,1.7,27.4,80.3,89.4,19.7,10.6,100,5.6,30.6,10.8,12.5,6,13.5,3.1,8,8.9,1.7,27.4,80.3,89.4,19.7,10.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,17,21,12,11,17,37,22,19,59,32,53,167,135,200,17,21,12,11,17,37,22,19,59,32,53,167,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,29.5,24.8,40.5,8.5,24.2,13.6,30.3,15.9,29.5,24.8,40.5,8.5,24.2,13.6,30.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"243","SILVER - COMMODITY EXCHANGE INC.","110201",2011-02-01,"084691","CMX","01","084",175074,10428,54768,19207,22720,12322,26441,2984,12826,12181,2476,47613,141018,155709,34056,19364,175074,10428,54768,19207,22720,12322,26441,2984,12826,12181,2476,47613,141018,155709,34056,19364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,630,1495,433,865,1841,2875,-2489,-1174,-3344,-444,-187,1075,-93,-349,820,100,6,31.3,11,13,7,15.1,1.7,7.3,7,1.4,27.2,80.5,88.9,19.5,11.1,100,6,31.3,11,13,7,15.1,1.7,7.3,7,1.4,27.2,80.5,88.9,19.5,11.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,15,23,11,13,18,40,13,18,57,28,52,162,130,192,15,23,11,13,18,40,13,18,57,28,52,162,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30.5,26.1,41.4,8.8,24.1,13.5,30.2,17,30.5,26.1,41.4,8.8,24.1,13.5,30.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"244","SILVER - COMMODITY EXCHANGE INC.","110208",2011-02-08,"084691","CMX","01","084",189623,9828,57521,17637,23584,14613,32437,2695,15119,12458,2971,50546,152637,167049,36985,22574,189623,9828,57521,17637,23584,14613,32437,2695,15119,12458,2971,50546,152637,167049,36985,22574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14549,-600,2752,-1570,864,2292,5995,-289,2292,277,495,2933,11619,11339,2930,3210,100,5.2,30.3,9.3,12.4,7.7,17.1,1.4,8,6.6,1.6,26.7,80.5,88.1,19.5,11.9,100,5.2,30.3,9.3,12.4,7.7,17.1,1.4,8,6.6,1.6,26.7,80.5,88.1,19.5,11.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,16,23,12,11,17,41,13,20,58,27,51,166,130,195,16,23,12,11,17,41,13,20,58,27,51,166,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,28.8,24.3,38.1,8,22.5,13.2,28.8,15.7,28.8,24.3,38.1,8,22.5,13.2,28.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"245","SILVER - COMMODITY EXCHANGE INC.","110215",2011-02-15,"084691","CMX","01","084",203696,11020,61816,17269,25247,17185,37238,2079,18483,13633,4689,52239,167068,181739,36628,21957,203696,11020,61816,17269,25247,17185,37238,2079,18483,13633,4689,52239,167068,181739,36628,21957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14073,1192,4295,-367,1663,2571,4801,-615,3365,1175,1718,1693,14430,14690,-357,-617,100,5.4,30.3,8.5,12.4,8.4,18.3,1,9.1,6.7,2.3,25.6,82,89.2,18,10.8,100,5.4,30.3,8.5,12.4,8.4,18.3,1,9.1,6.7,2.3,25.6,82,89.2,18,10.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,15,24,12,13,18,49,11,19,61,29,52,176,133,208,15,24,12,13,18,49,11,19,61,29,52,176,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28.3,24.9,39.2,7.8,21.9,13.1,27.8,17,28.3,24.9,39.2,7.8,21.9,13.1,27.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"246","SILVER - COMMODITY EXCHANGE INC.","110222",2011-02-22,"084691","CMX","01","084",213276,11539,63983,16021,25168,17999,37725,2287,18281,13678,5641,55266,170509,188625,42766,24651,213276,11539,63983,16021,25168,17999,37725,2287,18281,13678,5641,55266,170509,188625,42766,24651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9580,519,2167,-1248,-79,814,487,208,-202,45,951,3027,3441,6886,6138,2694,100,5.4,30,7.5,11.8,8.4,17.7,1.1,8.6,6.4,2.6,25.9,79.9,88.4,20.1,11.6,100,5.4,30,7.5,11.8,8.4,17.7,1.1,8.6,6.4,2.6,25.9,79.9,88.4,20.1,11.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,17,27,11,14,19,49,13,18,60,33,53,176,142,214,17,27,11,14,19,49,13,18,60,33,53,176,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,25.7,21.5,35.2,7.2,20.4,11.7,26.6,13.3,25.7,21.5,35.2,7.2,20.4,11.7,26.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"247","SILVER - COMMODITY EXCHANGE INC.","110301",2011-03-01,"084691","CMX","01","084",185441,11499,66036,17795,24670,11408,37247,2065,11092,13384,6518,44369,146793,166157,38647,19283,185441,11499,66036,17795,24670,11408,37247,2065,11092,13384,6518,44369,146793,166157,38647,19283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27835,-40,2053,1774,-498,-6591,-479,-222,-7189,-294,877,-10897,-23716,-22467,-4119,-5368,100,6.2,35.6,9.6,13.3,6.2,20.1,1.1,6,7.2,3.5,23.9,79.2,89.6,20.8,10.4,100,6.2,35.6,9.6,13.3,6.2,20.1,1.1,6,7.2,3.5,23.9,79.2,89.6,20.8,10.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,16,27,11,13,18,47,10,13,57,29,43,162,126,201,16,27,11,13,18,47,10,13,57,29,43,162,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,29.9,22.3,39.2,8.8,24.7,14.9,31.6,13.9,29.9,22.3,39.2,8.8,24.7,14.9,31.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"248","SILVER - COMMODITY EXCHANGE INC.","110308",2011-03-08,"084691","CMX","01","084",188821,12179,64296,17243,26093,11954,37339,2372,11964,14043,5354,47220,151944,169254,36877,19567,188821,12179,64296,17243,26093,11954,37339,2372,11964,14043,5354,47220,151944,169254,36877,19567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3380,679,-1739,-551,1423,546,93,307,872,660,-1164,2851,5150,3097,-1770,284,100,6.4,34.1,9.1,13.8,6.3,19.8,1.3,6.3,7.4,2.8,25,80.5,89.6,19.5,10.4,100,6.4,34.1,9.1,13.8,6.3,19.8,1.3,6.3,7.4,2.8,25,80.5,89.6,19.5,10.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,16,26,10,15,18,49,8,16,62,27,46,169,127,204,16,26,10,15,18,49,8,16,62,27,46,169,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,29.6,21.9,38.6,8.4,24.3,14.3,30.4,13.8,29.6,21.9,38.6,8.4,24.3,14.3,30.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"249","SILVER - COMMODITY EXCHANGE INC.","110315",2011-03-15,"084691","CMX","01","084",190497,12482,63337,17755,25361,12718,35583,2519,14291,12153,5770,47115,152097,171111,38400,19385,190497,12482,63337,17755,25361,12718,35583,2519,14291,12153,5770,47115,152097,171111,38400,19385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,303,-959,512,-732,764,-1756,146,2327,-1891,416,-106,153,1857,1523,-181,100,6.6,33.2,9.3,13.3,6.7,18.7,1.3,7.5,6.4,3,24.7,79.8,89.8,20.2,10.2,100,6.6,33.2,9.3,13.3,6.7,18.7,1.3,7.5,6.4,3,24.7,79.8,89.8,20.2,10.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,18,26,11,15,19,46,9,17,53,31,47,162,134,199,18,26,11,15,19,46,9,17,53,31,47,162,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,29.1,21.6,38.1,8,23.6,13.4,30.3,13.4,29.1,21.6,38.1,8,23.6,13.4,30.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"250","SILVER - COMMODITY EXCHANGE INC.","110322",2011-03-22,"084691","CMX","01","084",196407,13321,64882,16786,25802,13857,36009,1683,15057,12008,4880,51251,158288,177412,38119,18995,196407,13321,64882,16786,25802,13857,36009,1683,15057,12008,4880,51251,158288,177412,38119,18995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5910,839,1545,-969,441,1138,426,-836,766,-145,-890,4136,6191,6301,-281,-390,100,6.8,33,8.5,13.1,7.1,18.3,0.9,7.7,6.1,2.5,26.1,80.6,90.3,19.4,9.7,100,6.8,33,8.5,13.1,7.1,18.3,0.9,7.7,6.1,2.5,26.1,80.6,90.3,19.4,9.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,19,27,10,16,19,52,8,18,56,30,48,173,134,206,19,27,10,16,19,52,8,18,56,30,48,173,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,28.8,21.3,38.1,7.6,23.3,12.9,29.9,13.2,28.8,21.3,38.1,7.6,23.3,12.9,29.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"251","SILVER - COMMODITY EXCHANGE INC.","110329",2011-03-29,"084691","CMX","01","084",197944,12804,65484,18388,25674,14551,35528,1988,13619,12049,4671,50603,157541,176589,40403,21354,197944,12804,65484,18388,25674,14551,35528,1988,13619,12049,4671,50603,157541,176589,40403,21354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,-517,602,1602,-128,695,-481,305,-1438,41,-209,-648,-747,-822,2284,2359,100,6.5,33.1,9.3,13,7.4,17.9,1,6.9,6.1,2.4,25.6,79.6,89.2,20.4,10.8,100,6.5,33.1,9.3,13,7.4,17.9,1,6.9,6.1,2.4,25.6,79.6,89.2,20.4,10.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,18,29,11,16,19,47,6,19,47,25,45,159,128,188,18,29,11,16,19,47,6,19,47,25,45,159,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,28.8,21.5,38,7.6,23.1,12.6,29.7,13.1,28.8,21.5,38,7.6,23.1,12.6,29.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"252","SILVER - COMMODITY EXCHANGE INC.","110405",2011-04-05,"084691","CMX","01","084",211429,13285,66583,18022,26402,17389,37924,3646,16622,11694,4761,55107,170043,190510,41386,20918,211429,13285,66583,18022,26402,17389,37924,3646,16622,11694,4761,55107,170043,190510,41386,20918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13485,482,1099,-366,729,2837,2397,1658,3004,-355,90,4504,12502,13921,983,-436,100,6.3,31.5,8.5,12.5,8.2,17.9,1.7,7.9,5.5,2.3,26.1,80.4,90.1,19.6,9.9,100,6.3,31.5,8.5,12.5,8.2,17.9,1.7,7.9,5.5,2.3,26.1,80.4,90.1,19.6,9.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,17,31,11,15,21,56,8,21,49,25,48,171,138,204,17,31,11,15,21,56,8,21,49,25,48,171,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,27.3,21.4,36.4,7.3,21.8,12.1,28.2,12.9,27.3,21.4,36.4,7.3,21.8,12.1,28.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
"253","SILVER - COMMODITY EXCHANGE INC.","110412",2011-04-12,"084691","CMX","01","084",219124,13938,63131,18118,25706,19949,35152,4627,19742,12818,5612,58341,178058,197108,41066,22016,219124,13938,63131,18118,25706,19949,35152,4627,19742,12818,5612,58341,178058,197108,41066,22016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7695,653,-3452,96,-697,2560,-2772,981,3120,1125,852,3234,8015,6597,-320,1098,100,6.4,28.8,8.3,11.7,9.1,16,2.1,9,5.8,2.6,26.6,81.3,90,18.7,10,100,6.4,28.8,8.3,11.7,9.1,16,2.1,9,5.8,2.6,26.6,81.3,90,18.7,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,17,26,10,16,23,51,12,20,54,34,54,180,142,212,17,26,10,16,23,51,12,20,54,34,54,180,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,22.6,35.5,7.1,20.1,11.4,25.7,14,26,22.6,35.5,7.1,20.1,11.4,25.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 TROY OUNCES)","N20","Combined"
