"","Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_ALL","Prod_Merc_Positions_Short_ALL","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_ALL","M_Money_Positions_Short_ALL","M_Money_Positions_Spread_ALL","Other_Rept_Positions_Long_ALL","Other_Rept_Positions_Short_ALL","Other_Rept_Positions_Spread_ALL","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap_Positions_Short_Old","Swap_Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap_Positions_Short_Other","Swap_Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Othr","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Othr","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_SubGroup_Code","FutOnly_or_Combined"
"216","OATS - CHICAGO BOARD OF TRADE","100727",2010-07-27,"004603","CBT","00","004",11561,3756,7563,2239,258,12,836,763,0,293,18,1416,8551,10029,3010,1532,11561,3756,7563,2239,258,12,836,763,0,293,18,1416,8551,10029,3010,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,22,55,-34,0,-9,249,-5,0,13,14,233,475,287,16,203,100,32.5,65.4,19.4,2.2,0.1,7.2,6.6,0,2.5,0.2,12.2,74,86.7,26,13.3,100,32.5,65.4,19.4,2.2,0.1,7.2,6.6,0,2.5,0.2,12.2,74,86.7,26,13.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,12,4,NA,NA,5,NA,0,4,4,5,30,21,36,13,12,4,NA,NA,5,NA,0,4,4,5,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,53.5,48.9,72,29.4,44.9,39.4,57.7,33.5,53.5,48.9,72,29.4,44.9,39.4,57.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"217","OATS - CHICAGO BOARD OF TRADE","100803",2010-08-03,"004603","CBT","00","004",12311,3885,8363,2351,258,19,914,388,2,308,37,1519,8999,10586,3311,1724,12311,3885,8363,2351,258,19,914,388,2,308,37,1519,8999,10586,3311,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,130,801,112,0,7,78,-375,2,15,19,103,448,557,302,192,100,31.6,67.9,19.1,2.1,0.2,7.4,3.2,0,2.5,0.3,12.3,73.1,86,26.9,14,100,31.6,67.9,19.1,2.1,0.2,7.4,3.2,0,2.5,0.3,12.3,73.1,86,26.9,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,13,4,NA,NA,5,NA,NA,6,NA,8,32,26,37,12,13,4,NA,NA,5,NA,NA,6,NA,8,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7,54.8,45.3,69.4,28.2,45.7,37.3,56.6,29.7,54.8,45.3,69.4,28.2,45.7,37.3,56.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"218","OATS - CHICAGO BOARD OF TRADE","100810",2010-08-10,"004603","CBT","00","004",12176,3511,8476,2375,258,7,1085,369,2,440,6,1502,8922,10621,3254,1555,12176,3511,8476,2375,258,7,1085,369,2,440,6,1502,8922,10621,3254,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-135,-375,113,24,0,-12,171,-19,0,131,-31,-17,-78,34,-57,-169,100,28.8,69.6,19.5,2.1,0.1,8.9,3,0,3.6,0.1,12.3,73.3,87.2,26.7,12.8,100,28.8,69.6,19.5,2.1,0.1,8.9,3,0,3.6,0.1,12.3,73.3,87.2,26.7,12.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,13,4,NA,NA,7,NA,NA,8,NA,8,34,26,40,11,13,4,NA,NA,7,NA,NA,8,NA,8,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,56.1,45.1,69.2,28,46.8,37,56.9,29.3,56.1,45.1,69.2,28,46.8,37,56.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"219","OATS - CHICAGO BOARD OF TRADE","100817",2010-08-17,"004603","CBT","00","004",12529,3651,8890,2337,258,0,1433,409,2,512,4,1398,9334,10961,3195,1569,12529,3651,8890,2337,258,0,1433,409,2,512,4,1398,9334,10961,3195,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,141,414,-38,0,-7,348,40,0,73,-3,-104,412,340,-58,14,100,29.1,71,18.7,2.1,0,11.4,3.3,0,4.1,0,11.2,74.5,87.5,25.5,12.5,100,29.1,71,18.7,2.1,0,11.4,3.3,0,4.1,0,11.2,74.5,87.5,25.5,12.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,12,4,NA,0,8,NA,NA,8,NA,7,35,23,41,11,12,4,NA,0,8,NA,NA,8,NA,7,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,57.5,46.1,70.8,27.5,47.9,38.2,59.1,29,57.5,46.1,70.8,27.5,47.9,38.2,59.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"220","OATS - CHICAGO BOARD OF TRADE","100824",2010-08-24,"004603","CBT","00","004",12448,4029,9258,2432,258,0,1347,377,0,556,24,1132,9496,11050,2951,1398,12448,4029,9258,2432,258,0,1347,377,0,556,24,1132,9496,11050,2951,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,377,368,95,0,0,-86,-32,-2,44,21,-266,163,89,-244,-170,100,32.4,74.4,19.5,2.1,0,10.8,3,0,4.5,0.2,9.1,76.3,88.8,23.7,11.2,100,32.4,74.4,19.5,2.1,0,10.8,3,0,4.5,0.2,9.1,76.3,88.8,23.7,11.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,12,5,NA,0,7,NA,0,7,4,5,33,20,40,10,12,5,NA,0,7,NA,0,7,4,5,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2,61.5,47.6,74,26.7,51.9,39,61.3,30.2,61.5,47.6,74,26.7,51.9,39,61.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"221","OATS - CHICAGO BOARD OF TRADE","100831",2010-08-31,"004603","CBT","00","004",11101,3792,8633,2514,258,0,1262,309,1,506,21,600,8675,9822,2426,1279,11076,3792,8608,2514,258,0,1262,309,1,506,46,575,8650,9797,2426,1279,25,0,25,0,0,0,0,0,0,25,0,0,25,25,0,0,-1347,-237,-625,82,0,0,-85,-68,1,-51,-4,-532,-822,-1228,-525,-119,100,34.2,77.8,22.6,2.3,0,11.4,2.8,0,4.6,0.2,5.4,78.1,88.5,21.9,11.5,100,34.2,77.7,22.7,2.3,0,11.4,2.8,0,4.6,0.4,5.2,78.1,88.5,21.9,11.5,100,0,100,0,0,0,0,0,0,100,0,0,100,100,0,0,39,10,12,6,NA,0,7,NA,NA,6,4,6,33,21,39,10,12,6,NA,0,7,NA,NA,6,4,6,33,21,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,NA,36.2,65.8,49.6,77.6,33.9,58.7,45.6,69.4,36.3,65.9,49.7,77.7,33.9,58.9,45.7,69.4,100,100,100,100,100,100,100,100,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"222","OATS - CHICAGO BOARD OF TRADE","100907",2010-09-07,"004603","CBT","00","004",11315,3162,9065,2508,0,0,1839,346,1,429,44,580,8519,10036,2796,1279,11254,3162,9017,2508,0,0,1839,346,1,429,105,519,8458,9988,2796,1266,61,0,48,0,0,0,0,0,0,61,0,0,61,48,0,13,214,-630,433,-6,-258,0,577,37,0,-76,23,-21,-156,214,369,0,100,27.9,80.1,22.2,0,0,16.3,3.1,0,3.8,0.4,5.1,75.3,88.7,24.7,11.3,100,28.1,80.1,22.3,0,0,16.3,3.1,0,3.8,0.9,4.6,75.2,88.8,24.8,11.2,100,0,78.7,0,0,0,0,0,0,100,0,0,100,78.7,0,21.3,38,10,12,6,0,0,7,NA,NA,6,NA,5,32,20,38,10,12,6,0,0,7,NA,NA,6,NA,5,32,20,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,NA,34.4,64.8,47.9,76.8,32.7,61.8,45.6,73.5,34.6,65.2,48.2,77,32.9,62.2,45.9,73.7,100,78.7,100,78.7,100,78.7,100,78.7,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"223","OATS - CHICAGO BOARD OF TRADE","100914",2010-09-14,"004603","CBT","00","004",12760,3009,9981,2597,0,0,2726,252,1,482,0,898,9713,11132,3047,1628,12364,2873,9794,2597,0,0,2726,252,1,409,4,712,9318,10764,3046,1600,396,136,187,0,0,0,0,0,0,78,0,181,395,368,1,28,1445,-153,916,89,0,0,887,-94,0,53,-44,318,1194,1096,251,349,100,23.6,78.2,20.4,0,0,21.4,2,0,3.8,0,7,76.1,87.2,23.9,12.8,100,23.2,79.2,21,0,0,22,2,0,3.3,0,5.8,75.4,87.1,24.6,12.9,100,34.3,47.2,0,0,0,0,0,0,19.7,0,45.7,99.7,92.9,0.3,7.1,43,9,12,5,0,0,13,NA,NA,9,0,6,37,20,43,9,12,5,0,0,13,NA,NA,6,NA,6,37,20,8,NA,NA,0,0,0,0,0,0,4,0,4,5,7,27.4,62.4,43.2,76.9,27.3,58.2,40.4,70.8,28.3,64.4,42.3,76.9,28.2,61.2,41.7,72.7,98.2,90.2,99.7,92.9,53.5,47.2,54,47.2,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"224","OATS - CHICAGO BOARD OF TRADE","100921",2010-09-21,"004603","CBT","00","004",13665,3517,10505,2573,400,0,3182,236,1,299,4,1043,10615,12188,3050,1477,13253,3368,10317,2573,400,0,3182,236,1,266,27,829,10218,11809,3034,1443,412,149,188,0,0,0,0,0,0,56,0,191,396,379,16,34,905,508,524,-24,400,0,456,-16,0,-183,4,145,902,1056,3,-151,100,25.7,76.9,18.8,2.9,0,23.3,1.7,0,2.2,0,7.6,77.7,89.2,22.3,10.8,100,25.4,77.8,19.4,3,0,24,1.8,0,2,0.2,6.3,77.1,89.1,22.9,10.9,100,36.2,45.6,0,0,0,0,0,0,13.7,0,46.2,96.1,91.8,3.9,8.2,44,10,12,5,NA,0,13,NA,NA,7,NA,7,38,22,43,10,12,5,NA,0,13,NA,NA,5,NA,6,37,21,9,NA,NA,0,0,0,0,0,0,5,0,5,6,8,24.5,61.4,39.1,75.6,24.3,55,38.1,68,25.2,63.3,39.7,76.2,25.1,57.8,39.3,69.9,92.6,85.6,96.1,91.8,49.3,45.6,49.9,45.6,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"225","OATS - CHICAGO BOARD OF TRADE","100928",2010-09-28,"004603","CBT","00","004",13680,3841,10553,2436,400,0,3190,236,0,301,4,954,10721,12147,2958,1532,13245,3679,10361,2436,400,0,3190,236,0,251,8,753,10309,11758,2936,1487,435,162,192,0,0,0,0,0,0,53,0,198,413,390,22,45,15,324,49,-137,0,0,8,0,-1,2,1,-89,107,-41,-92,55,100,28.1,77.1,17.8,2.9,0,23.3,1.7,0,2.2,0,7,78.4,88.8,21.6,11.2,100,27.8,78.2,18.4,3,0,24.1,1.8,0,1.9,0.1,5.7,77.8,88.8,22.2,11.2,100,37.2,44.2,0,0,0,0,0,0,12.3,0,45.4,94.9,89.6,5.1,10.4,44,10,12,5,NA,0,13,NA,0,6,NA,7,38,21,43,10,12,5,NA,0,13,NA,0,4,4,6,37,20,10,NA,NA,0,0,0,0,0,0,5,0,5,7,8,26.4,61.4,41.6,75.7,25.7,54.7,39.6,67.6,27.3,63.4,42,76.2,26.6,57.7,41,69.8,90.5,82.7,94.9,89.6,48.5,44.2,49.5,44.2,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"226","OATS - CHICAGO BOARD OF TRADE","101005",2010-10-05,"004603","CBT","00","004",14381,4635,11193,2199,400,0,3658,201,0,248,80,896,11636,12770,2744,1610,13601,4129,10659,2149,400,0,3658,201,0,240,72,707,10883,12039,2718,1562,780,506,534,50,0,0,0,0,0,10,9,188,754,731,26,49,701,794,640,-237,0,0,468,-35,0,-52,76,-58,915,623,-214,78,100,32.2,77.8,15.3,2.8,0,25.4,1.4,0,1.7,0.6,6.2,80.9,88.8,19.1,11.2,100,30.4,78.4,15.8,2.9,0,26.9,1.5,0,1.8,0.5,5.2,80,88.5,20,11.5,100,64.9,68.5,6.4,0,0,0,0,0,1.3,1.1,24.1,96.7,93.7,3.3,6.3,47,11,12,5,NA,0,15,NA,0,8,NA,7,41,22,46,11,12,5,NA,0,15,NA,0,6,NA,6,40,21,12,NA,4,NA,0,0,0,0,0,4,NA,5,8,9,26.3,59.7,43.1,75,24.8,48.6,39.8,62.6,27.6,61.6,43.5,75.1,26.3,53.5,42.2,66.2,92.3,86.1,96.7,93.2,71.9,68.5,72.6,69.6,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"227","OATS - CHICAGO BOARD OF TRADE","101012",2010-10-12,"004603","CBT","00","004",14427,4913,11365,2143,400,0,3050,189,0,264,14,868,11238,12837,3189,1590,13587,4447,10743,1993,400,0,3050,189,0,254,3,710,10453,12045,3134,1542,840,466,622,150,0,0,0,0,0,18,19,151,785,792,55,48,47,278,172,-56,0,0,-608,-12,0,15,-66,-28,-398,67,445,-20,100,34.1,78.8,14.9,2.8,0,21.1,1.3,0,1.8,0.1,6,77.9,89,22.1,11,100,32.7,79.1,14.7,2.9,0,22.4,1.4,0,1.9,0,5.2,76.9,88.7,23.1,11.3,100,55.5,74.1,17.9,0,0,0,0,0,2.1,2.2,18,93.4,94.2,6.6,5.8,44,11,12,5,NA,0,13,NA,0,6,NA,7,39,21,43,11,12,5,NA,0,13,NA,0,6,NA,6,38,20,13,NA,4,NA,0,0,0,0,0,NA,NA,5,8,10,24.6,58.7,41.3,74.2,22.2,45.2,35.8,59.9,25.4,61.3,41.3,75.1,24.5,50.3,38.9,63.3,88.6,78.7,93.4,93,74.7,74.1,75.5,76.3,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"228","OATS - CHICAGO BOARD OF TRADE","101019",2010-10-19,"004603","CBT","00","004",14999,5459,11566,2164,400,0,2991,168,0,186,105,1098,11898,13338,3100,1661,14068,4911,10933,2008,400,0,2991,168,0,193,81,901,11004,12483,3063,1584,931,549,633,156,0,0,0,0,0,12,44,177,894,854,37,77,571,546,201,21,0,0,-59,-21,0,-78,91,230,660,501,-89,70,100,36.4,77.1,14.4,2.7,0,19.9,1.1,0,1.2,0.7,7.3,79.3,88.9,20.7,11.1,100,34.9,77.7,14.3,2.8,0,21.3,1.2,0,1.4,0.6,6.4,78.2,88.7,21.8,11.3,100,58.9,68,16.8,0,0,0,0,0,1.3,4.8,19,96,91.8,4,8.2,45,11,12,5,NA,0,13,NA,0,6,4,7,38,23,44,11,12,5,NA,0,13,NA,0,6,NA,6,37,22,14,NA,4,NA,0,0,0,0,0,4,NA,6,10,10,25.4,58.4,41.5,73.8,23.2,45.2,35.9,58.8,26.5,61.1,42,74.2,25.6,50.5,39.1,62.7,87.8,76.1,95.4,90.2,76.2,68,77,72.8,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"229","OATS - CHICAGO BOARD OF TRADE","101026",2010-10-26,"004603","CBT","00","004",15501,5146,11596,2113,400,0,3065,170,0,298,83,1472,12093,13721,3407,1780,14591,4630,10955,1952,400,0,3065,170,0,304,86,1278,11230,12889,3361,1702,909,515,641,161,0,0,0,0,0,20,23,167,863,832,46,77,502,-314,29,-51,0,0,74,2,0,112,-22,374,195,383,307,119,100,33.2,74.8,13.6,2.6,0,19.8,1.1,0,1.9,0.5,9.5,78,88.5,22,11.5,100,31.7,75.1,13.4,2.7,0,21,1.2,0,2.1,0.6,8.8,77,88.3,23,11.7,100,56.7,70.5,17.7,0,0,0,0,0,2.2,2.6,18.4,94.9,91.5,5.1,8.5,46,11,12,5,NA,0,12,NA,0,8,4,8,39,24,45,11,12,5,NA,0,12,NA,0,6,5,7,38,23,14,NA,4,NA,0,0,0,0,0,4,NA,6,10,10,23.8,56.3,39.8,72.8,22.3,44.8,35.1,58.2,24.9,58.7,39.8,72.9,24.5,49.7,38.1,61.5,86.7,76.6,94.3,90.3,75.1,70.5,76.5,73.1,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"230","OATS - CHICAGO BOARD OF TRADE","101102",2010-11-02,"004603","CBT","00","004",15288,5307,11717,2075,400,0,3094,168,0,236,83,1241,11953,13610,3335,1679,14123,4637,10916,1897,400,0,3094,168,0,241,83,978,10847,12546,3276,1577,1165,670,801,178,0,0,0,0,0,16,21,242,1106,1064,59,101,-212,162,122,-38,0,0,29,-2,0,-62,0,-231,-140,-111,-72,-101,100,34.7,76.6,13.6,2.6,0,20.2,1.1,0,1.5,0.5,8.1,78.2,89,21.8,11,100,32.8,77.3,13.4,2.8,0,21.9,1.2,0,1.7,0.6,6.9,76.8,88.8,23.2,11.2,100,57.5,68.7,15.3,0,0,0,0,0,1.3,1.8,20.8,94.9,91.3,5.1,8.7,43,11,12,5,NA,0,11,NA,0,7,4,7,36,23,42,11,12,5,NA,0,11,NA,0,5,5,6,35,22,14,4,NA,NA,0,0,0,0,0,NA,NA,6,11,9,25.8,59.7,42.2,75.7,24.7,46.6,38.3,60.3,27.1,62.3,43.4,75.5,26,51.2,40.7,63.2,76,82.8,92.3,90.7,72.6,70.4,74.2,70.5,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"231","OATS - CHICAGO BOARD OF TRADE","101109",2010-11-09,"004603","CBT","00","004",15477,5304,11772,2066,400,0,2973,203,0,442,93,1188,11973,13657,3503,1820,14268,4601,10918,1881,400,0,2973,203,0,436,84,942,10833,12547,3434,1720,1209,703,854,185,0,0,0,0,0,14,18,237,1140,1109,69,100,188,-3,55,-9,0,0,-121,35,0,206,10,-53,20,47,168,141,100,34.3,76.1,13.3,2.6,0,19.2,1.3,0,2.9,0.6,7.7,77.4,88.2,22.6,11.8,100,32.2,76.5,13.2,2.8,0,20.8,1.4,0,3.1,0.6,6.6,75.9,87.9,24.1,12.1,100,58.2,70.7,15.3,0,0,0,0,0,1.2,1.5,19.6,94.3,91.8,5.7,8.2,46,11,12,5,NA,0,11,NA,0,7,6,7,38,24,44,11,12,4,NA,0,11,NA,0,7,5,6,36,23,14,4,NA,NA,0,0,0,0,0,NA,NA,6,11,9,27.2,59.3,43.1,74.6,25.2,47.1,38,60.6,28.7,61.9,44.4,74.2,26.6,51.8,40.5,63.3,76.1,83.7,91.8,91.1,73.3,72,74.7,72.1,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"232","OATS - CHICAGO BOARD OF TRADE","101116",2010-11-16,"004603","CBT","00","004",15180,6035,11117,2092,400,3,2523,118,0,264,233,1408,12326,13279,2854,1901,13824,5189,10208,1905,400,3,2523,118,0,306,234,1105,11031,12068,2793,1756,1356,846,908,187,0,0,0,0,0,15,55,247,1295,1211,61,145,-297,731,-656,26,0,3,-450,-85,0,-178,140,220,353,-378,-650,81,100,39.8,73.2,13.8,2.6,0,16.6,0.8,0,1.7,1.5,9.3,81.2,87.5,18.8,12.5,100,37.5,73.8,13.8,2.9,0,18.3,0.9,0,2.2,1.7,8,79.8,87.3,20.2,12.7,100,62.4,67,13.8,0,0,0,0,0,1.1,4.1,18.2,95.5,89.3,4.5,10.7,43,11,11,5,NA,NA,10,NA,0,7,5,8,36,25,41,11,11,4,NA,NA,10,NA,0,6,5,7,34,24,16,5,5,NA,0,0,0,0,0,NA,4,6,13,11,29.5,58.9,46.4,75.3,27.5,46,40.5,58.8,30.9,63.9,47.8,75.5,28.7,53.6,43,61.4,71.6,78.2,91.9,86.9,68.3,67.8,74.3,68.1,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
"233","OATS - CHICAGO BOARD OF TRADE","101123",2010-11-23,"004603","CBT","00","004",14801,5544,10584,2102,400,0,2565,76,0,390,311,1211,11812,12581,2989,2220,13403,4692,9673,1915,400,0,2565,76,0,449,309,895,10516,11353,2887,2050,1398,852,911,187,0,0,0,0,0,13,74,244,1296,1228,102,169,-379,-491,-533,10,0,-3,42,-42,0,126,78,-198,-514,-698,135,318,100,37.5,71.5,14.2,2.7,0,17.3,0.5,0,2.6,2.1,8.2,79.8,85,20.2,15,100,35,72.2,14.3,3,0,19.1,0.6,0,3.3,2.3,6.7,78.5,84.7,21.5,15.3,100,60.9,65.1,13.4,0,0,0,0,0,0.9,5.3,17.5,92.7,87.9,7.3,12.1,43,11,11,5,NA,0,11,NA,0,7,4,7,36,23,41,11,10,4,NA,0,11,NA,0,6,4,6,34,21,15,5,5,NA,0,0,0,0,0,NA,NA,6,12,11,29.1,60.2,45.5,73.6,26.9,49.9,40.3,60.5,30.8,66,48,76,28.3,58.3,43.1,66,70.3,76.2,89.3,85.5,66.7,67.1,72.3,67.6,"(CONTRACTS OF 5,000 BUSHELS)","A10","Combined"
