"","Rough_Rice2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"11","2006-08-29",-2.61347956387539,-8.71263129129805,-4.29313519485888,14.8524177210664,249,-568,3.49520795984724,-5.47844754832489,0.228920359413376,0,-9.10090979049345,21.5817511222137,-15.6639853213856,13.0192491359008
"12","2006-09-05",3.69717469686321,-14.2494737098897,2.3652674608007,88.8833885641116,107,-1774,18.0897099240362,-7.51983614072422,2.63272069063296,0,-22.5829558838302,124.092851084836,-18.1623963462561,76.1024602963031
"13","2006-09-12",-3.41080565809069,0.0681431031480884,-4.96742492702928,-19.5035875250192,231,334,-5.85447441179827,-2.56873434823799,0.886923774077975,0,-6.61535955128691,-17.4191430710704,8.80568553911836,-20.475890191289
"14","2006-09-19",0.494438584546408,7.64731500775682,2.70218248081964,-31.4719657455955,-268,765,-5.01957844149192,6.99386098243782,3.32881676167025,0,16.9306188681884,-28.0957097544107,-1.31124130924949,-33.1117471483553
"15","2006-09-26",-3.95660255410952,0.273080728468678,-4.27226304327633,-1.34591533740043,93,28,-7.56904719021758,-4.57894323826249,-3.99327103353704,0,3.3400051208158,-0.537635703638095,-0.155400186673482,-1.75088647883426
"16","2006-10-03",-2.40686707126319,-6.61200802123485,2.24400079273206,-6.05117103953248,-502,-240,1.18541858580166,3.08824390564055,-9.87977357453032,0,-11.4211289610188,-2.17992283425845,3.96393358906089,-8.06089911701804
"17","2006-10-10",0.393443130483462,2.6756709516647,0.593372937073333,-1.06127382963521,-31,132,-1.52136515035952,0.752756679368005,0.0817327385099098,0,7.10598203214161,-1.38698478641501,-1.50605256257208,-0.887579791396842
"18","2006-10-17",2.52523608164932,-5.4249069209531,-0.891384992957001,14.6779809935587,359,-405,8.86769673749193,-2.51255365819318,17.6996948678428,0,-4.81779067572985,20.8511889046146,-34.3324185773765,11.2319898155166
"19","2006-10-24",0.489668983512992,-4.47554672465547,-0.753234751908849,28.9564721266397,138,-591,4.02401315154588,-4.75377445590652,-0.0684697048317418,0,-9.03354278978954,8.47412284550906,-2.27159578345377,39.2544456094326
"20","2006-10-31",-0.0586338334008119,-0.943974091803845,-0.352885850559126,7.6612669768731,35,-166,0.540851928922059,-1.68678698124065,3.63187192950116,0,1.72947127974705,-7.12275092883674,-14.5797625993082,13.4091773698307
"21","2006-11-07",-0.548913356296232,6.1082287728313,5.69763735510556,-41.15813351256,-736,840,-5.28602205202411,12.016532692803,1.18189163031426,0,7.25264440682629,-20.2661241031078,12.4790772813788,-49.6548937409307
"22","2006-11-14",2.14894749094032,2.12773984472854,0.851552122765753,1.13290972059694,116,81,2.16491878011631,0.822681917943946,-0.523561405394446,0,7.05006505403336,5.59400158823395,-4.57222493380955,-1.03627870355467
"23","2006-11-21",2.83579152165636,3.13076716253171,2.59858396669728,0.948691893175546,-27,131,2.6131136502153,2.76661038811685,3.98766659482011,0,-0.143919429974648,0.516797015844261,9.26484800694647,1.16506172199751
"24","2006-11-28",0.615271820709928,1.87082114750527,0.141531710997533,3.12657490953523,48,50,-0.345594024539686,-0.164723258885857,-0.252525386719427,0,2.83975542126056,0.514139950041859,3.25146628845419,4.40599897940306
"25","2006-12-05",-0.512463269199337,0.509988355665136,0.930675782569068,2.87022572973346,-174,-11,-1.31089573231744,0.726207047318717,0.504414688667865,0,0.465550189078545,2.28146777661715,0.617285910708087,3.15177603204049
"26","2006-12-12",-0.552668729107886,-1.73173755761589,-1.92563029480439,-9.22429403344829,186,28,0.366789340857565,-1.17842105388934,-0.0629128677561042,0,-0.512224635666847,3.44861760711694,-7.33981649548676,-15.8735557788075
"27","2006-12-19",-3.51785461805285,-2.53343970968558,-2.14975793037055,1.14589178040712,-100,-129,-4.28418396581183,-2.47972114538246,-3.0673331216601,0,0.651468102119335,6.33271339512733,-9.48687761335076,-1.97746556594174
"28","2006-12-26",1.20885375187196,7.60020914812607,3.0503802290232,-1.23458358222992,-257,371,-4.11332582898556,3.47708425439226,1.16130337376612,0,5.59207899195986,-31.8453731118534,23.1843461189755,14.0815781235359
"29","2007-01-03",5.60737367990178,13.1581974267467,3.56904866890329,3.31618519600241,138,648,-1.56880269629944,3.59360702139799,-3.19349392488064,0,22.3845059585701,0,14.5728123995926,4.60129590872249
"30","2007-01-09",5.7996218034571,8.32450072298787,7.61765388119784,-42.4529810313154,-386,886,3.14901155192402,11.3667574645042,-2.00675630508096,0,6.44946912850513,-39.768296766611,23.8007573946359,-43.4887824935193
"31","2007-01-16",11.7211116853262,22.4498677035955,10.8709332485997,-53.7872273520406,-183,1839,-1.29103460748503,13.5313130289644,-0.135226525001375,0,36.9316593991853,-143.881239540334,10.2734118875607,-32.8097893124047
"32","2007-01-23",-0.504703984853627,-8.74799045602348,-1.90409165883398,-26.3263545103635,233,-531,9.75881037824173,-1.2802264989757,0.539812376955773,0,-17.9734585509818,-37.6477571234912,4.73803232479071,-24.9503161710737
"33","2007-01-30",-1.4362072207577,-7.56065155172667,-2.22332502067388,41.1296028418958,156,-679,5.09003542076361,-3.45092421531881,1.137516447527,0,-9.25400196992978,-33.6472236621213,-11.7853579905293,46.9596380207324
"34","2007-02-06",-4.57499931625378,-9.40201879404459,-3.46453428679272,28.9134505532096,-57,-750,0.031109037426269,-4.8160939200752,-2.22007099801926,0,-16.0835663565193,194.017947434633,-2.96413453306714,4.7722772869216
"35","2007-02-13",3.21251641191438,3.31039217336677,1.90764438121729,-5.98085543095683,118,237,3.12334022753316,2.28012560463391,3.01530381706874,0,-4.47862773284431,-15.510899326907,16.6500528047869,-2.95588022415449
"36","2007-02-20",0.322720576048496,-4.96417663490778,-1.96891263596743,5.83561212292532,333,-332,4.91202990253417,-2.33726438199024,0.263678465230388,0,0.0366367470666873,20.5539846895962,-18.0330185409029,0.995033085316877
"37","2007-02-27",1.52853323034972,18.1684448087454,1.17118760790316,-2.50197009616615,23,1164,-14.6739443311988,1.34830313913401,0.394218644573918,0,28.0236842968634,-20.5539846895962,15.7932832596003,3.31091586072789
"38","2007-03-06",3.21380080201994,7.87940453635994,6.13449090126128,34.6639661638246,-518,288,-2.42232196978307,4.5606470584076,0.913844479736703,0,8.15532016368685,0,12.9915008608747,42.6944139785288
"39","2007-03-13",1.39914465212243,3.60233508295504,1.63238180202647,-30.7189695847556,-72,525,-1.47515539486811,3.38342048056006,-0.325415191167799,0,7.01826396225407,-500.394630594546,-0.298805003198233,-13.6392624905555
"40","2007-03-20",-8.02952461484985,-22.366021368685,-6.64251338155246,-1.29778317487137,-12,-1543,8.41416449046086,-6.89231194553948,-0.522877008279909,0,-25.8850824332512,0,-34.4987189145363,-1.29778317487137
"41","2007-03-27",-3.63706102229262,-15.5362654281758,-5.19029500911223,67.6315462300143,314,-1557,6.83042574279042,-10.4763947071548,-3.53487953817719,0,-9.15587532467921,628.599809450886,-49.4527242032872,17.1621065589088
"42","2007-04-03",-2.75327852424923,4.57222493380964,-4.96492180358477,1.68317182598026,364,225,-8.91717883079082,-5.68896413314803,-1.64274741419481,0,3.54870597919916,13.0734188003461,17.4399575454525,-6.56801668621556
"43","2007-04-10",-0.0170750448635459,1.52019381104154,-0.162194078611932,-0.509277201128988,20,92,-1.42124421217051,-0.123056744680916,0.824746943001742,0,2.09583682962293,0.488998529419149,0.772950708226716,-1.31407935610577
"44","2007-04-17",-0.762806355738377,-1.12450984155021,-1.48668463320512,1.01597390591248,111,-77,-0.428689856849296,-1.77230311821717,-0.0684697048317418,0,-2.71685533145085,1.77281032935808,2.09531475147555,0.396040121609698
"45","2007-04-24",-1.05519055511269,-1.1736164318263,-1.79082197194251,22.4730738719048,115,-414,-0.946300744663198,-5.02032610511893,-0.274348594575091,0,-2.52337425813565,29.1667729381984,1.4038602107747,16.59386355793
"46","2007-05-01",-0.435692567924129,-1.88840518584872,-0.896042755652005,18.2898091834427,67,-451,0.880185039775583,-4.17119528827996,0.274348594575091,0,-8.04911381743247,26.5663387694456,10.8237414305784,9.87539186477822
"47","2007-05-08",1.09433087923883,8.37517051682948,1.67071056223786,-15.7839833101064,-93,776,-5.89106483867514,4.67947786535188,-0.894398807089836,0,17.2617186943543,-33.8670442305791,-2.70515227409582,1.00604470258414
"48","2007-05-15",1.44072468872842,3.74187632840961,0.543233567689327,-1.87345814373225,96,257,-0.986966065918438,0.913645685480802,0,0,3.5841812687746,0,8.61541116135118,-3.35909444360363
"49","2007-05-22",-0.443724595269401,-7.17018991257294,-0.709811935881888,20.1712091026198,42,-812,6.34752568162416,-4.28270348863418,-3.80327528516782,0,-12.1933649382697,16.6362624172338,1.56009404424795,22.9335521562131
"50","2007-05-29",1.17328331133439,-0.246913705692187,1.48184290386499,8.48231923090763,-59,-203,2.4952049613491,0.0723000483368708,-0.575955515836668,0,0.333667309904051,20.7367588720042,-1.24612204378121,-1.91115081493534
"51","2007-06-05",7.41804184227703,-1.49442382682761,5.78757784474142,6.6580325081568,113,-244,14.9554251371285,5.6038545094049,-1.74804159699731,0,2.50013022054159,0.088300226487803,-11.2701922516194,12.5212490334904
"52","2007-06-12",2.32712952767145,0.643203932701475,1.18386027676785,-3.94139685408765,131,132,3.61931210548452,2.23836364929166,0,0,-10.0750552872933,5.8285561051977,25.4914179212896,-12.9415943350531
"53","2007-06-19",0.581041390053372,18.4100916694032,-0.0626937431283281,-31.4274870043568,85,1779,-15.3836560145077,5.16816252586807,-0.368053415112524,0,18.6027700076083,-55.712098414664,32.7987278123173,-11.6940930343461
"54","2007-06-26",0.963478985248933,-3.45147664733734,1.85024263406834,8.61987380195037,-141,-386,5.43977670042874,0.876609759608371,0,0,-6.66090801316752,16.9399275307519,-0.638665889879597,2.80130362276738
"55","2007-07-03",-9.00015323340106,-5.77629787746474,-8.83368077152404,1.66931367199021,96,-398,-12.2291995988832,-10.5028582844968,0.441501820911672,0,-1.57483569681407,6.76013106681168,-17.339161177419,-2.32893618798977
"56","2007-07-10",-0.879527740777064,-3.75778716426307,0.0746937590747621,8.66664304529223,-116,-402,2.01321165907586,-1.45153197307497,2.17873541849078,0,-2.29367853430968,16.6524657314702,-11.6099225455851,1.58956128549592
"57","2007-07-17",1.66946026109454,-11.3112784188877,-0.396514191750796,25.489224962879,255,-1246,12.9012053958538,-6.07353944557065,4.56379653008394,0,0.462963789874138,39.177965502291,-63.3723760089145,10.3875183041635
"58","2007-07-24",-0.864309615601933,-2.60251963457563,-0.480914662974996,1.53231746791951,-41,-178,0.447815844072252,-1.00313134165351,-1.52146780014828,0,0.395127283916707,11.5154913250113,-16.9990944336476,-12.8289541212921
"59","2007-07-31",1.88360331028736,1.27144845149765,2.41118988842786,5.56285612930898,-94,-92,2.33628859733379,1.56651311347922,0.48661896511728,0,0.752990953478871,4.34851119397388,5.15873687904937,7.50580909900416
"60","2007-08-07",-1.53698251263883,3.36909628877979,-0.686172316337874,-17.7947574970842,-95,655,-5.30586246585685,3.52333735207253,1.99114027565432,0,3.9333607578298,-38.5234405661795,3.70158777571135,8.04496252783373
"61","2007-08-14",-5.21695703577461,3.59907983657664,-6.05043210644105,0.774407782905229,176,179,-12.8981360966414,-7.62309452515098,0,0,3.4820957470016,-4.46014183627925,10.83171096675,5.69323689464705
"62","2007-08-21",1.07913163590112,-3.34029965519331,-0.236239183811549,10.4385619163357,155,-455,5.08793573760951,-2.98027106307632,-2.4777592407716,0,-6.18367431769631,20.8230842144594,5.86334392498573,0.153609861234028
"63","2007-08-28",-4.24476210486873,-2.61844022522304,-2.07112708297164,-9.75071781248671,-224,114,-5.68090655597686,-0.060319696209099,0.901844475193947,0,-4.14396680591551,-24.4152356484291,-3.12344650617424,4.20798370262983
"64","2007-09-04",-0.746372782770521,8.58421003857277,0.657844329872148,-18.55525773754,-165,893,-9.9243137397595,4.92497758056967,-0.0690846314177485,0,6.59436785051888,-31.389233921909,27.6455957509267,-9.08316289465363
"65","2007-09-11",-0.761080053181118,2.52438922091081,1.86166108541368,-3.25633112618435,-319,213,-4.43152973607219,2.84075158449095,1.30451558151128,0,3.76355336416463,-13.4403916892424,0.533334597536328,2.93788497328729
"66","2007-09-18",2.22161405731587,3.61374764502767,2.56473981184033,-5.99352907535753,-84,333,0.586741366444521,4.07512746101517,0.272479732618525,0,4.98996503894507,-9.21030376842147,3.82655380789529,-4.23555119586529
"67","2007-09-25",1.43950911564676,0.114425840028964,1.14095707937398,-42.9718520036667,13,663,2.99676670417099,6.95287293188311,0.610378293801794,0,-2.83354724736107,-89.8080820494732,7.79402101841811,-24.7938209927426
"68","2007-10-02",4.45013200794744,6.14603527213173,6.8327092500974,-45.5381110378194,-416,835,2.44894937928759,10.9003870572625,1.00909029819629,0,8.05212256441816,-78.7705763184958,6.86244795137307,-37.9650561594202
"69","2007-10-09",6.63504478784702,8.18256287114085,5.88405000229333,-42.4352025762164,-40,823,4.7426177597826,8.07897010600307,-0.0669568153572442,0,8.23531962142514,0,16.4102052999085,-52.7269981992368
"70","2007-10-16",3.19743046325147,-9.46592026079927,2.80413684513299,31.3960956915621,-13,-825,16.9976085605857,1.64072589512418,0.999675102871134,0,-7.49992205416259,90.799192905946,-25.992820966961,2.05135398331029
"71","2007-10-23",-5.06693991817038,1.083434216571,-3.80143435835212,-30.61023703031,-74,253,-11.3150395109521,-2.70091667988694,-0.86580627431152,0,-1.17375443358831,-50.5285443390375,9.72989109867992,-17.7258254837408
"72","2007-10-30",3.38828937906577,1.39114067991795,2.0902045664382,-14.7324714756858,117,161,5.5030064357485,2.63987282815936,-0.536553936463147,0,4.29942627608213,62.4548864217193,-4.59245168871085,-116.436366623089
"73","2007-11-06",4.23019223079031,24.0988539844324,3.68615933041578,-319.867311755068,-11,2218,-21.6472936035606,6.51998127149422,4.47148781531794,0,24.9617975798818,-582.304589548302,40.5465108108165,-174.435723033347
"74","2007-11-13",4.05848591148281,8.67926304066735,2.55749177858746,-128.093384546206,151,773,-4.00971236824841,2.64089363620581,1.27797266463991,0,13.2070284742476,0,2.58569538362989,-128.093384546206
"75","2007-11-20",3.31684477307057,5.16924708862767,2.38499655416486,236.085400111802,84,437,-0.224146808058912,2.09515137489227,-1.21368465213969,0,0.769165763268198,0,20.7608083007695,236.085400111802
"76","2007-11-27",1.27886851533265,0.445665866937262,2.0574888472531,-166.770682055808,-157,86,2.89525651129452,2.31906608809833,-0.580085416527076,0,0.462223045170695,0,1.05178963145365,-166.770682055808
"77","2007-12-04",-0.129194591798054,0.309757604413541,-0.724856123657958,-230.258509299405,103,39,-0.975811785679781,-0.671602179655473,0.900906994236639,0,-1.64524454983344,0,4.2542847007935,-230.258509299405
"78","2007-12-11",0.448065922740426,-1.90462124191306,1.60306292901389,0,-205,-183,4.86281490826137,1.60315776361966,0.829350846191623,0,-1.91140796897979,0,-3.57250945118084,0
"79","2007-12-18",-4.5594706097992,-4.06381299491265,-1.60306292901389,248.4906649788,-387,-390,-5.4649845319469,-1.66877652100741,1.01138662369289,0,-6.15899837871918,0,-2.8376447940798,248.4906649788
"80","2007-12-24",0.50915886815357,2.63514167651859,-0.280655843613076,-248.4906649788,119,256,-3.52423277898115,-0.209073879210919,2.11582255073459,0,4.6404506796117,0,-1.36619802463631,-248.4906649788
"81","2007-12-31",-0.658153184268961,0.595113339792874,-0.419463702285228,609.582456243223,-23,-388,-3.15670739871852,-3.12183738689473,0.980400009662041,0,0.76215630575156,0,-0.0416927252235411,609.582456243223
"82","2008-01-08",-2.61847789950664,2.53178079842904,-0.0180163949680789,-49.0022496136227,-361,414,-13.9761942375157,1.03723273179579,3.41657444159829,0,-0.724842872482867,0,8.93023287361858,-49.0022496136227
"83","2008-01-15",3.08600017915079,2.14622443461359,2.20964086283164,29.1351801340743,58,118,5.30244683082195,1.69516106651511,2.32975010068781,0,7.07447402839563,0,-8.88854014839504,29.1351801340743
"84","2008-01-22",-10.0425715371978,-17.5268630832068,-8.74280369850808,11.9003292061613,73,-1636,5.4363693255846,-9.24507827650149,2.94973172676141,0,-18.9647596886028,0,-31.4864930553843,11.9003292061613
"85","2008-01-29",5.97509420518421,10.5553268164204,2.67593535705242,-35.6674943938732,365,1047,-3.07021857576881,3.53206185101538,5.86168864262957,0,14.5590738477086,0,3.91987474417563,-35.6674943938732
"86","2008-02-05",8.17963695984112,5.02140044446477,9.95571920488345,26.7443810210789,-519,387,14.5466986026136,9.62169526505665,-2.07730505612309,0,5.28812084294401,0,11.1601297942805,26.7443810210789
"87","2008-02-12",5.23236911814475,3.32586671303829,4.41593588009201,-8.33816089390504,-7,358,8.79854646850067,4.67482857029875,4.06066860900989,0,-2.6710150327574,0,18.1010940616834,-8.33816089390504
"88","2008-02-19",0.737490115939643,2.06294637557551,2.22421487337208,-9.73412264912072,-301,241,-1.72102380376256,2.43821602211494,1.64022129251764,0,-0.212539931231426,0,7.46055064426336,-9.73412264912072
"89","2008-02-26",3.78657410475025,-0.962017824738481,3.58349606232995,-11.8582076849516,-86,-63,12.1898899807475,3.82400308591695,5.63390080045751,0,-1.33870807824596,0,-5.35179448225369,-11.8582076849516
"90","2008-03-04",-8.45591974277138,-1.24064913244926,-5.86720094583928,-54.6216748706174,-201,-8,-21.6950571938222,-5.31361706676634,6.15005136574158,0,-1.72183682936176,0,-6.72173333475978,-54.6216748706174
"91","2008-03-11",2.73392621629096,-2.7027304304351,-0.596854728969554,22.1900543074613,524,-307,12.9537848201917,-0.821967475134144,-1.68607320752168,0,-8.62471684896597,0,9.10090979049345,22.1900543074613
"92","2008-03-18",0.286216288539975,-3.79574031134027,1.76394249143552,59.6592445523416,-283,-527,7.00984153666049,0.89288752938721,1.50515954442838,0,-11.6762233615768,0,5.97021976204148,59.6592445523416
"93","2008-03-25",2.57772672104952,2.98184821745568,-0.364260098502101,20.2661241031078,470,202,1.94372780573921,-0.821382342214605,-1.18398468701733,0,-0.606538981806004,417.438726989564,11.7249691370011,4.55232550240838
"94","2008-04-01",-0.317017764868766,-7.01610009124707,1.9029968839078,-12.8748982744308,-408,-601,9.41230599142067,2.24007626881093,-7.85931556363897,0,-20.5111968899674,-417.438726989564,10.3750553259184,2.83890032626859
"95","2008-04-08",8.00280527601114,10.8916104496824,6.52721136187449,-15.0763716386242,31,1092,4.00198911841709,6.93691650003281,32.2858826568394,0,-0.554786443771782,0,8.17940813570353,-15.0763716386242
"96","2008-04-15",2.33491676902329,1.86331609685695,1.15251024353977,8.50370426859124,168,159,3.00711150681856,1.02309064570978,3.07390391570221,0,4.06105674423358,409.43445622221,-1.28998632515085,-9.29461125094448
"97","2008-04-22",-0.804972147976279,-0.607428143762512,-1.33518574917648,-10.2947969252443,132,-26,-1.08560565134663,-1.17871707336477,9.51836455766477,0,-15.0152273860563,-409.43445622221,4.66832368690824,7.20185924034888
"98","2008-04-29",1.25636279527903,-0.749658275055332,-2.96403434192669,101.160091167848,810,-657,4.04524888139068,-6.06874252354732,1.84929263228355,0,5.17122010473106,138.629436111989,-8.41154950132488,101.022671880042
"99","2008-05-06",-18.5027454901622,-41.1174444704077,-16.5292523677694,-21.9590178708317,30,-3225,5.77032936626463,-16.2719926948297,-46.5788921134832,0,-47.9777141072717,0,-30.3580658519579,-22.0671362168821
"100","2008-05-13",0.92858785500507,2.52207158923632,1.20576880174337,24.5537580351771,-66,-33,-0.444981981470782,-0.0125643925281693,2.10534091978323,0,4.3789017123661,361.765194482557,1.31225348904715,7.7824357849221
"101","2008-05-20",-0.634057007477118,-2.86620299790545,-1.6873493135007,-12.9727081561352,189,-80,1.27874123279135,-1.06108492552721,-2.55165953818235,0,5.41151978577101,-0.67340321813445,-10.6724772349641,-15.4785398985349
"102","2008-05-27",-0.267096005106282,-0.330281038868208,0.763431317514041,18.4748742451566,-166,-189,-0.214092393342646,-0.254307467464265,0.0993542058877139,0,-2.13841881853565,1.34230203321408,1.06090534618826,21.8689200964829
"103","2008-06-03",2.56589238478568,-3.64456199204568,0.0957682481766753,-21.1843996060276,363,-49,7.49091063865475,1.29654284375409,7.73655346973259,0,1.57552493131563,-0.668898815079633,-20.3394724950455,-25.3357329910706
"104","2008-06-10",-5.05864426440041,-4.6282394224086,-3.76736006479703,-1.89041546391531,-120,-275,-5.38268061957421,-3.86277006323841,4.93152363789227,0,-8.04408184621686,-1.35137191667232,-12.1995205316138,-2.01401075491185
"105","2008-06-17",-3.05541649188417,1.57202815985311,-1.56527112634208,7.11957021667509,-178,39,-6.70021549645785,-2.03213432180824,0.13114755978112,0,17.4052165311449,-0.682596507039968,-19.9891727555187,8.83146483848378
"106","2008-06-24",-13.657023087109,-3.21896920622091,-12.0713747404464,0,41,-197,-23.1227883993048,-12.7957596806255,-9.14295583960012,0,4.78671074677743,36.825151176773,-9.03261894233438,-9.77486806181966
"107","2008-07-01",-7.30729803987629,-11.4777758619109,-6.25800746545675,5.75532805775563,4,-703,-3.29728069621034,-7.07746260383484,4.85849868613224,0,-13.3262191879903,34.858543991462,-40.4684163125093,-6.19090165985456
"108","2008-07-08",-3.9664222896306,-7.44088899552811,-6.8949559412621,1.553860342778,444,-399,-0.863265029534865,-7.53784255259262,0.0911577091383897,0,-20.268247944287,7.09975497393289,4.46553870879285,-1.35365857175334
"109","2008-07-15",-5.58515922100664,-3.92849206720047,-6.21484393751306,-2.22726356091236,158,-172,-7.0393440619549,-6.53922374866323,2.43036264500436,0,-3.92629081363038,0.311042241439274,-21.5335368866397,-3.64307416249137
"110","2008-07-22",3.41310260165404,-3.35274348029628,-1.18221126538227,8.3156358346816,489,-235,9.08180757975536,-2.01377639423903,-2.74977884174437,0,-3.17663935147579,-0.311042241439274,-5.71584138399492,12.9104647901171
"111","2008-07-29",0.62541661262312,-5.22705338776159,-0.702003584934019,24.1014007368102,146,-499,5.00352828995396,-3.33056659035034,-2.63965314432548,0,3.12176966559985,-4.13413401564418,-42.4018516003912,35.6674943938732
"112","2008-08-05",-0.853814123406238,-7.0894893567834,-3.9241847578797,-1.22901997630374,347,-286,3.3529795446503,-4.25596144187974,-4.07046855870457,0,-7.22520580053532,-95.0976289862044,-22.314355131421,17.322231293884
"113","2008-08-12",-1.29454749321187,-2.27114180444126,-2.54140926864856,21.901302086492,139,-389,-0.674247948285434,-6.06310611530532,-3.53182691763489,0,-2.56960657336274,121.732859550749,5.99634647675575,1.27158843253028
"114","2008-08-19",-7.70150914338039,3.7009492716658,-6.91270816602838,-13.8272985197105,-57,346,-15.6171810510685,-5.81441211647089,-2.82432123133951,0,18.1615092617628,-9.65547350365297,-39.3630650461162,-15.3849882712643
"115","2008-08-26",-2.71557708515555,6.79014837113012,-0.65646854952881,-41.6552967831324,-192,740,-10.644421629449,4.34777062054792,-0.626961301359596,0,5.40406527300821,-21.9724744565424,56.5759342583829,-50.383258827502
"116","2008-09-02",-7.11297471780092,-2.48106501320677,-6.19681117965847,19.5308752320766,-48,-296,-11.5229016798581,-9.06332863950539,-5.10726412533806,0,-4.90053953644374,43.3509570815164,17.5243859153752,4.7628048989254
"117","2008-09-09",-14.0803312474935,-2.28448163237598,-12.073856322329,-4.86004288496336,-87,-48,-27.4001968547701,-13.0374134385551,-5.55698511548108,0,-6.00283656596847,-23.8751448980201,19.6242895312563,7.36332510434536
"118","2008-09-16",-4.81416256744716,-2.4828203013179,-4.63057210253197,4.76512118823011,17,-153,-7.88105765597376,-6.01051502804495,-1.40930107014601,0,-6.72800534832767,0,6.25203569813344,7.28947144082497
"119","2008-09-23",-1.08954842329556,6.0951602719399,1.36659092507205,0.66256749721374,-186,253,-11.7007446271653,1.47523306394675,-3.98122541347421,0,2.97858490556964,18.1853282376594,33.2133835022614,-9.63149886163484
"120","2008-09-30",-8.11552176691244,-18.0730828132194,-10.0804699121966,4.78912877044149,208,-779,6.12508973333359,-12.575294519398,-14.5470512995992,0,-9.03391670823046,13.7621377876047,-45.1541566406,-1.75303294049964
"121","2008-10-07",-1.82927243615136,-20.8268361549166,-5.77964037028273,1.25113338891083,285,-704,18.0016080268456,-7.12032328637555,-19.7670061498787,0,-22.314355131421,0,-19.3111264215334,2.2258470600943
"122","2008-10-14",-6.47247004287657,-35.9555406804087,-13.7114492674691,-30.9832035178658,466,-600,13.3747756982945,-10.6066979834152,-8.22133184671747,0,-69.1633175728731,-77.3870391832386,-35.0775221811545,-5.8268908123976
"123","2008-10-21",-1.83736586887946,0.383877630716523,-6.97774455940063,-71.7658211574295,289,431,-3.02354571683132,0.470036118033157,-5.02035919665795,0,18.332962139545,-542.053499927229,-22.8761543618432,-39.7993093269464
"124","2008-10-28",-1.01661329634712,-3.80719479494074,-3.31461019442738,-14.6734082172208,120,-23,0.467169289827574,-2.47268062191246,-4.86911591695982,0,-10.6200498907552,400.733318523247,16.2166754815495,-31.8763952929615
"125","2008-11-04",-8.43520476757078,-1.75663237178991,-10.3261573709549,6.66913744986717,49,-59,-12.096000853632,-11.6257062552606,-6.10795069657808,0,10.1149983121483,102.961941718116,-17.6351389807452,-29.5677546227979
"126","2008-11-11",2.56095942043242,4.21375844484047,2.09539301651187,60.9064063349404,38,-227,1.59446775557228,-4.83965408618499,-0.332042363730167,0,4.45618280599103,22.5737586491256,17.0345365747239,81.1949065005432
