"","GOLD2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"11","2006-08-29",1.52508402524667,-0.0719799563544399,-0.128067589209913,1.58217103130429,3323,-1622,6.31007811988606,-1.31724169600833,22.0234055924148,-4.84850710183142,-8.03776549872364,19.2101869402448,3.58562518596397,-16.4145210552254
"12","2006-09-05",3.7891578917332,3.10018633348079,5.0352087579542,4.39957662109034,-4333,338,5.76227066912374,5.48121349233934,-17.0811773777912,11.2981872967735,9.00554706149936,-11.5873434831087,3.24749849231978,10.312587785641
"13","2006-09-12",-3.10531524835422,-3.88387352021233,-5.931979226078,-3.05445638360275,7787,-2805,-0.937304259520033,-7.99037467492987,35.0113748750987,-11.2248123810311,-15.0443269822858,11.6065761016889,-8.11531732792883,10.698670946616
"14","2006-09-19",1.63588916568429,-2.93329038170871,0.478015682079835,-1.1039954240065,2210,-3188,13.1966855147629,1.62224392037658,9.70906987964497,-0.250363157164735,-8.75005987243185,-5.54178480558516,-3.17956543871833,10.8205853259332
"15","2006-09-26",-2.16869477628485,-4.60588215196953,-2.06862692950036,-0.329233742541923,370,-6127,3.30149809870299,-3.3284048871387,-8.22892361722651,0.200340645992192,-1.64679327484887,9.80228674267334,-7.06640849721154,-63.5958700574475
"16","2006-10-03",1.78701772872287,0.637172361793503,0.697944038010156,1.45469464554111,2014,-539,4.22386960634569,0.137904258410337,5.56605657952609,0.407786785244291,-4.25374205553979,2.13022929809483,5.62862360810374,11.2744381160081
"17","2006-10-10",2.8937604702449,-0.124345113661661,1.63373687465249,1.59993679593313,2206,-1749,8.89861091283137,1.65890869710363,7.41059828858219,-6.49516534338339,-5.98749435836954,14.9936721924975,2.87513122443137,-0.365965641753085
"18","2006-10-17",-0.780371259484269,-0.680448565765523,0.120121165204168,1.96606171422147,-1910,-2906,-0.970705885186973,-1.27666760248424,-13.4370363806843,1.01403755809333,5.32541724123696,4.42458219136501,1.26802525477885,-8.33517205721002
"19","2006-10-24",-2.31633419291111,-6.27862496537297,-1.00053834322527,-2.4045594305246,-2442,-5898,4.83255645853387,0.0659653137368821,-12.9150534029474,-5.40009373606694,-17.8875066850932,0.128671484855047,17.4675090420152,12.5089885564135
"20","2006-10-31",-2.92332232909391,1.51349721014888,-1.09861787002163,-0.0495147063739765,-3334,2004,-10.9837098220055,-1.8930278976157,-2.8887559095951,9.18933219088522,10.795049020974,-10.9796761300624,-8.88316008832479,-25.979613636178
"21","2006-11-07",6.24153713615048,7.63698150335674,8.04599175356415,2.24773480838678,-6420,8080,3.48591495746042,12.261123502104,-15.8136904012149,8.91897222389684,23.879177376023,-18.5472732798988,-6.16963848399035,59.6268372982992
"22","2006-11-14",5.0624757904151,3.33361868757276,4.70555303021492,-0.301883286696025,-1013,5067,8.45985041364692,8.02676528309636,-5.30825267670778,3.10212066841533,2.96762836242106,-7.92014226718489,9.53501127170355,-0.819676720417739
"23","2006-11-21",-3.47115816096242,-2.51126895188314,-2.93327770269212,-2.28908564744419,-42,-1319,-5.33589880481191,-3.34526100778323,3.87367203016584,-3.3063002316851,-2.90468619160773,0.405534478870173,-5.60227553661807,-3.62621311135367
"24","2006-11-28",-4.90854865900037,-0.640993783915178,-2.88089494989041,4.43675338664793,-3073,-5378,-13.8905408891569,-7.88512182633134,-9.44337321180235,2.36259172060578,-2.35823347984176,6.6470681463878,7.95288753157752,15.3376658749316
"25","2006-12-05",-1.73909660495379,1.60148907062432,-2.02694028856243,-1.5260904547068,1407,3833,-9.68826065198041,-2.39275416120748,1.63342200180345,0.199416922852613,6.7336236380557,-5.97599655785466,-8.91300524014298,0.533559255129923
"26","2006-12-12",0.96780331570514,1.52873904318529,-0.213243276115627,-0.819036182456756,2454,3031,-0.458902618002455,0.228819011684678,20.1046934171842,-2.08931868769788,-3.49334472278819,1.33229287553807,0.133162904518258,2.28431058061176
"27","2006-12-19",0.0753172526970047,-4.23554332549081,-1.08195890174834,-1.77568671776172,2728,-4250,10.3658996362842,-0.581371762008942,17.3179053910093,-5.08643136076632,-13.688895434635,2.71161969340454,-2.58823387441947,8.68630860425217
"28","2006-12-26",1.16511718271148,1.99029239037607,2.5676694763586,4.66459269411139,-3793,-1925,-0.691368681707516,1.03600955485845,1.06581599080737,2.07493302809283,1.83962103970678,11.3625152047865,3.09264186752554,-1.16118936944236
"29","2007-01-03",2.87853881505598,5.95427371426016,2.12373217382922,2.39976050331467,750,6194,-4.5100917177491,1.91792738202263,-4.75157599927183,3.46662466221677,11.1017922465507,-2.74540382382078,4.86350494504375,14.0032368518735
"30","2007-01-09",-4.51283391194366,-7.92660639898344,-6.60399331095238,-0.16782956984791,6584,-11306,3.64234433729607,-11.7001793864555,16.4147105871857,-14.5310019111202,-18.5120493415084,24.8283303764765,-9.66681451854914,-3.97373458676231
"31","2007-01-16",0.336343516313775,-0.54814391833844,0.695336430882065,-1.4150664010721,-944,728,2.30274386327114,2.4317260113774,-20.4860578656559,7.92659290812114,5.19947708427768,-17.3595616908441,6.92817828487335,4.2492623964911
"32","2007-01-23",11.0918863536588,12.540995956266,11.7026607405922,8.72362708239418,-5392,8975,7.84035118894213,14.0439475790078,-13.3786645397056,18.6344983110613,24.6135679915415,-14.0031053836204,7.11853815798342,15.4402212606449
"33","2007-01-30",0.727575087723231,8.95762960806135,0.879461866978026,2.52046496427543,-678,11798,-21.2204060079568,-0.394809481122849,0.287020099604796,5.83577028688218,13.9200554609896,-1.59199287922167,3.15117677861796,-10.281730324763
"34","2007-02-06",2.7620842826714,4.88403731957217,3.45850671117223,-0.925443222774369,-2981,9669,-4.13250648057097,6.78222649036115,0.740173580799208,0.552770370557099,8.87490293850082,-5.6832480653366,-2.62624119000368,1.2052093933363
"35","2007-02-13",6.72096713638641,7.23886523109805,6.97334512112509,5.98204445218631,-3618,6391,4.9399799569791,7.69031978824657,-3.25290697191427,10.8747739051029,10.5334599093968,-10.4169663498441,4.59292530261965,8.76480292527528
"36","2007-02-20",1.14774761614687,1.4605156429468,-0.066241928126054,-3.57089163347126,3075,7165,0.0520454781536728,2.37345665495265,6.17818149001028,-0.0904599204034184,0.00965134516377475,4.47139278666846,2.69531257028621,-71.1286102704349
"37","2007-02-27",7.2111735610866,5.51020048552999,7.4014033240406,5.4198496655177,-3736,4530,12.9911769934617,8.71850402456271,-2.97769523296694,5.8663082985392,11.5388002793232,-9.9378174017783,-7.56240172516414,55.0713077692944
"38","2007-03-06",-14.5855533321923,-21.8919500156373,-14.6111801197808,-15.7159258805327,6265,-22632,6.16963970407856,-13.8954377514803,21.857884174546,-15.6299202643657,-42.9921720343664,-6.74363759663859,3.2926539691891,-45.2953631443776
"39","2007-03-13",-0.186585141414319,-3.99931085209673,-0.604802517598735,-4.63421094479131,1214,-1696,8.66051577553044,1.89907133144551,1.24139731535777,-2.83758766498075,-4.76793642518363,-17.6840463596251,-6.57789788669216,15.4924200507601
"40","2007-03-20",-4.87613173221497,-1.1476142330741,-3.31685975281122,1.65825509928208,-2257,-3539,-13.5153150557317,-6.43263231242592,4.83682166630697,1.38209123240056,-2.10971638698165,1.87788927311647,-4.29687066618136,4.19108956156364
"41","2007-03-27",-3.22758687802835,-0.173599647159506,-0.23424735965154,3.85016858159268,-6462,-4354,-11.1813979413828,-2.99041157129718,-8.67307453348563,5.10164323604858,4.41659741790286,4.24759296460735,-3.08406688936902,-12.6177817531572
"42","2007-04-03",4.2974308495193,3.02873377564854,0.717735471647352,6.6379486360022,7583,-2545,7.70846963854499,-3.63422612418507,-1.4405749972866,1.17920469544579,4.85976868077778,16.1490135857518,2.43246294703034,39.531938206761
"43","2007-04-10",7.28660516946658,10.6013116202147,7.9651261209893,3.6431391123962,-4908,13963,-1.98209814058821,11.185780748291,-3.73233635501382,4.81675516189846,15.1583335662988,0.477266304200086,10.4062670526258,0.775494028973256
"44","2007-04-17",6.61667794147061,10.3702444736856,5.18359272870352,6.0831998836953,1331,12313,-5.47973654879357,4.53303360658737,-1.83852847707477,11.7923211437041,15.5924769489028,-20.8950156211689,4.87722098004593,10.2396711104172
"45","2007-04-24",1.41546537296993,0.785653439575285,0.912208890600574,-3.61332729114618,925,6101,3.58315941771092,4.08593506547383,9.87082194299749,-4.20766294382151,-0.458080196163202,13.7665932423092,-2.19185613688015,-38.6494744965168
"46","2007-05-01",-0.880682076051897,-0.137180324789732,-1.56458245074944,-4.27315108425859,2425,4854,-3.44620990293318,0.22250983690757,10.5516608064848,-4.84792275700894,-0.840763390140786,-8.75601060255082,-6.96058988284829,15.2414568280081
"47","2007-05-08",2.9505936817074,1.32930455624702,2.76849202306391,0.844565988215251,-622,1713,8.43920986553961,3.99028874059368,-6.28219122593112,3.82952851841889,5.06895202400273,-20.2012369737238,-3.82787073981543,13.2009818588978
"48","2007-05-15",-4.74065855810828,-8.36309964101805,-5.17334920411816,4.31151421712581,3128,-21688,6.2563295966731,-11.5948297217482,8.80559736930309,2.02020628697639,-19.0884925126065,22.2318646531617,7.75609041507046,-8.1902531934622
"49","2007-05-22",1.94365173498579,-1.05074925922768,-0.100855571417213,3.38549591700907,5312,-6235,9.94308811738414,-2.73553857690398,15.7456616990002,-5.34989796470722,-12.9324555378071,29.9522326360195,10.5726974077763,22.363923767292
"50","2007-05-29",1.18957079470956,-2.87850607756823,-0.829150565187753,-0.89595929722428,5533,-4158,10.7954200046951,-0.777125262910516,5.31548308271308,-1.77572822374632,-4.17650882653291,6.20820648526177,-8.48997130818709,-13.2103032704538
"51","2007-06-05",-4.48809670271526,3.53698244067804,-2.1090982392181,0.17637383216762,-5525,6310,-24.8619695941233,-3.92464732446456,-5.44158082515924,7.53949232541391,10.3317815299924,-14.5709792461806,-2.1939279186693,-35.1777827129457
"52","2007-06-12",2.79387645615596,-7.1345310349642,0.195310843769647,5.28819307467554,6590,-19850,27.2424910708001,-4.13350856663328,15.3068575028039,-10.297916467821,-24.8624227313554,44.0419517012625,4.69826105423348,30.174807132753
"53","2007-06-19",-2.13541509243793,-2.44521703811529,0.108224358230302,0.745620260859958,-5787,-5232,-1.49472464437981,-0.463104153011962,-8.49623416629939,9.91457102465407,-0.29508820227413,-21.737125370649,0.488932422217836,-3.7265660622122
"54","2007-06-26",-0.344499307803758,-1.33819690247634,-2.96867481115193,-1.56076480169673,7456,-180,1.6702298597167,-4.25552586747244,9.12453673817204,-21.2540396662574,-12.3143444512554,42.6233481381157,5.09381033112515,-7.65614501239593
"55","2007-07-03",-11.037796834519,-7.4459856071261,-8.13015535841135,-11.7893062020503,-4853,2687,-18.6224806856265,-4.85574207999999,-6.97149794144298,-3.27820140138719,-2.17532287755411,-29.104774990644,-16.4244312414935,-1.6635060504532
"56","2007-07-10",1.25893763998288,0.823558026631233,3.4279241115355,2.07983977182877,-6017,-1189,2.22454091214335,4.57868236288359,-6.9340186714328,7.75754963891107,5.29230060329979,-4.97770823790571,2.090026132697,-25.843650435532
"57","2007-07-17",-3.273460976596,-1.96827138416076,-2.26222150449473,-4.81611653134593,-1489,2597,-6.20949150048631,-0.158765162371921,-10.14381642727,-0.601636964239027,0.847404026907483,-17.5074411280308,1.66731646321061,5.16107043251459
"58","2007-07-24",9.95799451621018,17.5667102112905,10.8124869477409,11.0560182233092,-6193,16269,-10.0891348549577,10.6160951182245,-33.6325630551459,23.0831080911427,46.6384640821612,-50.6734220395586,-4.21148744104745,50.51606075018
"59","2007-07-31",-14.8505466658756,-20.7380768753008,-15.467646874035,-17.5406109244538,7319,-13880,1.12569092955965,-13.8231006035182,19.253093592552,-27.9864157121601,-39.5123006893165,18.7020227758119,-7.90043461272507,3.18504261925945
"60","2007-08-07",2.45565886125618,5.93257650164887,2.16775472992712,6.6731793569593,-137,1725,-6.55267920042011,-1.48690255335922,-2.55189513184053,9.14993100349015,10.5628827458286,-1.3629241288605,3.6964642488968,3.91957424492677
"61","2007-08-14",-2.50107663457904,-3.61228985450044,-1.96073296742298,-9.00952360647356,-469,4281,0.501791927231032,3.63063342610523,-5.18281470605846,-0.784213816215917,-8.05742660765869,-56.8272164086899,7.13443695644056,-3.00556705098689
"62","2007-08-21",-3.22771531614343,-10.8440304139538,-6.60281042080779,-3.29152439817051,9045,-12355,14.5154953529575,-9.14162189884458,10.6980955480466,-16.4367408874122,-19.0590057037474,64.1506943209491,-14.8200977511571,-13.5831619060831
"63","2007-08-28",-0.663450746626104,1.18318930742678,-1.25673220989064,-9.80839457655662,1530,11153,-4.56765939362427,5.01310363428811,-6.96720139147331,-3.16406484874125,3.72946754172077,-36.9764814616184,4.42065543469568,-5.0855670952755
"64","2007-09-04",5.95283403474482,13.4904677299943,7.94992941525248,9.72588145818385,-6396,10682,-12.7234100557585,6.72272916597549,-22.7661686699779,10.4960259017346,28.7094394329161,-34.644944149017,10.9895300931308,53.5723538556518
"65","2007-09-11",13.7927209951728,20.0962136147908,14.392671553385,8.38453378781523,-6305,26573,-6.54285631419214,18.4015865425621,8.26999104506037,14.5713158275745,26.8773527944418,-31.5299699058585,11.4821986205781,-0.064846639974192
"66","2007-09-18",5.85403516601488,7.18409787866339,4.78277576176414,3.85914226141146,965,10159,0.785043000657737,5.36451813622207,5.43745013084234,9.00772596122135,14.0754456398399,-15.9622852027118,-11.9765585515454,-19.3410314339937
"67","2007-09-25",11.4280538743147,11.7426858783997,10.174061796986,6.01468164787402,-235,18956,10.1801491479089,12.6889386299938,-9.93695945093034,8.79910224084739,14.6534048779701,21.3037787946027,16.5352252374904,-29.6615997548862
"68","2007-10-02",1.83163380301927,3.46821794668379,2.17244595904855,-2.29476318289752,-1829,11080,-4.99181345540993,4.6951009753089,0.869785916909471,-5.3324846739379,7.36187878296395,28.5132083819956,-8.90911253687996,-1.11804390956856
"69","2007-10-09",3.77074644944404,4.32749023526746,3.41720884050556,-4.02033273983804,-240,15484,1.31202903335694,7.25115373265215,-10.7059565147152,-1.6602078182526,7.84640179453877,-40.5600288912696,-0.736966726893584,6.47794172723533
"70","2007-10-16",4.47765684267853,4.92738444583409,4.30748783196826,6.61755918334901,-1152,5011,2.43608928784536,3.16249572010125,-3.51696866464657,7.17650903381877,6.45772994193781,3.48069143217256,3.09805179799483,3.3844678654722
"71","2007-10-23",-2.76863818109003,-4.62493579528829,-2.54201073413451,-4.3533180163978,283,-6866,5.34680920712329,-1.64089816576212,12.5795582341453,-4.64580728918289,-5.12376586096863,5.80792008515818,-13.0563904528191,-9.46700432199989
"72","2007-10-30",6.33611375851295,5.23491203483566,5.79263778558623,-1.46859389714358,-534,15431,10.7915626860693,9.17228338560641,13.7598371594054,-0.277935431039822,5.86955286910271,-13.8949164477379,-4.54411941426276,-4.13731987375883
"73","2007-11-06",3.66997647063751,1.64204638393848,3.70267757052822,-2.35657225715915,-1629,7146,11.2738149025427,6.2638229599342,-3.87580102994036,-6.78201284791076,2.55017871632859,46.4378409234472,1.38818087857775,-3.86428454688961
"74","2007-11-13",-3.16913724412142,-6.52622972121808,-4.07179869422833,-12.6694968519084,4714,-3844,7.98436396730597,-0.79126070713933,-5.41878996993326,-12.8812844946443,-7.71151144923827,-32.4321074970596,-1.27704917608629,10.0913902342144
"75","2007-11-20",-4.65672032528701,-8.39793119677079,-3.34693111452484,-14.9639743458389,-3047,-6814,6.0955315516896,0.519813144166825,-11.6568810259867,-18.9783370972833,-8.11172803830935,-2.89658203248795,-7.35954728543078,5.50672378374024
"76","2007-11-27",4.97589897692645,3.04570849260486,2.67151241371106,1.26594985064088,6663,6194,9.96179012708343,3.10033751657617,23.4644611008575,-3.7423022010227,-5.0620652341971,14.085188473814,22.8486345165399,21.1370286695928
"77","2007-12-04",-6.53502238166421,-7.87286308153377,-3.88484195431289,-2.43819156496787,-7283,-16297,-3.27244010089718,-4.32632141082578,-8.11204046508731,7.19543105920053,-8.09225623280412,-55.7143055406423,-6.87680089716363,-28.1592518858281
"78","2007-12-11",-0.783870479186888,2.27060756584265,-0.336702531745381,12.971821710172,-1280,-6568,-8.4634838895207,-4.82099656248298,0.644378729653461,14.3948079465645,3.69597099466912,0.936819775654207,-1.95765215971111,8.49413674927444
"79","2007-12-18",-0.18583982287943,-0.0989083130930268,-0.000837594595815006,-0.421180237525043,-584,178,-0.41686991516876,0.153429288523554,-6.91216220796758,-4.10720051534526,0.123436590685877,46.3440751444855,3.91816950950528,-2.46536497803689
"80","2007-12-24",6.22751716945071,6.88661516869296,4.89673735894876,4.72625045979633,2302,11710,4.45163386540948,4.95905439069144,10.863848870563,7.82614823053294,5.95207291123447,-17.4855186218997,7.650977321547,-3.37087752819301
"81","2007-12-31",5.84323227381383,6.37406314319833,5.77457853693168,10.4243589941587,-2151,5121,4.38092818297928,4.02158778348412,-5.10197702763531,8.89700548835552,10.7267039709313,28.4397059142727,-3.00005721677241,9.2546422722064
"82","2008-01-08",2.08398197967199,3.82518037542443,2.43851947271931,13.7329487194648,-2339,-6223,-2.92653337923685,-2.32738829469508,4.91910397881483,14.1462457913139,5.02243882195952,16.3366209939284,-2.24382741627505,7.66262815845096
"83","2008-01-15",3.45066889815762,3.02435911304517,2.06767108295161,0.223812309518401,4233,8069,4.70901417863949,2.89922265525835,7.08951016628152,0.739360956896107,2.2635520307448,0.318428145148353,3.44479900489425,-4.74962070292975
"84","2008-01-22",-4.4302721788096,-2.29393579169042,-4.25005840992014,3.00330245772304,1038,-10275,-10.9591092106974,-7.65496094284028,1.88423822301598,4.01038940342868,-1.73907000383711,-14.2381411611684,-8.24522594216539,8.91653445843552
"85","2008-01-29",-0.552899247737315,-0.723074243844302,0.0137654345152782,-0.220213567419059,-2040,-1684,-0.0116445614207095,0.129390796902307,-6.48963256070196,1.37071339600077,-1.99066497602871,-19.8624658942753,9.55383292365468,-0.839847046150943
"86","2008-02-05",-2.38103121755771,-0.222180624116497,-2.51163983148359,9.4104899165389,1487,-13629,-9.54825442017206,-8.96144944424719,2.52600855943363,10.4074898752234,-0.0159380985158109,10.9974280995415,-3.15893889880403,-1.73547528848079
"87","2008-02-12",-1.02467984325703,1.92465480571382,-1.04374794752911,3.28489881426997,482,434,-12.0215461704285,-3.70109624065993,2.4520551944061,1.35241120424645,-0.0426854832126011,24.9035696509713,9.85943572054069,5.63094404266895
"88","2008-02-19",3.62138502764786,3.64066054829415,4.15894984314811,3.04846964270116,-3615,5625,3.54425078641256,4.85851280576117,2.83563595391882,0.0656793683573298,5.00767875778134,-1.82764484013909,-1.46259088095153,32.6444842448321
"89","2008-02-26",1.56051167446982,1.66771854615266,2.09483036490639,4.10223550144959,-2867,-1642,1.13014355369394,0.820890522642159,5.88478209976486,1.56194309433779,-1.25498600791296,-8.23471356187291,10.4630936226936,27.2393441411504
"90","2008-03-04",-4.54842619309872,-3.21645002529554,-3.56984175824007,-1.84197751106243,-1809,-6302,-10.0968505925579,-4.70056137661778,6.44999328967444,-3.02818660158959,-3.47274095499639,23.6004456309486,-9.59464205520106,-8.39165828718311
"91","2008-03-11",-2.59309017834202,-0.746380765427368,-1.85804879564362,-5.02487882843479,-1622,5643,-10.9712181403964,0.190096175381704,-2.21640391323259,-2.60563976370261,-1.10482973237591,-18.3069849785564,1.88036376477161,-12.3342301571114
"92","2008-03-18",1.76581106835467,-0.668717022392329,1.63766637342686,-6.46569634745919,-375,7540,12.6397008667233,6.42562805542983,15.2377362266231,-8.21328756788073,-3.66744650983151,7.69645067460161,-2.74461188543729,-3.88544919055054
"93","2008-03-25",-7.55681321302415,-9.16073997094919,-10.9843217176081,-5.58753184125553,15978,-16741,-1.11630188781557,-14.1037735507817,-20.123056876861,-4.77035357370017,-6.89759621846058,0.776736450238857,-8.22975475025949,-15.628117330955
"94","2008-04-01",-7.47654081482789,-9.31497918226896,-6.64656857869019,-7.32820774524967,-297,-13205,-0.684975888133899,-6.23769643374228,4.53993277692231,-5.21770416716265,-13.6477262375605,-6.84894611785101,-5.16752951874313,-24.1998547242993
"95","2008-04-08",1.66164066471648,2.40470929009309,0.909080783176286,0.892518468127257,1953,4529,-1.01319544695038,0.91896012606103,-1.3255554714533,-0.665436103015615,3.32192129304953,24.575469830534,2.46134869578754,-11.1710163915451
"96","2008-04-15",2.46877690801508,3.35032909529378,3.44584491057436,1.44007447765677,-4171,6274,-0.827347307321169,4.62324328809736,6.1812084078694,2.89497255893654,3.31346999224582,-21.8958054306951,0.882338069457589,14.0661315762349
"97","2008-04-22",1.31998920564396,-0.348179960177042,0.845299951406808,-1.50894059184559,1177,1045,7.44490713296688,2.1805765139721,1.7747473446537,-3.93015260615819,0.436200998272263,0,-5.46380454551425,15.8957957581157
"98","2008-04-29",-1.91330130702401,-3.18476292406924,-4.09992821806924,-2.74156627557449,8074,-4290,2.45217659037209,-4.86434329199401,6.70950546959261,-6.46819640217426,-4.40245500504499,44.3598181045829,-9.09507401162664,-27.107665357109
"99","2008-05-06",0.667874534730473,-1.61794205759964,1.32425167665069,2.28070636715163,-2403,-6604,7.94094668473786,0.776159500722251,0.756334500204225,-0.407323783277569,-1.7968092375277,25.294914595379,-3.75232299622379,-18.4149964096138
"100","2008-05-13",2.05158328513164,2.31287422556932,1.25227030463417,2.47901586016965,2146,2335,1.2546404585521,0.537068920224293,3.45150621516908,-4.45501591713846,0.595585818235378,25.6195553599103,7.97893425322194,6.72314867907708
"101","2008-05-20",0.500724699086241,4.22717203618195,3.1212756804667,-2.29329238995621,-9311,13188,-11.8761997697312,6.17687343201876,-21.4252111553012,10.5554166609348,9.99088828290446,-74.0793778717565,7.60185893455354,21.909096614497
"102","2008-05-27",-0.83826547058834,2.30949074209796,-2.52410314367548,4.54514854962991,6186,25,-13.0758204646268,-6.5667609420295,-6.49805939471815,4.55726933159806,0.948819343608776,28.8280109819757,14.5133597432707,-33.5423224344819
"103","2008-06-03",-5.20011842999057,-6.93696322271613,-3.48460750668877,-3.5500677464098,-4133,-12523,1.78376170452541,-3.44506069615456,8.23029189211244,-5.5080965009088,-6.54252713653012,11.817549204593,-21.1050313830908,-16.6418854794474
"104","2008-06-10",-2.54321820402659,-2.18493762804606,-2.31291412615278,7.36852386297713,120,-14750,-3.93477670839566,-8.64754259211775,13.8540851321018,0.616930265556626,-7.84903087190809,33.215798115501,3.37850482907864,11.0849003639663
"105","2008-06-17",-3.1022299247546,-5.33557629634238,-2.37772008180208,-5.34209771262972,-1245,-5037,5.19723268850427,-0.328831215850478,-11.8147701022528,2.99133581629842,-4.61092921525506,-43.9952195864818,-1.34073562839792,2.98457188464205
"106","2008-06-24",3.71858154164713,4.70899377046123,3.64258074257329,12.1046620565599,-1105,-5885,0.145508064592548,-2.49404606186392,4.10442552226353,7.91194110748634,4.43148920866179,23.2150257411689,6.26120034094786,33.3188273761593
"107","2008-07-01",11.047763216332,12.0092936004893,11.5739242321425,11.0025637584402,-6258,12633,7.41638945334735,12.0173272868298,-18.3175307391815,15.5552210809345,19.8339795929339,-28.4998993394934,8.40153299587207,30.7066387756718
"108","2008-07-08",1.87892142964561,-0.424339938904161,1.51653815191555,-3.09118090841434,549,3818,10.3125180856541,4.93444766917399,-3.73358892334767,-2.57972766877312,-0.396694918507912,-3.70862116053061,1.80127233565965,-6.60940256237481
"109","2008-07-15",11.4154533757175,8.3931380295196,11.211826338984,2.13716793629839,-4294,19324,21.2496236238881,17.20992995433,-1.29809290577469,3.73713722242854,6.52515816891874,-7.91456290013475,20.958930374071,-0.519692054811394
"110","2008-07-22",-4.58988235859294,-4.99299808776001,-4.29385331675487,-8.14039613200688,911,-1220,-3.36937446601215,-2.00751658953795,-2.61890632094666,-7.74930515741055,-4.87716758162478,-17.035446554932,-6.70851002702033,-2.68840769212915
"111","2008-07-29",-8.60207090003033,-10.9911724735001,-9.03569480446826,-7.59638012032156,5394,-17134,-1.75215311265013,-9.87484710102891,-13.2562358023968,-6.90803840669396,-11.8509220816271,-11.0661550411498,-6.91688614638579,-10.2537681232874
"112","2008-08-05",-10.5545365863669,-8.55555232322338,-9.96961022885987,-4.83371034442399,2120,-13258,-16.2419112083171,-13.1266815059368,16.8324453071419,-5.84636064359856,-11.0233145302036,-2.95385544080613,-16.5736702911687,1.89203080690454
"113","2008-08-12",-10.577555623748,-17.5707530561414,-12.6161757205086,0.00536960115500307,9923,-35571,7.63132786859337,-21.6293781734198,11.0115972021759,-3.46298659869184,-30.4018621160605,35.1430070050483,-2.77510706028554,-9.8731988826918
"114","2008-08-19",2.23746625009067,-6.18778170367111,-0.465977401273854,-0.736016379908655,7380,-10153,19.2706994577428,-0.251698485844543,15.057823869471,-3.46842895567931,-14.3829191456071,21.4225340204228,-6.35396656758793,-12.2769169510757
"115","2008-08-26",1.95345759993444,-0.182890058167828,1.32915871362655,8.39421460310614,1441,-11650,5.65018601994307,-4.64046753810159,-6.39839164704146,1.60256290972907,1.70966212383057,34.4953587178869,1.6950200575975,12.351963858913
