"","Soybeans2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"32","2007-01-23",4.72866974770501,7.39790163832925,5.02533189751269,-10.0905483586487,160,20965,-2.02080009346091,7.20423581871668,3.65960091458195,-46.3083186401162,13.4861146234771,-1.5756628506189,1.14696122608979,-19.1717092768805
"33","2007-01-30",0.00664526087437167,0.171250712098825,0.231346392986786,-17.1161583324643,-693,6078,-0.43103515011218,2.31309462942395,-0.206769809523699,-548.755936618657,0.850336651820527,-18.7058684500169,-1.10029611408002,-10.1364437646799
"34","2007-02-06",5.43533303885226,5.99860753639447,5.76159784143044,-5.16557863590279,142,16414,3.91738518987967,6.88110587127522,2.71828712744533,0,9.71366810525502,-28.3782679444517,8.17433709321449,18.9110517918243
"35","2007-02-13",1.03109100248666,0.0942158942699223,1.08510366581207,10.7620043366129,47,-3034,3.53865531174939,0.100636425168332,0.152112315854147,443.477720005941,-1.45392109301063,-1.42033510381605,9.49080934173505,18.4381203178944
"36","2007-02-20",4.07479239948874,1.73389222615032,5.27166271938917,6.82448816746035,-3247,2209,9.98381713383747,5.10366172719152,2.09736013571575,33.3078568205776,3.15355026014128,11.6940205958004,-10.2058025257483,2.99888050299408
"37","2007-02-27",-1.51628027230366,0.776570712257119,-1.78635498103539,3.13102929026208,648,937,-7.29900362488625,-2.33789189661131,-1.43781697502536,11.7468223753894,-0.0854689372459916,-0.236719458865942,22.2277161013093,5.3697187560811
"38","2007-03-06",-4.32866701973449,-13.838267435654,-3.51247344935697,0.8872475094865,-3508,-34230,17.0406496510845,-4.03224806523532,-2.49877876248252,34.5784624835505,-26.8027230238708,23.0671260088116,-25.5739402526608,-18.9151489614483
"39","2007-03-13",1.111117765873,2.01022243866671,1.0130995533812,-20.0555783098231,504,11141,-0.646045759700797,3.28704972084957,0.0695657639447234,59.2922985953192,5.56131026220292,-47.6355395109628,-1.99625479758634,-0.631913635147718
"40","2007-03-20",3.21396142873169,1.73904116044437,3.31389218724514,6.51617682752281,185,2119,6.07235538996402,3.00144785866756,-0.877405135950937,51.4562475395405,5.06319150200767,8.47139355062225,3.47559989296773,1.72247493957673
"41","2007-03-27",2.3331250209619,-0.268867857537813,2.05872498680861,-1.61325044855083,1358,-137,7.08925996646119,2.41608077781894,-1.44660805201102,31.6417179688454,-0.545353655566672,-4.18016221012145,10.1723734742974,-3.71436010896922
"42","2007-04-03",3.36015918044144,3.29301063390695,3.57510732467503,-5.71584138399484,-178,9629,3.47836337441692,4.41773843547963,3.48615756660795,-10.6792155129264,3.76362970193558,-1.02116131701955,-0.685481948389821,-8.44834254847751
"43","2007-04-10",-1.40439319629717,-5.37712226447464,-3.2245452187313,14.1066816083347,6263,-17200,5.22109873224732,-4.86888081279062,-1.08794214683119,-0.143369200184917,-15.47519596147,25.0336433092929,13.856997876098,6.94618779834713
"44","2007-04-17",-0.418900107152531,-4.96136914055931,-1.78620159177658,5.21244129475118,4692,-13005,6.37010655704486,-2.54438225283877,-1.24131506055534,36.4297658314289,-13.3521140507888,20.1476172750967,3.98174480144515,-16.153258810083
"45","2007-04-24",-13.1353889526293,-7.19206372939851,-14.9957681356913,6.14926368542079,2110,-17536,-22.1812146613804,-17.6827806390994,-1.87765601568728,9.37989206380472,-13.8079968763865,14.6593492906785,-18.4539523223924,-6.93603384190631
"46","2007-05-01",-0.0636051414394601,5.57593620624939,-0.850079031282647,-18.5690994398115,2326,18115,-10.0668172288083,1.44372932164831,1.31081725159188,16.3441069229487,16.0865046147531,-42.6837333732989,-5.89139052934637,2.96480056551207
"47","2007-05-08",-1.02781461471881,-0.85351921541843,-0.807468614967277,4.21711322405525,-986,-3184,-1.36307270156752,-1.41207150047187,0.548654717778696,1.9334105172609,-3.26067872781799,11.7621570847287,-0.829268550300988,-3.43296980775225
"48","2007-05-15",7.14057630936775,9.82318882537658,9.18860163513671,-26.8171540944952,-4179,29838,1.75492204109027,12.8620796898408,1.11025759316394,4.1698405522423,23.8722618267182,-95.1090280720102,7.490512359084,12.2838998680797
"49","2007-05-22",8.21937703351505,12.653729451166,8.81989034108752,6.18729860176188,272,30430,-1.73878794882221,9.03588077585287,5.02617581188716,12.7137140797327,23.5365643513525,7.16088527188639,5.64650406151781,3.86369992769069
"50","2007-05-29",4.44731066046433,4.19202050552592,5.44034087198693,18.5938607488101,-2403,6136,5.06092093783312,4.29680114762547,2.23834520161112,5.9484806443308,7.21168177233142,27.8338950206257,-1.17520394984805,18.1754094209431
"51","2007-06-05",6.39557910306063,7.67233965123655,7.30382916590298,-0.706984386471099,-1926,22622,3.27222073964233,8.01962061293722,3.12190935078469,6.93270179130216,12.5764445103878,-20.3975313127813,6.7400828443045,5.23134048334057
"52","2007-06-12",-2.7384056332501,-2.68311671810864,-1.41577583854851,1.75506443578186,-5834,-8588,-2.87680701764419,-1.69165696403102,-2.07592313530611,6.06136164182871,-2.85758245859089,18.4462498904232,-5.88994148429745,-6.29030623788918
"53","2007-06-19",0.260387536829576,-0.815523180203748,-0.939525557073395,-16.0118051375283,4772,2356,2.90648843729358,0.291308410910851,-0.16708561981833,-1.41871505285387,-1.55353576782922,-63.6282507375816,-0.222735390196505,-4.25955891357681
"54","2007-06-26",-6.72269688619256,-5.28028551489452,-6.27526947099497,0.459184480294539,-3118,-15188,-10.2930687605799,-6.80051055253905,0.0749349758022433,-8.32030215647031,-10.9310099073026,16.6495122920024,-6.23835235179708,-1.30357281760318
"55","2007-07-03",3.89797196868535,4.16325088828131,3.72959419764136,17.2437580136782,1422,6633,3.22145942820455,2.55264582701553,1.65506733339491,7.33312730855484,6.65367944820598,60.0581645147225,6.2872880023944,2.87975758146981
"56","2007-07-10",5.17782519595436,6.55310134606797,5.76580851632649,9.8423816063713,-1253,16233,1.56522720948455,5.37535737301429,2.2153536358859,3.75265271375191,11.8013703749089,12.0893894586255,0.876771325330949,10.4748395663197
"57","2007-07-17",0.373346447266343,-3.48357446951333,-0.380935846625441,-22.5163116094032,3123,-3316,10.0769260819062,1.5450784587383,2.79999435079024,-46.376876318744,-12.3194663019826,0.140023360101083,11.5733301943429,-30.4802312202153
"58","2007-07-24",-2.18608059235255,-5.09160169848908,-3.40332536741546,6.06797884247126,4272,-16625,4.33153592964146,-4.1711276028412,-1.19635272761549,-2.46097430959669,-11.1814179970555,9.0720286493486,2.96496646305187,5.85339563009715
"59","2007-07-31",-5.89573824953398,-3.86042652473844,-4.67364575761664,1.40879403374843,-6067,-11181,-10.3962130689929,-5.2099719227737,-0.242364778458004,-5.05187240863645,-6.2583378248803,4.4081287914473,-17.1035194529267,0.514340793383106
"60","2007-08-07",0.0231786604537376,-0.858093380198888,-0.347878965468951,-17.5818764419011,1381,2669,2.0080363903757,1.08445216381661,-0.717557084031029,1.80025520018159,-1.25664346108483,-37.7134601481938,0.386249997389676,-8.17650810743249
"61","2007-08-14",1.50022213836269,1.99498652255166,1.79642824271955,12.910226100257,-775,1869,0.392892435567838,0.903643259468723,-1.98304417965964,8.97375007692762,7.89116160568248,31.5954473643853,-2.8148848351524,0.974796456251426
"62","2007-08-21",-3.0005408705529,-8.71325209575335,-5.94366330898914,0.733590125673622,9966,-23263,8.80197646551721,-6.53412789802026,-0.404615270835329,-5.18563574654909,-22.0166159006727,25.441982676254,2.66607938456307,-22.9286324018487
"63","2007-08-28",-0.103465856447293,4.76406356610077,-0.0287255166231404,-16.3114718353631,-298,16840,-10.0250020581344,1.33954769938036,0.488148961177792,-2.59606648913167,12.7820062844807,-28.0940524049305,-5.94808274644514,-6.8378647802481
"64","2007-09-04",2.23138259056377,4.67651693982045,2.92332779064104,5.98233332086462,-1813,11148,-3.35614101387396,2.68432728665875,3.60197554857287,16.335672873498,6.31609753845268,-26.0612662460101,3.33863171154647,28.6224243417934
"65","2007-09-11",4.11248439796665,2.76422177686158,3.64639676521623,4.32889294292558,3012,6607,7.24885049400044,3.59198854961384,2.6595216247264,4.32343989734321,3.74782298364291,7.89138537846661,-2.82485197323705,2.08872110966674
"66","2007-09-18",5.7392101258456,3.77860428813079,6.155415320511,-0.965880013866283,249,11283,10.060866298509,6.70389318552207,0.117247979706647,14.4432036821085,8.77761850440901,-7.85674534578948,0.5401180479641,-1.55365928681661
"67","2007-09-25",2.82312051155333,2.38547755672798,2.80060070294468,-13.9697240489076,1033,10797,3.75165302950222,3.93826836906719,1.69906603859058,0.223554609921628,2.66390135222796,-45.4561253049381,6.26361915696716,-3.38482866506951
"68","2007-10-02",-0.224548653535805,-0.956003065924627,-2.20714622849396,13.4109928943811,8046,-6366,1.29949725629395,-3.2599558881774,-0.1755505838819,-5.61558356981067,-1.57077321585621,40.0603058904521,-3.18943712580193,7.22801218608318
"69","2007-10-09",0.768424622861907,0.644176290216336,0.701162463778005,-10.9933645266421,598,4827,1.02391946743001,1.50574249423681,-1.23952893726589,7.66508267277608,2.43011113707539,-31.5062995365249,3.68329208985863,-7.23527566892628
"70","2007-10-16",1.74515368640193,3.29609811006168,2.90880470235493,12.0898470308154,-4117,6976,-1.51543885122045,2.28574165526627,4.17206558274383,2.92034471917635,2.07775611265291,4.68083815884608,4.7107956469068,18.2055183943037
"71","2007-10-23",3.04619096065846,2.07574672210438,2.83998645121812,3.91945849836048,2080,5455,5.10468993738602,2.76262883932912,1.80819152042488,2.85624900150978,1.28029735645985,-24.1191027628798,9.51552331314947,13.1068626490448
"72","2007-10-30",-3.92474313579001,0.945338629358083,-3.5044597470165,3.07727004728715,-3309,2130,-14.9364703737577,-3.99602257769907,2.22216419019308,3.86646099059682,1.26771817178994,2.56270280678095,-11.6504270604754,2.98748315549915
"73","2007-11-06",2.44650293507114,4.11308070592593,2.93469593885423,3.81032734746416,-1175,12397,-1.75617552876215,2.86663586608764,1.1956680518356,7.37854143969585,8.88178376923783,-11.442832111404,-7.150586224809,6.4280755960219
"74","2007-11-13",3.53911635234958,1.33202485973829,3.21455473501082,-5.67450865779637,2740,6232,9.05328532025056,3.87658394066452,0.852066584434397,-3.08345695535035,-0.745698819705076,-13.2771802766504,21.3829083088102,-4.83769664847102
"75","2007-11-20",2.44833552795622,4.66980496020053,2.05314454398753,19.9873742375331,2755,9791,-3.10318264996035,0.649061911141757,3.67899162803216,3.91874413727393,5.06253499906144,-45.6878299384535,9.45902358705908,33.0934270782928
"76","2007-11-27",-5.04245132780099,-3.09173499946613,-4.49127826686659,6.70627272405007,-4422,-13374,-10.2964875881554,-5.51696488793461,0.472315762227637,-6.90404045224202,-6.40966991644198,81.2616332780325,-8.16780310142668,-0.885738899568977
"77","2007-12-04",-1.55675749586397,1.19287761970774,-2.45792479157565,-3.92248744103139,3257,5637,-9.66125862141709,-2.31652993636224,0.89969372435732,-3.68563091347376,2.95344686133721,-30.3470776612206,-8.87993707825743,0.732577174638394
"78","2007-12-11",-0.787018326920474,1.47150150854856,-0.220570922956398,-26.7590088673026,-2700,13878,-8.16232616405319,1.98719572224686,-0.302954458545024,3.75690675398239,2.45916150037768,-86.490736227374,9.09653388691076,-26.9682683570048
"79","2007-12-18",-0.863893788254622,-2.19160857173311,-0.192093857759446,9.94116412660109,-3144,-10671,3.55744432885974,-0.961223222864049,0.482488225620692,-5.36022223254591,-5.56769001292707,16.428576475835,-0.383877630716611,13.1348501431523
"80","2007-12-24",-1.29332424019957,1.30699925174209,-1.07132077015901,5.09091960536558,-1367,2948,-10.2035350395724,-1.58186862263108,1.37210682256068,1.49228659965228,1.56933178001655,-18.2127964691908,-1.00503358535011,7.64611078869866
"81","2007-12-31",-1.47571928123114,-2.29220045604084,-1.55872308934164,-8.26413773185113,-144,-5385,1.43384452499831,-1.0047836225322,-0.635964920447307,-38.2042262363123,-3.0560978248138,62.5273642564653,-11.2040608063534,-9.7338869741435
"82","2008-01-08",2.55068939358658,1.16714831765492,3.61411452006859,14.5324848622613,-3649,-688,7.24490237726059,2.69095252664489,1.69303738725137,0.10845988048036,-1.15799360349751,-56.9374247824721,12.7911078102102,23.2887095846403
"83","2008-01-15",0.83459283364391,-3.37275562762329,1.30494304313871,3.34558271945991,-1777,-12758,13.5521963705747,1.11991980995167,-6.90536335808307,-4.00882980683441,-0.0353429132475824,51.1484385318141,2.84719897744488,0.406009489929815
"84","2008-01-22",-1.70016389782717,-2.46699262168075,-4.06752596747868,-3.66030030584472,9450,-6916,0.400564780095181,-4.10494446965863,1.62557786175643,-6.31666370251285,-6.19675782820295,48.3657113634735,-10.7690288914382,-10.5788303886664
"85","2008-01-29",1.02444129537336,1.41762438295281,0.518662861283126,-5.595391205898,2490,6596,-0.0451580333550083,1.06335810930993,1.43660081929085,6.48577310019878,3.39224453214939,-37.4582725862712,-12.8867567614318,-2.21248802477785
"86","2008-02-05",1.93031042011516,6.36741165161769,2.61508943674418,7.8059269890085,-2145,19259,-11.3462392209518,2.15498694206104,5.32543574994051,4.43415609630033,6.6339034180281,3.59563233506606,14.0582858693818,8.78871765322771
"87","2008-02-12",-0.0545023123118327,0.403547721696818,-0.137561435129996,-3.58103286115483,334,2693,-1.56779788433834,0.170552216775732,2.88914372360853,1.52388993610444,-4.55563902718144,0.199174912907196,12.1870881891065,-4.74643407136082
"88","2008-02-19",2.40830833384642,2.77659443780802,3.95318385957051,7.03824890625917,-5883,7543,1.16960397631924,3.67768138772568,2.24302449476887,3.74946289432767,3.35505418438018,29.3492334670116,3.54923212921232,4.20727321985801
"89","2008-02-26",-2.80385421420899,-1.75261339831767,-2.62788978021913,-10.6679121739258,-1638,-2641,-6.45274382058414,-1.92879179374081,1.281087290368,-3.11470805215119,-5.36348517492282,-64.7976874942342,-4.85722513213744,-4.95077106860968
"90","2008-03-04",-2.01699482668243,-3.95800451988073,-2.1137610381988,5.05745544568263,-192,-15721,4.5911280059288,-2.73433392670981,0.0172412044930681,-12.988470349522,-9.67679709568259,64.1171234042463,-4.79681762717412,-0.126314242005776
"91","2008-03-11",-1.83141062796857,-8.23044335156844,-1.90733317050977,8.2452116751897,-228,-30396,16.5866350914804,-2.8732292012382,-8.57790818605064,10.3437322565506,-8.18321473182824,15.8713147820119,-5.44421739337491,6.58851976047625
"92","2008-03-18",4.77563999661434,-3.21160555752602,4.86750916348875,9.60579258164369,1053,-13916,22.6245923239141,4.37848962692993,-6.48984246490052,12.3122781357324,0.572356966326915,35.4542300020054,2.86144578670537,3.42796879786036
"93","2008-03-25",-4.43135226858349,-2.23565977946087,-5.43478513395321,1.72905388191911,2829,-7565,-8.89383198074007,-6.22459874932986,-2.01867065157959,31.3611529147462,-1.2628517708329,1.9354218700764,-9.57610668275795,-3.29579946277025
"94","2008-04-01",-8.17074919000813,-5.84282409450783,-9.55597657473906,6.17915743550626,2597,-19870,-13.2464863430744,-11.5298723168102,-4.49238008743205,-15.8094075376825,-7.9575463015308,44.7739317510944,-4.92684660279412,-3.41173169239291
"95","2008-04-08",-4.18703215981964,-3.38753194612273,-4.01729684945149,-26.2213753393576,-2095,919,-6.02008063556987,-1.32748079648852,-6.1758947442268,-22.5399731124721,0.534347114493094,-81.8000790426128,-3.04929944402339,-9.25160291782561
"96","2008-04-15",1.85346544492653,4.14713669445153,1.53909138578321,-12.2885078342067,1790,15695,-3.68735814538717,2.90822167712506,4.8305318457059,-4.11321897853121,4.62223175443235,-36.5369066432859,-4.7702354586594,-8.97120236255269
"97","2008-04-22",2.50992160792904,2.19613592710814,2.51338801348666,1.54956775866779,899,5902,3.29398254736937,2.60130444868221,0.577986673004993,-2.05357121982992,5.92370193243106,9.4477985736205,-8.78091896516526,0.760917627916236
"98","2008-04-29",-7.92467695238415,-2.26365528928341,-8.87804804168955,7.26104139923152,487,-8927,-23.5592899904301,-10.4800329086524,-1.68409688373199,-26.4030954288958,-2.9274085519047,57.8599865299015,-3.03297450348499,-0.399082212678792
"99","2008-05-06",-1.6085981542874,-1.08022122552871,-1.2307018169647,-6.17461096004082,-1874,-1076,-3.25097440066262,-0.709406622541131,-0.314503237972197,10.5502702491566,-1.02455593794382,-46.5585555894714,-9.65728268856232,1.99231825078723
"100","2008-05-13",-0.67074973896446,1.24337297716028,0.285875566573424,5.95690513467524,-3475,1618,-6.93563010014273,-0.314523005204137,2.06831745245282,113.884549824425,2.24607503927565,27.2267509050595,-18.1328315073882,-30.1361440963117
"101","2008-05-20",-1.40583586684393,-1.05034614135366,-2.32676880876213,-7.48960005956878,2629,-589,-2.62768504992259,-1.77865229995096,-3.18903425757657,-0.472280138623304,0.913986214638207,5.00222604287934,7.17744505036659,-16.6225721461393
"102","2008-05-27",-0.50992633777085,-1.44670863342142,-0.494720481957245,1.79851786623288,-226,-4653,2.66916235354451,-0.734324835295119,-1.27310591637464,-0.216349953034367,-2.35227181147888,-2.8412776095939,4.86141502715327,5.03139398418515
"103","2008-06-03",1.91656851642374,2.12444236854115,1.04358295055675,-0.145482172469791,3594,6071,1.22234211505887,1.16857742687291,-0.151824072390383,-0.413394553172708,5.27323599890916,-24.0514458305318,-0.452576233695545,8.24855515314269
"104","2008-06-10",2.71474614597871,4.25761863420338,5.8291494042221,13.4342084307528,-9818,7924,-2.64231203970926,5.00054224622559,1.18720807680859,5.97957780060341,6.80225224107947,41.3422621093728,14.4094685998683,7.95758489668668
"105","2008-06-17",1.47995067873605,0.967573461534421,1.39477358145523,10.0681499004446,725,-920,3.30026287395668,0.359966055434136,1.90736788016377,24.1336240678844,-2.32085714541839,-7.89665141876998,18.1455842359039,8.34642996063693
"106","2008-06-24",-3.22938182263908,-4.63349188866289,-3.90623658621525,-9.88292626603968,1430,-9913,1.5506512033534,-3.18247951358472,-3.8779010840333,-32.1322044954014,-3.90617029618241,24.2982923208585,-17.1388865493764,-11.0092847257329
"107","2008-07-01",0.0428470115442892,2.94212741068236,1.98666560464726,6.55547559631771,-6770,6156,-10.1720137899269,1.4377926642787,0.699026279352566,-1.79128363526875,3.73486404443959,0.225861191442256,17.2443161848669,13.5687129706083
"108","2008-07-08",-1.78414613558235,-4.02697010328676,-2.45617864457852,-1.89581612776379,1903,-10994,6.23267651023696,-2.52545440197913,-0.159499206411873,-6.11088702991704,-9.11695996834379,-15.05474780908,-1.67215819114226,5.06027784617782
"109","2008-07-15",-1.82952182729945,-2.39291873246081,-2.24934148172711,2.74837573552151,954,-7801,0.0607153717824715,-2.88691741004463,-4.93799583523575,-2.58340460284181,0.711177626542536,-3.80883883067273,-1.9130622147415,7.00651217855164
"110","2008-07-22",-5.1918249792859,-10.813222586868,-7.04649933569019,6.85858467126774,4532,-31309,11.4583066832724,-9.02326883962221,-9.00837265326064,11.1071205926509,-11.9713353909688,29.875660778591,-18.2574520495013,-3.47099748322588
"111","2008-07-29",-10.0601104180463,-5.85357362870216,-10.0733994389685,-14.8372111251073,-2917,-8452,-22.1592618787017,-9.36049901920519,-1.34174404783884,-17.955286637693,-9.68716887895162,-52.2377047074549,-21.5017545614746,-0.745869741092697
"112","2008-08-05",0.283641710919191,-1.21083750845052,-1.94742949627429,4.11952581820394,6347,-4351,4.81106253589374,-2.86225495150187,-0.284821984907424,8.13083288421232,-2.08480486600369,6.08049843456069,-4.4611210337445,2.10637445373187
"113","2008-08-12",-1.85038360344407,-6.1071293902133,-1.83090761533364,12.1773570096099,-682,-18655,9.70667306295265,-4.20648576097093,-4.22092653922448,4.13084941649764,-8.5112666029163,58.828527592463,-8.27672914342337,-2.24176575521522
"114","2008-08-19",-1.2877081960406,-2.06044530908951,0.0839210604983265,0.876446274394738,-4149,-4841,0.625808567692943,-0.0625225253417128,-1.84751045349163,-5.16736949832222,-4.62636905330225,-9.76361871180931,14.8959333382933,8.11155741525003
"115","2008-08-26",-4.77114335038458,1.78254546664682,-4.58730705965511,-4.47091357282332,-1852,5729,-22.8620092843498,-4.60893043643065,1.20663380793395,-5.26374054728933,3.86510506817448,-23.5636615561676,-7.15737035157762,2.90565418571056
