"","COPPER2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"56","2007-07-10",8.22393946017268,10.6281891959505,8.34050118831424,2.59935668068163,-132,4491,-2.00520431393159,16.353836265562,0.526364226316467,0.91490562947758,24.2751639991607,0.396635135370538,219.080915838002,10.4740605243204
"57","2007-07-17",1.53536307883435,0.594489396368481,0.67502882664634,1.45593526789405,570,-232,5.69351995533065,-0.351870102251617,0.982480706809241,5.17748884732523,-3.67972232758813,-0.607612036316674,44.3096176325811,-0.636215404683504
"58","2007-07-24",3.37684914796483,2.59387844415375,3.41183544884327,2.2506421851789,-31,558,6.68188887613148,4.93215553327122,0.233069391988749,2.27523416001052,9.18919723479554,1.41404393275444,-26.2519235152513,3.9544692009132
"59","2007-07-31",-4.28802059128444,-3.91649267037959,-5.78475937431744,-1.07779802476244,1001,-1727,-5.8394637074711,-12.2130465470793,0.880158241730378,-3.02849285991638,-11.5043157784781,-3.49935820162006,-15.9875564969622,6.9205527810599
"60","2007-08-07",-1.37413442648757,-2.4489483235552,-2.97119558875725,-3.10025352304688,1017,-115,3.03463042081979,-2.78512848526997,-0.64469087760024,-1.79464983019262,-11.8433077247721,-5.9727765948022,56.3323865671482,0.0228963939179039
"61","2007-08-14",-8.36300870121391,-9.88876596474757,-11.0489586717051,-12.0384984098461,1412,-669,-2.49512404947208,-9.64152769378082,-1.32879539110355,-1.23189696416066,-16.9212514165077,-25.8271662959332,-213.335923023955,-7.42312539143413
"62","2007-08-21",1.55510835348718,-3.71377275618805,-0.557945126681147,-3.76539478792406,1264,-499,18.9715138276974,3.78260545820712,-0.229662318528234,-5.59410326296934,-22.4494236901123,7.67477472822602,164.222773525709,-19.5901200199661
"63","2007-08-28",-2.98005696308454,-2.62570520711183,-4.24096900691175,-6.83289809978334,560,937,-4.03437068883079,-0.960958573633341,-0.433918056980431,-3.75078951496057,-8.7260474014208,-22.2437973298971,-9.77324660109202,12.5021984750717
"64","2007-09-04",-3.54580967852698,1.21192001942081,-3.35243608316294,-4.33430655391547,-277,1818,-19.3288119080545,-2.15889278081463,1.005603401385,-0.744349271266032,2.11987233361164,-20.3188229609662,-0.64882628264531,8.78712507073249
"65","2007-09-11",-0.481718358880734,0.862083808033987,-1.07638735343958,-1.53814149621017,288,830,-5.58795218469559,-0.523967413413295,-1.94570915609624,-3.56867351310335,6.97990505023451,-5.80696721811513,21.7758860160432,5.40289430257115
"66","2007-09-18",3.52210206760137,4.46722269116187,5.76177534966558,2.13784864065314,-1042,1469,-0.276100261676859,9.9108347828686,0.498272181002868,3.25619895575251,17.9573113399879,-8.61675194705498,-17.5538332245851,9.54354486104698
"67","2007-09-25",6.11113379523385,6.02886567536416,9.05944706881456,7.63938170680589,-1504,663,6.44899196454958,10.6003554781708,-0.238256917352508,13.5506051814794,22.5436973541951,10.6815363675009,-25.3433900322023,-2.94481611808646
"68","2007-10-02",4.66868352198979,5.91538827377835,7.85933526883422,12.5780739581375,-1934,-1103,-0.609386407432311,2.55514255533935,-0.696909162471471,15.1537536500165,18.2432803311295,10.3601960960715,1.49628726767119,10.5500260784442
"69","2007-10-09",1.90158633316226,3.65479459672962,2.43404095267419,-2.08269538684824,-345,2728,-6.15113228881228,7.52181013619282,-1.64938286486684,-4.48114404382256,10.096191935771,5.49715007010292,35.8158990711228,-5.20216543619902
"70","2007-10-16",-0.998856937270887,-1.01096667372307,-1.71626342895603,4.54252156936299,472,-2172,-0.940445802797818,-8.90281086536486,-0.39645718781145,-0.187635524624774,-2.17635943525138,16.1747683631585,2.66318231807929,-0.101957594476865
"71","2007-10-23",-4.5722425102749,-5.4322285377939,-5.48841637567161,-5.56832019054472,543,-948,-0.52631700442749,-5.39037032646057,1.1417410415655,-8.00588984658326,-19.564862928125,-2.00088900865598,30.040403847743,-5.87137688674542
"72","2007-10-30",-2.66380611431529,-3.73764025643872,-3.33385953994174,-2.85995444209632,373,-947,2.12329591874134,-3.91792928363248,0.907139587606309,-6.59755081126114,-15.6292759220811,1.79262162681511,15.4578304379424,-2.78618439286049
"73","2007-11-06",-2.83305994745682,-2.82777044960252,-4.44434699061116,-7.15866286350284,892,903,-2.85596459763688,-1.18039546189124,1.29595361270116,-7.11203779364258,-17.9906833778006,-0.79174095161747,24.4546051631931,-15.6452176815538
"74","2007-11-13",-2.47686513136482,-7.55063491307446,-2.01061082247325,-2.07876583199074,-324,-2916,16.9361770140362,-1.93112589155398,-0.62926427402541,-4.68687795386806,-28.5326046954598,7.63178889915572,-7.79524932926936,-13.0118166783554
"75","2007-11-20",1.17372438251255,-0.888618968283517,-0.501920941626466,-3.83650916616531,976,744,7.86494125359702,3.24882539208637,1.00373483639267,-4.97942099673914,-25.1571317057035,-0.23730835782878,40.2202462473348,-8.35426525016825
"76","2007-11-27",-6.09909121624632,-4.25150977584288,-11.7980861132727,-3.6311981366012,2745,-826,-12.0656352157297,-21.4917079722605,0.0239184382401447,-5.00717863727953,-27.3635380121876,-4.2644471646561,-2.89804171298478,-0.0161069501837474
"77","2007-12-04",-2.84818177902082,-1.76199497553302,1.29403397888428,-4.45081154299114,-2220,477,-6.58498329493167,8.28996759000198,1.12958604246618,-5.17299017103561,-1.53169946511653,-7.87300715203116,-30.2324847569039,2.65453081635716
"78","2007-12-11",-4.75526000342548,-0.326743513141814,-2.43692655757375,2.59536462362497,-1303,-848,-22.141630937273,-8.51549871912809,-1.01007958983388,8.08425688723577,-4.36102130801377,-1.67129427503259,13.7443151803028,0.391389932113562
"79","2007-12-18",2.44547340886374,-0.0426975360520387,2.83704140974255,3.42286611135396,-140,-983,12.6764081861451,2.0839312309052,-0.167349051397991,-1.05551480411705,-6.03994005949033,5.54250295155718,9.70984444635512,7.46435429957675
"80","2007-12-24",-1.93696835489288,-0.511412729624183,-3.17150683074736,-5.10400606092141,569,1212,-7.63860622242092,-0.724673672729637,0.011962795719711,-2.29469728181062,3.9119962561287,-5.63021798081547,-11.7883040656716,-8.86473907592897
"81","2007-12-31",1.69358348874713,2.59638682906225,2.40337351846058,0.92775886437888,-309,849,-2.13815718684884,4.20158813082523,0.87833473726846,2.25810075807189,5.11770310898054,-6.8080929509577,14.9381707716087,10.3044414554253
"82","2008-01-08",3.1480069732714,2.63710220971749,2.17448889362348,-2.01248024393355,584,1698,5.33866380692984,6.97335638502921,3.11686255575623,4.08805579591167,15.9135081132833,-9.64589450081981,-24.9654676862541,-1.77378650168869
"83","2008-01-15",10.4666529595756,13.3723742747597,12.8524406426115,14.3993225209055,-1043,2147,-2.85511722062353,11.1294096609216,13.3689417032441,1.86238086666979,26.8541025603543,29.6949343169102,-22.9381874726902,12.9850831648751
"84","2008-01-22",1.02670979966373,1.91004924356992,-1.69609295093966,1.21004621253071,1612,595,-3.48837615227051,-5.09181905597718,0.988063819774965,-3.88551996890065,10.2475551521989,4.90016374066542,-14.3293410558273,2.93379555541549
"85","2008-01-29",-0.457928676583208,-1.10157363920234,-0.478224354790768,-0.956609444056689,-5,-264,2.85590047931095,0.0956260711269863,0.0472819130608926,0.456111330464992,-6.68669792613752,-1.14511311817473,0.671787555252124,-2.65307570793123
"86","2008-02-05",1.58881922853897,1.28787293624466,1.60127924292492,-2.47174438877398,51,1422,3.09428815137061,6.25388936073907,-0.528837792063364,4.04828632285721,12.1059641714156,3.92017289955593,-12.1376284222508,-24.5922698856102
"87","2008-02-12",9.2913653618627,12.4802687224561,9.58355999381322,3.07865866467143,172,5904,-8.21996522247783,16.2438118877418,0.0850021301712189,15.2754185535406,52.9915643310487,-15.7571066799484,0.699491687179066,13.2430901368334
"88","2008-02-19",5.11139113764063,5.16594524863869,5.80283099097727,1.9052401053111,-266,2494,4.77809243197189,9.40187730331203,0.483634677391898,4.9294387046622,14.8915677368278,-1.30489315436222,12.3900715770405,0.810296565149038
"89","2008-02-26",6.7725491438825,5.2534966150521,11.1558450905173,8.85984104813176,-3008,354,15.5996510904091,13.1545902389128,-0.353771015966586,9.80877563287468,15.1566978039638,11.1813055930204,13.9906104331069,3.23192915479638
"90","2008-03-04",-0.108413837953236,3.16446081492732,0.765353319865802,4.96476745835608,-667,305,-20.3986159916699,-2.95731775123755,-1.24309432146248,15.785239326639,9.17455493480652,3.34120582915496,16.3753751634509,-19.9437734144233
"91","2008-03-11",1.75535147240851,2.31114047084695,0.806172855382314,1.94557617564612,735,843,-2.21621565270507,-0.25630730686359,-0.720248605732365,-1.33688183212328,4.04317620820898,3.19388425078326,25.6970508133171,9.06443280570866
"92","2008-03-18",-2.90283286260706,-3.09103523910839,-2.62423708055533,-1.65755597816908,-228,-1469,-1.53774738301777,-3.54427285279346,-0.471981792843756,-7.80031132389229,-7.45120552073342,-3.80426254458506,-1.8559484688172,17.1616955101422
"93","2008-03-25",-5.60330297849436,-7.20184457481796,-8.76340122802794,-14.4882747866381,2189,356,5.20461535274244,-3.55559992909029,-1.12899654881318,-3.08180577714445,-16.3647252765253,-36.8405283724222,-18.100011623166,-9.23151842175383
"94","2008-04-01",1.93852820718661,2.8552405336205,2.4683409483826,4.37219724383535,-322,365,-4.0946303587047,0.799046476881848,-1.8586245960357,5.26123236387459,12.7751804548835,5.60959026721672,-8.1832577490915,0.759497321744362
"95","2008-04-08",3.62510744740625,3.4087095311202,4.37016863271857,8.24276866726468,-463,-657,5.08752453839758,0.782077682694116,-0.485989176595858,-1.54596977237595,9.69521738636967,25.6839816413573,2.23215645004595,6.78432688143946
"96","2008-04-15",3.94806027550665,3.20806352837959,4.72639359071572,7.48146622482135,-526,-665,8.77071354367978,2.00314661537035,-1.19860799985698,3.63339210545188,8.8595814771379,15.2336972891414,8.81494817305555,3.54975541599085
"97","2008-04-22",0.754844826877665,0.329155514438639,1.15420995241724,0.914181183446416,-302,-134,3.41192302896172,1.39746593880012,0.518495923191331,0.295488338650784,2.03335840463694,1.71898745362125,-18.8306708360749,0.905666567779662
"98","2008-04-29",-3.22604485297653,-2.05575516576211,-4.61865942784794,1.13738114779256,1016,-1837,-10.7366333199248,-10.7956627524961,0.468073512236344,-2.3015909646432,-6.55507896319669,4.04665052671476,8.10551247567073,3.49445003945696
"99","2008-05-06",-2.52847293729683,-2.44511699977892,-2.23846516440531,-6.35504863252621,-262,837,-3.08908807116772,2.2532656207952,-0.879442828327015,-3.08369804308999,-5.89926664933458,-5.45491789606114,7.66302986161636,-15.2258074514704
"100","2008-05-13",-5.28398912857888,-6.13221334934941,-4.70767450012293,-6.09242783854658,-491,-1669,0.258518317804324,-3.28056844128923,-0.587929048256086,-9.43106794712421,-11.2772006967987,-9.02263596820188,-40.8612629964524,6.32880916899428
"101","2008-05-20",0.468101812739796,1.51403959242025,1.170921794869,-2.93743772712478,-488,1952,-6.41874519217023,5.17978961785328,1.26817655953264,-4.27513182227006,-0.348392995425684,-5.38920816633546,23.7279110164522,3.48087090328004
"102","2008-05-27",-2.82762648312005,-3.96180664512382,-4.54099462478563,-5.33688682317717,1143,-644,4.61595578496077,-3.80097249631088,0.0797257476655489,-5.27365440109442,-7.4746208828655,-10.5730290810305,-41.0779558171657,1.90915464233363
"103","2008-06-03",-2.27181360137312,-1.89726342498204,-2.19465940801449,8.09769639202411,-94,-3852,-4.66001350128096,-12.7335548180211,0.79905174453998,-2.9758633978096,-10.2737321663314,21.7494624706671,29.2112739868266,6.90680095531846
"104","2008-06-10",1.43883157957454,0.158353160564317,-0.028821285477143,-2.44474258052811,1001,940,9.34355583147237,2.64755200538165,0.66452408174662,2.78745754497649,-2.2220704104571,-14.4369320405604,10.3236245076746,6.07621147701369
"105","2008-06-17",5.68747042257449,2.90750323162534,6.03586427665181,1.91584502558921,-78,1072,20.6754717120862,10.3025826470917,-2.11386328389214,7.86412987772209,12.3785119759116,-4.82129839211698,5.88405000229333,0.745127269574297
"106","2008-06-24",4.35903709427699,4.08656227207391,6.93651033736238,0.369093851153757,-1787,2395,5.69362576088004,13.0577191254647,1.15903259304382,9.32662186906423,11.6728418346632,-23.9674780316887,-18.262235390857,10.1148601217924
"107","2008-07-01",-0.662656208030654,2.37348697241373,0.995771923061817,2.62969086886464,-1253,581,-16.8891753165619,-0.455707133468231,1.75011016498843,5.35109520537933,3.29975374575131,3.52250749463501,3.32846345863205,-2.72043979321062
"108","2008-07-08",0.95299700383773,-0.478306344060009,1.06691825235252,0.394236885857069,-90,-450,8.99276280311607,1.66991997270483,1.13369065781583,0.0405174664761532,-4.52117639474672,14.3327781120371,12.4212682422894,-13.2387799155893
"109","2008-07-15",-5.20337302286347,-5.44772264400084,-6.77321421936252,-3.9708501817433,1152,-2001,-3.90405492036017,-9.33721803664742,2.38260557085326,-3.74999722552154,-19.5150713657963,2.47645576243958,-13.1660690565908,-12.61512853269
"110","2008-07-22",3.04185781613597,-2.49831995678313,1.08501165149679,2.73015677323283,1454,-2461,28.0697025936025,-0.486196006165152,-2.34922901885461,-2.98820941005893,-3.12134523562904,19.4635515768773,-0.0439850457938817,-10.9512447004549
"111","2008-07-29",-2.25176423598104,-5.54595837417775,-4.32302883269564,-0.839536145772257,1401,-2903,9.61138349902289,-7.82404826285514,-2.19560892131838,-7.94651022444892,-14.8861994075745,11.0165377014789,6.34931002604944,-8.2254841083591
"112","2008-08-05",3.08476865228986,-3.20958666544744,3.65618871096345,-1.85026550181195,-296,-1125,21.6300793970667,9.08219876242011,0.755470270215497,-4.80531704005216,-20.5590183733309,2.42440350910869,29.6826754724524,-4.80587631860061
"113","2008-08-12",-4.05467361730523,-8.63710591828841,-7.31037503812431,-8.48888646151611,2079,-1674,6.98329218116047,-6.22324419524354,-4.18816110729843,-7.8684043640127,-26.072793765525,-8.50366342398186,-0.245775853365515,-9.94073467883947
"114","2008-08-19",-1.89086988920657,-4.69527405332126,-3.39877326139035,0.400764492688133,880,-2415,4.09006611917295,-6.99478066004211,0.819466121074797,-7.04394437442311,-35.0301324772259,13.3672296570536,8.88296757171201,-17.7210218007673
"115","2008-08-26",-7.56154457271609,-2.2748063119268,-8.42873954273156,-0.636335861933901,59,-867,-19.3071658163525,-16.7221482766935,1.22339601908692,-4.9704868097832,-18.4586958128747,-4.11398393160312,-10.839855611092,19.9629821033735
"116","2008-09-02",-15.1362337387264,-3.48110452632397,-15.8793488028705,-2.39963141818809,-514,-837,-50.6877976835899,-34.0856311228958,-1.02159046417984,-5.25764927996804,-18.2042461062307,4.23883199460509,-8.33679709326551,-15.3399940313612
