"","Cotton2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"30","2008-04-01",-2.23535943850806,-5.34297320369959,-2.38102522151618,50.9863277290107,802,-18507,2.60789534627897,-5.82791168679595,-3.4930600351224,20.4872956687559,-11.9324012790289,76.2407485357309,4.39572613465202,131.140434466261
"31","2008-04-08",-0.623693733740538,0.350346109891397,-0.151093092628329,12.801959317628,-1298,-2577,-2.1006475518897,-1.33077194106868,-0.0808020811025045,23.6010578624148,1.50770342288382,-3.62116744286887,-0.298574529488604,13.9095021618731
"32","2008-04-15",-2.04862663413294,3.2401091297162,-1.65530408783656,-1.69074141892906,-795,6007,-10.7535908917404,-1.6518434512232,3.01827516467679,3.61829378533933,6.93568306441943,-8.7143713388949,-9.22648104391843,-6.57305584702836
"33","2008-04-22",-0.196965045646813,-1.10374234635433,-1.06287276692907,-3.10694713134527,2543,-1123,1.38422332333707,-0.865518052911263,-1.37794239492983,5.24909697945688,-1.32120417467352,5.99704671322545,2.24546377633175,-73.1004955251484
"34","2008-04-29",-2.50588716250029,-5.22830937404226,-3.34487598212121,10.1912339473879,2732,-11490,2.01564178013278,-4.73840910583245,-3.10981878826642,0.190432470459356,-9.49437661428458,24.5355456589991,-7.03106589409526,20.7375059239505
"35","2008-05-06",-0.981795722033674,-2.79879637302702,-1.37282758032402,8.21387884399787,1202,-6904,1.86168119015662,-2.4943314260037,-3.82100696462704,13.1199738557543,0.121254128835169,-1.53304889247856,-5.3159862529137,15.8925711857011
"36","2008-05-13",0.313333198177546,-1.19783841183096,0.0476163656628614,13.2682719298305,696,-6183,2.58051944703066,-1.71156998521873,0.373514201458747,7.98125315878142,-4.14876275862071,23.9448794190821,-3.70464053570121,3.95166357646328
"37","2008-05-20",1.71511105911986,-0.127127818700501,2.15659706736666,9.15262423492536,-1426,-3506,4.36699478178433,1.11266277457958,-1.91748903783058,6.4840616386185,2.41346072632869,13.6877308674476,6.05304997400324,5.58268557204364
"38","2008-05-27",2.13309439397715,-3.99022749486804,0.765961493197409,22.720418647617,3636,-15792,10.1621248004857,-3.12158912122626,-2.46249646303287,2.47351139792631,-9.80794951107349,45.1342275408395,4.65602828481249,22.2210404542505
"39","2008-06-03",2.0921069215543,0.030444422618281,0.626601752887623,2.68490647668447,4027,-1245,4.55464795904081,0.207498825223063,-2.14370481306059,3.10836481911458,4.93058444452199,4.40301393150779,0.379795367275904,-11.2528791916802
"40","2008-06-10",-4.20103374866017,1.82810378496008,-3.95663079491424,7.16160388243843,-480,-830,-11.7348468435033,-6.41079713848729,1.85676936042878,3.13336720015478,3.38221742719202,10.201247188092,-4.29442572826435,9.91021670133421
"41","2008-06-17",-16.6334811473055,-0.196416439849934,-14.5425027271388,-28.0841466802608,-4126,12516,-43.9352576971215,-11.5959696244239,-0.28571009128413,3.40931916122038,-3.3290585154667,-62.0210021613513,11.9384129428077,-40.0610729643366
"42","2008-06-24",-2.62854051578021,-0.753462910069658,-2.00632860721921,-5.46112324169439,-1202,948,-6.62757986738107,-1.32870299877244,1.69710163345833,-0.326898731716518,-5.21960685935099,-7.05090212548107,-4.96763066387018,-54.9777338935135
"43","2008-07-01",0.33164093511644,0.167781975275005,-0.943462398232775,2.94049798920479,2918,-861,0.690603538727252,-1.70723985899368,-0.353514296610946,-3.37489847366417,0.206714649418771,11.5317495911386,4.18417319360884,14.8540566936491
"44","2008-07-08",-0.84952158843663,-1.34688608007689,-1.39793246552244,18.2848898614438,1311,-9777,0.228669529397862,-5.87477914420074,-0.511266190416571,1.30043209430255,-1.5917274128558,39.1785065263571,-7.24878141362204,13.247598355558
"45","2008-07-15",1.16663260297241,0.509109101373717,1.67787631239591,9.41073400143342,-1249,-3798,2.56635726119452,-0.403904211421136,2.23564574008179,1.51093461492309,-4.2920281140896,17.1121493945849,2.07556199722543,3.98500334066965
"46","2008-07-22",-2.95172901880534,-5.93497056671435,-2.87414132081878,9.67947594774241,42,-13894,3.05696770961479,-6.7286018786703,-1.694029307642,4.20440482025555,-12.820822801452,13.0140875701846,-21.8227303367227,23.9348425067269
"47","2008-07-29",0.819477165282834,0.486527120974145,0.623417911300272,-1.68503869892795,382,1632,1.45757208988258,1.3806680838524,-0.192373953177771,1.19599372931134,5.07966860365219,-3.84004345449416,-9.6516346865501,-3.45352216099615
"48","2008-08-05",-2.39213848997135,-4.72996749064976,-3.54632693130821,7.74739587037754,2693,-11062,1.92052689586379,-7.48517196099385,-1.2133596391509,-4.77051711997181,-19.0624535680177,18.5099120708207,8.67844137566998,-15.2911266324248
"49","2008-08-12",-0.523327747320224,-1.60071808021289,-0.998858980274164,0.679830484540211,1050,-2578,1.37089621209316,-1.6377303238956,-2.12330566287733,0.674263841768941,2.34059259183361,0.96298839649247,-8.99665962351612,-4.13038061412356
"50","2008-08-19",-3.60718270506748,-3.00902719162917,-4.84049753137175,-6.35377537991513,2664,-301,-4.65187900147743,-4.26392312189883,-1.95970591651786,-16.8156717510289,-1.86002439594262,-0.905578170154619,-19.7992945696758,7.35340840461491
"51","2008-08-26",0.554152928380347,-0.348957509071823,2.67496073177167,0.77585679868406,-4430,-893,2.1249157198044,3.38175141555599,-0.340391243010707,2.44340253372819,-4.08527267434131,-1.12839025355775,13.6855955875033,15.2416768089081
"52","2008-09-02",-1.1536316506815,-0.563195127879723,-0.988998633429894,-3.96294568861855,-286,1471,-2.17615973683838,0.081638475692003,-1.43090221708011,-0.319984019882646,0.768846522479372,-5.20023062015156,4.41465684808122,-17.1249716422173
"53","2008-09-09",-1.45826897301937,-5.82916233630364,-2.12660215313196,5.39599638567285,1448,-10349,5.7426653581949,-4.92154433807102,-2.85643872230885,-6.38570623826809,-11.8207662272987,11.8577583875306,-19.3990626771885,5.45673963419748
"54","2008-09-16",-2.34766180039223,-0.969459169621345,-3.6115181252514,-3.48490752088786,2598,791,-4.52932670311501,-3.66108295323642,-2.76309255875642,1.74702752748761,2.87579405716425,-5.15105440082184,6.91053194798723,-22.3481142044925
"55","2008-09-23",-0.813654127629526,-3.41260000989045,-0.940394700059421,-2.92964181664832,258,-2454,3.23723294582301,-0.171632635374053,-4.00006384507456,-0.138644505758201,-0.627295002797368,-3.49085737914852,-6.55972824858129,-23.8454312551301
"56","2008-09-30",-4.05002901573575,-4.31900406546877,-4.16478677157706,-5.63241767013842,255,-1987,-3.64584370556411,-3.61100466122277,-3.0296506319111,-5.20799880671419,-7.64135383982829,-6.59546036847338,-7.54773405714069,10.4360015324243
"57","2008-10-07",-5.32178539086079,-4.74325992204747,-5.24203707359625,-3.35592589742006,-103,-3503,-6.19451561468178,-5.95578954706575,-5.16610697342426,-4.92568535230475,-5.03577514879119,-8.0778202445531,1.30563871686835,71.6363360821551
"58","2008-10-14",-6.74616477596075,-10.7954780653101,-6.24302101316925,-11.7212526404364,-783,-5472,-0.890839457027504,-4.21991474309298,-11.7105745085031,1.95895513824471,-7.96279128377364,-15.5872022899555,-10.2432546518072,-68.4071856185027
"59","2008-10-21",-2.37070973183808,-4.75333617574005,-2.91195750588873,-0.400041680588714,919,-4273,0.81821109032294,-3.82079352624434,-9.27707738862793,2.58373903906755,7.00580455530631,-2.99731674972179,1.10062712694052,6.62893240359237
"60","2008-10-28",-0.54678350899664,0.352884346029647,-0.61502519516683,-1.896098240322,114,1143,-1.73010221166194,-0.147636368978254,3.85915146203928,-2.14460965714949,-10.0762316307131,-0.119797597720783,1.00781087074981,-27.7048816150412
"61","2008-11-04",-1.82063565215298,-0.31130384887188,-1.27228099891656,-15.6858327757693,-860,5934,-3.86254503724039,3.46816244985888,-1.29334566873762,-29.2594667218212,1.94840889295218,-7.67791868835435,2.25483287707942,-2.41350757352405
"62","2008-11-11",-18.0828233721233,-1.65349542806226,-18.35128768872,-4.27365398938537,598,33,-46.3052536453434,-22.9705190225031,-2.38799379460595,-12.5518555661433,4.33731395151007,-0.420431784883313,-15.7952965776996,6.77838404042541
"63","2008-11-18",-6.9514276927837,-0.538658006371229,-7.9651099400003,-11.1851167063355,1305,3230,-22.3293173518424,-6.83078433538622,-2.01925818416431,-18.6745410648671,-3.99182507287019,-6.02717191886892,26.3503216754621,-41.6944589843786
"64","2008-11-25",-5.94840615063763,-3.78555996757743,-4.881998511914,1.02109655221465,-1262,-3644,-11.9778891082097,-7.0001737422805,-2.02753677112035,-4.62335280461392,-7.90628420610204,2.8116658183313,-7.13535710244049,15.5904926350013
"65","2008-12-02",-0.360919046605446,1.08808465933379,-0.846867663660511,-17.0778141287752,566,5918,-4.69297361389405,4.59746544856969,0.940516002071234,-8.88523589639618,1.713516526838,-21.1352657516843,0.563811017353544,-9.10173041441382
"66","2008-12-09",-1.66645751251853,-3.1284090905034,-2.07353711365972,-3.02045945528526,466,-1886,2.70319722457657,-1.79055711656915,-2.95218209210688,-1.47285238103194,-3.00007194252121,-1.71279525268453,-5.16052457256713,-50.2137471808353
"67","2008-12-16",-0.920253251587155,-0.468112251061648,-0.642450780600612,-5.5433202549791,-314,1004,-2.24462645378747,0.768062572786299,-1.89860651133866,2.4109230002006,4.81314148071341,-10.2507962238862,-3.91567152011945,12.6586920271711
"68","2008-12-22",-1.59290164973864,-1.60502830299318,0.169653406001657,-1.20592109472231,-1967,-1043,-1.55707272518981,0.549872420890907,-2.22554614647041,2.15520479244695,-2.01936410932841,-5.16427175883969,5.47150541170467,38.1813620026204
"69","2008-12-30",-0.139326190525679,1.2746072228401,1.00401297274733,0.19788108860439,-1291,1012,-4.43656504283982,1.22375515142181,0.0389773758987744,1.11837139563811,3.31407102794401,1.00605149547892,5.65018236205646,-22.9406619803772
"70","2009-01-06",0.530931549045199,1.48837860801301,2.1521347260304,-8.82514235285168,-1888,3306,-2.52402009260333,4.93250665625009,1.05895676339607,7.38928027069523,-0.459074844145313,-17.2467679605685,10.5583804706427,-62.4852633123719
"71","2009-01-13",2.29244307546903,-3.03685568368923,-0.597701540910478,3.94715554223843,3268,-3436,17.9033153439132,-1.7026797954431,-2.91834454773614,4.56392945610258,-3.00621351187313,-0.399936543317025,-4.03197763796239,81.0658514000284
"72","2009-01-20",-0.876934952689901,-2.68971935979092,-0.148035953882442,-0.0389264942956657,-821,-2178,3.75741755969905,-0.175339901186788,-0.508382145529218,-0.950224047118731,-7.95552020953902,1.90527316097242,-5.59285526592248,-18.7115638758629
"73","2009-01-27",-1.24634749685733,3.35732379377891,0.139384910993812,-17.1444775898967,-1556,6381,-13.6476187612672,4.03716759415111,1.00341929412053,-11.8873293532465,5.81411075915739,-22.4678108659555,14.86996933948,-0.393959800407995
"74","2009-02-03",-2.94871521217246,-0.465159264441795,-1.13105662090476,10.1991387543242,-1932,-2476,-10.6142934472647,-3.59184329604716,-0.104204105728023,3.05024510564706,-4.83573574108895,-3.83311699498137,7.2199453220831,136.232517100689
"75","2009-02-10",-6.16002223295649,-1.77404498692866,-9.25726101961057,11.2550004551602,3653,-4021,-21.8982929855178,-14.6977606814614,-0.307855965028381,1.63044034566173,-1.01115294788929,26.998340866737,-13.8680455491366,-22.8379607529964
"76","2009-02-17",-1.91487597528219,-1.998311028097,-4.70874019128296,32.1004397818747,2866,-10740,-1.5841622280039,-19.1137426643078,0.343800682440509,8.22879930909153,-4.05898064195362,49.9122234479692,-15.6757888531773,3.20794014586125
"77","2009-02-24",0.355717144377721,-0.672545010553627,-1.83992599701419,9.06293196111125,2167,-3689,4.32247167727269,-7.81062476163363,0.462532197852816,1.19468414341277,-1.28856692294601,14.3413665055375,-9.42460711330764,-9.18312036155795
"78","2009-03-03",3.34329961603714,2.02282814666646,2.6316243578453,10.8241741856048,797,-2550,8.16135755438676,-2.58739360389271,0.374906712556289,4.4275221365659,7.38114928433351,14.5452820658164,1.30108522874917,-4.31655625017235
"79","2009-03-10",2.88800168420149,-2.36143965705438,4.56285040007209,3.53385109860209,-1648,-3341,19.5219520289806,5.25770384338919,-3.79164801952641,8.35175484267694,-0.187562017420184,1.93429628431314,4.0863358711281,0.60818900920756
"80","2009-03-17",4.71221698276185,0.904205311949724,6.15610244504889,1.07390567510954,-1524,261,14.8084910980469,9.41965173403521,0.253237226248082,2.95718107382594,8.69219739337748,0.742620617973166,-20.3929916687253,-4.58095360312942
"81","2009-03-24",6.3564163264866,3.35599056520515,8.45932566770742,-4.71621932779129,-2524,4669,13.4146372462446,15.7867699213554,2.50131536953084,3.51899994479101,10.5689926384352,-8.93399305002891,-20.8591797848142,4.81389104831118
"82","2009-03-31",1.82328740068627,1.59176337629194,2.92883674078901,-13.1584836058721,-1420,6317,2.33936667872872,10.1192962062028,2.48945999712387,5.06065214395122,-2.15552572425661,-27.2723192318992,9.52874579538552,28.0208894280621
"83","2009-04-07",1.55665898608746,3.35192687469092,2.46678252515871,-13.3234035484353,-1222,7279,-2.54931617712373,8.11079712851299,3.40806715653166,6.58360314424193,4.15287651773024,-24.0196461705203,-1.53408847147869,-42.7326815881596
"84","2009-04-14",-9.28997932640456,0.620269847343202,-7.50741209725216,-12.8730826394087,-1643,4295,-37.44924805723,-5.84524755406566,-0.270249762930419,-4.8711919969243,4.55240497072893,-20.1470779724223,-9.12574893537013,-13.2376880277698
"85","2009-04-21",-5.46073673013936,0.523705717356471,-3.83532513599043,-9.30315757773847,-1483,2886,-29.3613972720925,-2.25660353027024,0.338122300914634,-10.5612657780373,4.63542537514581,-11.3563498168411,-25.4207530255455,13.8289286643452
"86","2009-04-28",3.35366764292662,1.26911756613843,3.13181950031005,-2.0428725999416,-20,1619,12.509737418757,4.52754920512071,3.24592754247384,15.5888299725799,-3.30179787111611,-27.9925418893038,-0.293781833624429,18.4462885235297
"87","2009-05-05",7.81581930835564,7.68227946046398,8.99789474821677,-22.7144172129323,-2191,12022,8.3685988054981,15.8500006369128,-0.703630622991369,-3.64448076417254,24.8776148034933,-64.4226203387515,17.3346014927164,-16.011017303124
"88","2009-05-12",7.20898785545447,7.27918781123389,6.32256922876877,-3.14801658429147,441,7812,6.91887274067469,7.91344455852236,4.03350390935184,0.262022344732138,14.1956664156163,-28.8336308654376,-1.77486633586934,23.7269253577859
"89","2009-05-19",-0.0360889046225665,-0.302353710816128,-1.24972359348732,-6.76300092657822,1662,923,1.05880511087495,-0.40106949192964,-1.39788598331467,-3.58860192903414,3.50369456742676,-16.9489752498662,-22.6717361221466,-10.3803239659515
"90","2009-05-26",-1.30715653286781,-1.74805164501191,-2.27727673536364,-3.28806225415743,1403,-1204,0.473623300828407,-2.12744873037547,0.971317141289241,-1.95760873420188,-6.81384900604929,-8.63224344890767,2.97393977642884,-4.06313185734479
"91","2009-06-02",-0.0174916914911449,0.614410812029398,2.34940610029319,-0.61176661386515,-3178,724,-2.58218979979432,2.77847732383041,0.979349589289669,3.60334569619027,-2.57783556334434,-19.8377642405113,26.5635020310649,-3.68973893758255
"92","2009-06-09",-1.03183923455425,-5.15325101769335,-3.57334665537419,6.91266049720483,3480,-6297,14.3706399840807,-5.16083336196189,-1.10543992816421,1.12369500761123,-13.1580025420584,25.9223214751624,-4.98094922852914,18.9958002328556
"93","2009-06-16",-11.5091276385574,-6.64654270516518,-12.9850870478984,-14.2309096399536,2438,-3773,-30.027753230476,-12.7862740540406,-4.0995692806769,-28.3680879664505,-10.3428722204701,36.2490450680344,-22.403631654193,-20.9434273389177
"94","2009-06-23",-6.11526366198785,-5.2373962305623,-8.32400574400207,6.27434879716908,2618,-5610,-9.96797620961303,-10.8457593596485,-0.169864149556531,-16.3295138725124,-16.2056202982711,48.6018613488541,-17.0777318474767,-3.17649657512389
"95","2009-06-30",3.01096796623721,3.57051348686888,3.67039171441341,17.1712172657378,-772,-39,0.45696956900656,0.915041981782494,1.27852295519055,17.4974402719236,8.95685143907166,21.7164142668372,7.23017080064032,-1.94487076322485
"96","2009-07-07",3.95160626171318,4.21653219037612,6.00241031686615,-21.0742109828775,-2466,7594,2.71411630036305,11.1165415437023,3.87338839621503,5.4603149940279,6.45884001809023,-59.8855984960929,-10.4602652794724,-41.1053945010731
"97","2009-07-14",8.58204472903417,9.76256163704452,11.7985746558499,-5.09996709086131,-4593,10265,2.83097066328359,14.2607061474735,4.09277370019527,3.65501771435532,20.8462010002815,-34.9859317403673,23.452633240149,10.9116463654228
"98","2009-07-21",4.36718384757793,4.54990682465812,4.12147370095362,7.63422770975133,-85,3520,3.44038218150473,3.64806011871561,3.5336517243584,13.8042355865913,7.92013580992688,-17.106440226932,-12.1994621641006,8.52750055687261
"99","2009-07-28",-4.27699403291282,-4.3790287251964,-6.19834362476421,5.83464570311456,2895,-5556,-3.75818957979401,-7.97186811005215,-1.61025503383652,-3.55310837345701,-11.4310031941447,37.9253930145499,13.25907472725,11.7416748703093
"100","2009-08-04",2.27998890051371,2.06172847120385,3.03150941302111,-3.1627310297635,-1146,2669,3.37904675525564,3.97501459977487,2.27689493084693,1.29238468679542,1.32795777347283,-6.89746314665225,4.91665284945366,-29.8289125347504
"101","2009-08-11",1.34708693991037,1.48738866655886,1.89050583636341,0.767994394730565,-838,1428,0.642256808942498,2.05440947338094,0.715766548998964,7.49892718023482,3.24924000343056,-33.1396222119899,0.0626959268187122,16.1570612688916
"102","2009-08-18",-2.29198599975238,-2.8880029667242,-4.25116813552204,0.1225669164441,2758,-3027,0.661891419088789,-4.90189534935954,-2.0018494584356,-4.97128862648886,-3.03839375000656,18.5555650738106,-22.3848908136433,7.56908201710793
"103","2009-08-25",-1.93597365464004,-2.44209368550088,-3.58244918501818,18.5873337872122,2187,-5977,0.492378610509192,-7.44228875057082,0.249121203156122,0.628071957550347,-7.82838918673825,75.1105457323188,-8.71895761097976,-7.23362380249259
"104","2009-09-01",-1.34715988100123,-1.32522853242669,-2.41436139490787,17.2089856643344,1358,-5195,-1.45092096484944,-6.8000539734058,1.26982117899672,6.35949070257738,-6.56154501621113,35.7376714070632,-13.2432155872615,11.5622483502838
"105","2009-09-08",1.79877647077156,1.87209983693215,2.62938859595607,-10.1593385592,-1078,4236,1.45092096484944,5.60525284957709,-0.529082483887322,-0.400015628304118,6.152052281411,-27.4019003848819,20.1025746060591,-1.32134054583917
"106","2009-09-15",4.19356406711291,5.56240841618365,7.31401797061686,-20.4263149653215,-4285,9851,-2.5833813243004,12.3894346381647,0.481099582327715,-2.43429044041097,16.1494255633796,-72.8817792178654,8.31100065632571,-0.545621238416416
"107","2009-09-22",8.25895184639016,7.67455932429684,7.86292814914056,-21.7952463889437,-83,12026,11.2199536170536,11.7587795794069,0.280301398405136,-15.7268022394035,22.1958062247094,-82.4118480760758,-15.3844466761816,17.3672304196604
"108","2009-09-29",0.15785208630188,-1.26723097021664,0.286362368479054,-4.60021237709363,-200,-794,6.96453473093097,0.812775065836036,0.0681411272552168,-1.11254111229488,-3.59848420803957,-22.7210250696763,2.03655744654325,-11.8102453041793
"109","2009-10-06",-0.271689094168615,-1.0712536932127,0.52945554409316,8.8530180728613,-1151,-2493,3.31429842403228,-0.384694498792371,1.5460037124539,9.59352188896148,-5.53723113059359,13.1900070892438,-0.716546796087414,0.744775714205392
"110","2009-10-13",6.42106368927369,6.23926633508454,7.3462275060459,4.00325044660335,-2061,6608,7.21488394142362,7.72355517075631,1.34239717204778,3.55192821283961,10.592040710875,10.5003309009985,57.3538240375318,1.69783365344172
"111","2009-10-20",11.0350798951854,12.4454441583843,11.1363730390529,-15.871498772422,-1483,18150,4.66456412838472,13.7246862348443,6.29311683651785,-41.9717515529518,21.9400135821648,8.73864406208922,8.27711723625768,69.9858615147932
"112","2009-10-27",3.58870645408143,2.34450784814282,3.16839997224942,10.8002093829292,306,1675,9.23396302807937,2.51273754722927,1.40611623718527,2.95326712134418,3.62672216511388,36.2726132981694,2.23509358558083,14.2134193009579
"113","2009-11-03",2.00533933092952,1.49248481264284,2.3564142187114,0.246461407021847,-905,2046,4.22325256640406,2.54315437243466,-1.67885571513757,4.68708918844403,5.11174659047207,-13.2653198135834,7.48128125978393,-1.55948579579057
"114","2009-11-09",-0.185111018520701,-2.15519696036655,1.10398958021296,4.04839691970764,-2395,-3619,7.80897189342422,0.842204202027297,-1.67785806354619,0.294251004524604,-3.61158823755989,60.4090813082588,7.49752070794472,-34.1149168223264
"115","2009-11-17",-10.0779687265383,0.230817908837011,-10.484715639828,-21.1993322226231,2194,3308,-64.4326283689514,-9.57096800879036,2.20940847679021,-65.7732478872775,-2.51468146784593,13.6150783996026,1.86681848906254,21.7948734437106
