"","Natural_Gas2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"14","2006-09-19",3.88342003857609,1.45350414932288,3.40715676153689,4.02131746418792,786,-5790,5.98301876022287,2.85346536384719,0.816331063916209,2.10798795602933,-0.183894707645038,2.97219128285384,15.6479979591762,20.5727089784133
"15","2006-09-26",-2.73437616707284,2.58974916664112,-2.64392392022117,-0.592361806040032,530,6376,-7.46367168798496,-4.54142766423793,-0.311812595061767,-1.52100542144691,-0.12751011182548,6.94044380766812,26.7083095600039,-27.7367385849949
"16","2006-10-03",-0.55030342233735,0.512596795645415,-0.663702835863944,0.596950751271841,690,-274,-1.55341001296723,-1.86768502678252,0.967889847315284,4.43411843749111,-3.10403769071321,-7.0851474837518,16.4891604666394,9.42484661455758
"17","2006-10-10",-5.56920439318791,-11.2072402730769,-5.13926729628356,-10.5732790849984,2,652,-0.473880200434706,-0.151856946220619,-1.8803850864332,-3.12815704177467,-18.3986612455204,-25.1398297679529,-2.31243485733366,-6.03255362137176
"18","2006-10-17",-0.122072564449383,-2.63402673985524,0.0750141280127181,-0.792193879312464,-789,-3103,1.98035661888216,0.824441271563359,-1.94212639662847,-3.19827964993227,-3.19805384373364,4.61554832580173,-2.04088716312061,-3.63630518643667
"19","2006-10-24",-1.20389793482616,-3.2155198357632,-0.885229410530641,-2.67652393896913,-920,-376,0.411794085507644,0.625179144133092,-6.97289514419346,-2.77227558076341,0.459075520394414,-15.5374130698576,-9.12674677119991,37.3056679263344
"20","2006-10-31",-2.87116791598176,3.055250042752,-4.03709130415368,-0.644727748161245,5698,6451,-7.80666751260224,-6.94068372519805,1.04198212464475,-4.99855350311922,11.2075433334299,17.8224938503989,-31.6288507524675,-31.5894693644024
"21","2006-11-07",-1.34584608785833,-1.01872769758273,-0.915258546803877,-0.33592718925437,-1315,-1132,-1.63434722332028,-1.42977779026072,10.6507491244331,-5.6622766263601,-5.23138455737211,6.92068148553915,-13.3276308424783,4.31969727419634
"22","2006-11-14",0.966943426884548,-0.122040532598966,-0.279876895866238,-2.49619491573707,4675,4413,1.92054266237474,1.65860547696344,-2.75430041465956,-5.95742740106306,-3.19582951708135,-1.38870689174677,25.8564823471465,12.1060077384556
"23","2006-11-21",0.408754972934311,3.52274617865067,-0.1370750226938,0.416844592631982,2060,5402,-2.37113653403132,-0.614045053342238,12.6412124349898,-3.53521832782633,-8.28959538376175,6.31015056570874,28.0810069428084,-1.55251177664084
"24","2006-11-28",-3.41430341343223,-0.408388840215146,-4.19713083838804,-3.79078720221884,3788,6106,-6.26001100100559,-4.55017194120302,-1.79469624458442,-3.93610344893709,-2.63271897891197,-4.04002188384069,9.89149168790711,-2.16347598855986
"25","2006-12-05",3.8018425449712,3.39203404745518,3.99559510379746,7.85486496706564,-1547,-8329,4.1997166675424,0.503762054378676,0.954991180761233,11.8417754814475,3.15462095759731,6.09789176571649,9.12120859821997,-6.00532915536345
"26","2006-12-12",-0.848688021496002,-1.37485227096352,1.32538861802907,0.54742664353391,-8426,-3556,-0.34252483013546,2.05016080891038,-0.692022061170938,-12.164496057496,2.82059391174645,17.7397877381676,-15.9140204774621,-10.2267492646376
"27","2006-12-19",-1.64182345281052,-6.2319548311498,-0.232074367924184,-0.124862147618821,-5100,-10697,2.56217517226798,-0.3313110995526,0.794374578542367,-8.38831733996184,0.238629944136548,6.22789961754968,-56.838904437071,7.69657001650934
"28","2006-12-26",-3.95587656565919,-3.92280035665404,-2.522485421383,1.45378364353235,-4175,-9356,-3.98487573893913,-6.35344398036271,3.37891217477821,6.36087494620163,-8.05682891439883,-6.75068540837405,-10.7238093769073,18.7443045762349
"29","2007-01-03",-0.949574978434775,2.50588227310882,-3.90840200448608,-6.36492524588164,11620,16169,-4.08155148125218,-1.50650572254012,2.09500597583148,-15.0410813820201,-0.873955142496463,2.51099022608994,22.9107450325991,-10.6160195828391
"30","2007-01-09",0.256941445248948,-0.00119265562670279,-0.345293220167164,-2.10471269643033,2183,3807,0.498139974072132,1.30533102121824,7.14605294577719,-12.4427778759811,-5.08962219964104,6.8595350135455,-4.20439550458767,-7.80848938986409
"31","2007-01-16",4.06517878361079,5.88790052500237,3.80359931174503,4.46874847222709,-48,1986,2.3358437540951,3.18618378275488,16.7414921613751,7.39047899742626,-3.06026234949623,2.44294517778538,-2.1270224797016,4.2395120840931
"32","2007-01-23",-2.22720508171594,-5.71451849005857,-1.73926477113575,-7.67985004779135,-1289,3964,1.02907409078554,3.50870191122432,-0.315115026981161,-0.531140521271567,-12.0670828101355,-13.920665991826,-4.88800015483477,-4.05971329424712
"33","2007-01-30",-6.23493575310405,-4.74085386734924,-6.09056467998972,-7.19182468552706,1113,4256,-7.60321550009859,-5.17986783347819,-0.880163702243841,0.727664911426729,-13.3156531510316,-17.4364543127732,9.62501156150264,6.22832709258887
"34","2007-02-06",-1.92060290663427,-0.699045108628482,-0.781262724470899,-0.281713050164711,-3538,-662,-3.06895725485852,-1.19210021691849,-0.297133965034391,14.0283730706741,2.19385728987902,-18.8588538668279,-13.9865351172384,5.98107670157493
"35","2007-02-13",1.77439833260635,1.64830333467005,1.22378319300527,0.212909333289524,1462,2301,1.89420243295526,2.05129404660678,6.80456641044014,-11.535445390416,-2.09120487515602,3.07099127735366,-13.8251021869403,32.285474124137
"36","2007-02-20",0.868367782859991,0.978300773521568,0.865444785037361,1.47169645513525,-233,-801,0.763935832243767,0.370989017226009,2.09013071639159,8.13633784633279,-1.85057473159187,-4.15625618504318,6.26835047403649,-4.99885200572852
"37","2007-02-27",-11.0842113207257,1.4225769257699,-9.49861960733465,2.44207516288864,-2241,-1706,-24.6311963916611,-20.481377292985,-1.50982451249551,13.5027656183013,7.43090370760946,-11.6020579753188,-6.68278591102442,-3.91723051896928
"38","2007-03-06",1.4686068171704,2.54898291885901,2.07361131078976,3.59335525051137,-2484,-1859,0.119112329551641,0.481597500144737,5.59317493512133,-19.8886333650034,0.315635125633484,31.7718318719857,-8.54312267601358,11.2903752938093
"39","2007-03-13",1.62498687124,-0.0394334536160557,1.32788585309491,5.2785169035845,478,-9490,3.69053117267732,-3.05427492413113,1.77331269035275,13.1607474234841,-2.6751314609994,4.34410018177775,-0.504813906266044,-16.6655252149404
"40","2007-03-20",4.52597671281563,5.00975694031638,4.3289787928682,6.66850379441986,-797,-3911,3.93351590525537,1.5533989009155,1.4115833054186,-13.6012381977597,6.91028958259405,20.2297095777096,22.2148031072708,24.9007864037482
"41","2007-03-27",-5.21107753473373,-1.71678036223639,-4.24064809103815,-5.99363942749029,-1617,8357,-9.68825435132512,-2.14767623807912,9.36059957145865,-39.3214607720267,-15.6243928681405,5.48281144890908,-22.2319601803163,22.3691126970126
"42","2007-04-03",-1.82071349252304,-2.55047730165323,-1.6130071226236,-3.19672609253328,-70,1384,-0.855840464164537,0.210521053756452,-5.39677827852625,17.082004682228,-2.17205828121809,-15.1373100295061,18.8223802233393,-4.03514526041437
"43","2007-04-10",7.46587863109536,12.9558899150339,7.70820788697897,10.8567923429117,-3585,3179,-0.220867454333273,4.02020519680093,10.3050209908652,-12.9766032811347,15.9308493009636,16.1336486596349,19.5209015591256,31.0645998708186
"44","2007-04-17",0.875066649823708,-9.79042443136802,-0.243181471715737,-5.87563787626184,3740,-6802,14.9649235229013,6.18401116979133,-7.19557874460008,6.19191773592203,-12.6876068331979,-8.74862301835932,-16.2625555623684,-14.165184613241
"45","2007-04-24",2.5424230718361,5.611118459049,2.25933158328679,5.55484114097382,157,-534,-1.16423026231036,-1.40663229709901,10.6929873836627,-7.71444117336717,-1.80817185263429,17.6934017671444,-3.77853101553605,-6.15921821937562
"46","2007-05-01",0.21056171904803,0.562007622364291,-0.234538836767051,-0.498315999556631,1578,2040,-0.230325369307849,0.0684268236641472,2.52426298211628,3.5184079762697,0.899445886303596,-1.91339333892895,-19.0427479732923,-1.99759473470706
"47","2007-05-08",0.801942660235433,1.33018789330475,1.46431288458029,-2.46309920082677,-2745,7323,0.132635786889956,5.78074559461577,1.60100761549238,-0.517001793112648,-0.6373686434193,-5.99842948595413,7.96304160578298,3.97320572647164
"48","2007-05-15",2.6982171587834,2.07642936519186,2.13110057172443,-2.60194455376546,1204,8946,3.48521418067502,6.89155408246496,-1.8407321733573,-1.96002301184564,12.5249936132116,-9.5092158308157,-11.80424675021,11.6814111902372
"49","2007-05-22",0.0197642894306682,-0.516759702006553,0.768101993214643,-1.4939381555191,-2889,1783,0.690020036553385,2.89072817494667,-0.958734681732309,-4.59515230570542,-3.04477037996946,1.77486572554848,17.021333983101,-4.61414585551143
"50","2007-05-29",-2.02524504899078,-2.44431607691471,-2.96712803067596,0.398058778032429,4302,-5408,-1.50729966463086,-6.1594119932824,1.57078359152223,0.934877485156171,-14.1531389458988,7.33075871156803,12.3021814512663,-16.5899593055268
"51","2007-06-05",5.7063421472149,8.67428798302008,5.20833170239268,5.89281626602514,28,5826,1.93016307577114,4.53279869416967,8.20026066074568,0.0440149657986666,13.1850398738505,6.5169890860334,-5.26057138727296,11.7022736409092
"52","2007-06-12",-0.399703451914668,-0.457241042530754,-0.721711370066203,4.47255535103288,1398,-9952,-0.324035222946861,-6.16491476135579,-1.75336642800801,-5.44206594606162,-7.0317780485178,14.1255009216934,32.9325589205691,-10.9136640980706
"53","2007-06-19",3.15296274073642,1.14861521011314,3.33037585652232,1.62748449541432,-1735,-1014,5.72749324977639,5.17925073733796,3.9128953474231,-0.929410216813409,-2.51860101619581,3.09465396606825,-6.72818210212842,0.0187008268982325
"54","2007-06-26",-2.43766988811913,-9.74735719995046,-3.0395925597885,-3.33568948663636,3182,-12378,6.04175869417229,-2.72473352424161,-12.8282138335022,6.83844035278991,-4.47010917435176,-5.8498518162077,-4.6256161343015,-8.59458545462228
"55","2007-07-03",-6.11608690535341,-1.30036388662198,-5.15222186477828,3.19665026808451,-1791,-9009,-11.5501250318125,-14.8372277557231,-1.216185133317,-6.1797464300696,-6.32462876508999,4.93034018387846,12.20856913886,10.03731342539
"56","2007-07-10",1.94884068567411,2.70263733117311,3.12779318297594,4.34921312751086,-5152,-4213,1.0460632802392,1.55523755354725,-2.14882705189474,-2.26615536261772,15.338490403215,8.21684587867058,-4.38567451375764,-0.68694291111715
"57","2007-07-17",-1.45536559456865,0.500669388389952,-1.23373344285138,3.54775177916942,-306,-6932,-3.86964282392839,-7.84168500638618,-1.48565375532002,12.2068083958609,0.88314586885101,1.08794734679378,10.4623557157346,1.11783083771204
"58","2007-07-24",-0.313721173977477,-3.51524536197747,-0.0154855846576041,-0.482752533059561,-1017,-5529,3.58422373036156,0.664261625994733,-1.07472910231081,-36.6117557283335,-7.70868013720509,5.53779149771731,-4.94989461016981,17.1876473713269
"59","2007-07-31",4.41429352107452,13.4098111643993,3.62461424089489,7.56302402083726,1393,8853,-7.30717152822269,-2.36124517897842,28.4420163088043,36.6002504550707,-9.87262751389562,1.762050800615,-24.8281335435276,-1.87862771235281
"60","2007-08-07",-2.0681981786268,-4.67971432127179,-2.86419805035933,-6.08626204165823,3828,4673,1.59035870201354,2.07636577059986,-7.75201206427507,0.901061782481882,0.499831098389159,-8.54545738565697,5.99560345014503,-6.58035776147958
"61","2007-08-14",-3.09441600020612,-2.9272981619302,-2.12277927432964,-5.20960008295575,-2619,5780,-3.32176498851382,2.25474122824743,1.05873294283647,-3.03892653789148,-8.93965443468829,-13.8440934289736,-19.6976939303852,16.2436037205449
"62","2007-08-21",-8.68025070780511,-18.8675573160348,-6.26799368993414,-10.3068630028311,-5426,-12460,3.72045802000827,-1.00106510121893,-32.8941143256129,3.90180017175901,4.56135671942697,-21.7009850202395,16.3353134892382,-0.945987663005532
"63","2007-08-28",-0.0176506928355025,-0.814538713018464,0.0192625830585769,1.12676389838526,-123,-3535,0.841815330459994,-1.3767530656418,-12.9382285982585,7.25024851389833,16.796724334227,7.93668914485739,10.781336172189,-21.9300588278475
"64","2007-09-04",1.71954459136909,4.28020361849573,0.62120770148546,1.88554539845285,3204,3274,-1.09400197481939,-1.01615826290544,5.87329484994452,-6.31072861205553,0.583092031079424,8.0865620446346,7.97378027821747,-3.46888804181145
"65","2007-09-11",6.11435417658939,4.15987453263948,4.41859009622299,3.35609327127049,3937,254,8.2754179223846,5.79773495298195,-4.10427181989999,1.61265448346253,12.3138985399496,5.07498405827942,15.8749334783298,0.688689713758173
"66","2007-09-18",1.08500693993747,2.34097048248536,0.159313264498095,-2.27140907405001,3084,8835,-0.293465954372252,3.19213682385868,18.7734550951959,-2.75020358859379,-9.60334970584764,-5.91723010709817,-43.9343914159535,8.77150510768416
"67","2007-09-25",-10.335617752364,-6.69440287638068,-9.24591103069492,-6.48609122491699,-606,1193,-14.5470755714676,-12.7023195438259,-1.55783119536999,-5.49864026340607,-21.2534979879536,-6.92992270638779,8.24176507924879,-6.58354252032858
"68","2007-10-02",1.33772715665561,2.97996598532091,0.583169196497302,-1.56886436080299,2154,8049,-0.674212408031316,3.29666575023246,4.717728010651,-3.54254669039342,2.96781103325241,-2.23279622619241,-9.19477356045189,2.62025950300266
"69","2007-10-09",-4.67074019655538,-5.85126596204173,-4.03509850464072,-1.73600392415114,-720,-6584,-3.21705602741424,-6.93891342853963,-17.2399815779562,4.44005479992899,7.82024676709874,-0.904038139732144,21.7838792231287,-12.1140952746934
"70","2007-10-16",3.14565828681008,5.25465118989441,2.86148239235136,1.64720270806686,-13,5723,0.521289603181607,4.41395828649789,15.4066921887654,-4.14498107538606,-7.8243395086222,0.724884915849344,-15.3670620733843,11.7839829636237
"71","2007-10-23",0.857000112601725,1.58465813979429,2.09159333238915,4.42257611923509,-4485,-5756,-0.0779090729274401,-0.927311597546066,-11.3909600040589,7.8072282442827,15.1633349910425,8.60467245342011,34.1985594443873,-11.8038633970826
"72","2007-10-30",0.504133632322556,4.68139987607135,-0.969598753291123,-3.63093976018227,4884,15371,-5.18091168622732,2.46432360680391,24.1226867875911,-16.7885995419397,-23.9869603588248,0.822017736975056,-30.1034392610305,0.583405789544855
"73","2007-11-06",-1.63317788389179,-6.03987737620137,0.114059701648372,-1.6357170809373,-5424,-7646,4.3483282308511,2.26178775424497,-8.27586847762163,7.80207079826098,-4.48450294806637,-3.86334279161034,5.63656793816971,-7.37279145324123
"74","2007-11-13",4.86649512372033,4.01236481550846,3.77917724155434,6.5632025952576,2106,-5595,5.95660544925103,0.321735455309735,5.91197054031891,-12.0426472252127,-2.31281591685271,15.9857530289873,6.71545278248775,-0.634303175743334
"75","2007-11-20",0.13727479054797,-1.37638756107048,1.37458920127518,2.89038463778812,-4464,-8287,2.01823972447652,-0.601758014209075,-13.2800509673439,15.2089166659993,20.7096441278981,2.28019267572481,14.0583747653571,-13.0668562054938
"76","2007-11-27",2.91201315631184,4.33990534457873,2.00267903498741,2.97372491446115,2231,1657,1.13935112364789,0.699556274503621,3.46074846547761,-1.25818503769981,12.2041889444622,3.87011230620278,-12.7190690317132,6.099368755123
"77","2007-12-04",9.92349500780971,10.6673696422938,6.0023624759669,6.34416779623841,11853,6959,8.97714488182526,5.53654303099869,-5.01058322690735,2.83333633957437,30.3670527614578,12.6187791532297,25.8350111604329,-19.0647911811876
"78","2007-12-11",3.60322370174586,4.99384598552091,2.31552137319682,1.88661155001384,4292,6235,1.79027214992811,2.89944906497617,9.95837830112194,-8.82014549915642,-2.05390838196191,5.69877119703488,5.51701569042962,-0.925046468788615
"79","2007-12-18",3.58081795452474,5.12919049959724,4.83030415229084,3.80714213088638,-5900,2471,1.4919742088523,6.199739290801,11.2468799431245,-1.43264225674127,-2.09962891177486,2.54391989734337,-2.18577019431585,19.8224186531363
"80","2007-12-24",2.4570506727418,5.4417286911157,2.56496367314174,6.43778357985028,-1093,-3119,-1.79428973183207,-2.79870904594404,9.74890728626701,12.5213680695017,0.989774345135253,5.81588802714652,-4.32606974362351,0.196934451674302
"81","2007-12-31",2.99040403021689,5.22253715250596,1.55660917984815,-0.653589349750838,5489,14521,-0.400189220897396,4.67809638755377,13.6683553018884,-12.6823152672756,-7.64895581140248,-2.30616090180114,-8.94803386502137,24.3134543268207
"82","2008-01-08",1.09140783860315,-2.71341545426385,1.75651075119472,-6.20387211131543,-3169,8404,6.76041944823282,11.7615223026968,3.05951674976033,-1.65304052174857,-16.5278329484716,-12.4732352625609,-4.70386080636391,12.7169758808986
"83","2008-01-15",-0.419469216462076,-0.601165418706984,0.760107957754386,1.21253754873916,-5138,-4367,-0.161822619966578,0.237704018063667,3.8235333260074,0.152428802686089,-9.48643576265553,-0.94496572790419,-12.9285101743072,9.12365603599721
"84","2008-01-22",-0.678449360641942,-3.47857904946842,-0.332945391804884,-1.08480611302699,-1338,-5774,3.15409929134844,0.532416367856925,-17.851118387329,17.8225375099348,27.0368128320392,-0.664431585020431,14.5639990159349,-24.0057868677251
"85","2008-01-29",0.166011933638721,1.49058975204319,-1.08655733661518,0.463603015113812,5501,2445,-1.61529392077995,-2.88624899805061,10.8384304690773,-9.71167023467334,-18.7821287520805,2.02250427194812,-3.39655291556298,7.73103494071439
"86","2008-02-05",2.26579993766656,0.226178002213118,2.37693812930431,1.20253123151564,-1076,-2342,4.98609311170011,3.74590186050465,0.357343342342098,-5.98555597503214,1.69829478433456,2.42967211099145,-5.27474894514821,4.8307105110414
"87","2008-02-12",6.87982942289658,18.1750693620177,7.28082826633845,15.6782325627198,-3805,6937,-10.0491941078641,-3.34668789934724,13.5459099576856,-1.90380744521867,33.4042263553266,10.844291613992,3.58728024684183,44.7413646186186
"88","2008-02-19",7.23357342766509,15.0897751721272,6.54198623372579,13.9285656973238,1346,4756,-7.98310290009692,-4.74385272784712,10.077659668546,-1.27530658618706,22.7661148381282,20.3834267105965,26.006305136463,6.18534778766158
"89","2008-02-26",2.54729669156006,5.84682042620095,6.75491471080605,11.7991870608034,-23570,-20458,-5.02978285222628,-2.32615460131367,6.82510087492325,-10.4940576329115,13.4597245869811,20.3305130481361,-45.1263187600292,-2.78319351778968
"90","2008-03-04",2.84794756249731,4.7338508556745,1.81427944084511,2.6694479002316,4355,7349,-1.87919260414926,0.140672288550014,0.870203601724739,10.5687292509851,12.434204878533,0.344549087472501,-4.07538232892453,6.32919865567665
"91","2008-03-11",1.6635861602504,2.02622309529428,1.54071457892329,2.12138800593422,-98,-414,0.71781748974491,0.379777337544951,7.64900983632959,-3.37455685527388,-6.56864520598006,7.51024657706427,-7.74004483979631,-15.2011392673721
"92","2008-03-18",-10.8476814263504,-13.6116175827123,-10.7971141016723,-12.4917270901763,4668,-3404,-3.93574203467075,-7.4643898361856,-13.0067508564421,0.687800708693942,-16.561742620798,-14.2049237967887,0.835347313996593,-14.5883948422146
"93","2008-03-25",-1.20827133349053,-2.42974843670289,-1.17764372217373,0.57157675010302,364,-9904,1.64380628744514,-4.62059056243955,-2.08273256055964,-3.84403123221251,-5.47990156133871,2.62593093169858,13.3810333833132,-5.2405948582761
"94","2008-04-01",-1.41593141403167,0.730607251752069,-2.26081051351361,-1.34922928414571,4820,6932,-6.50759999322297,-4.12805436215162,-2.9206079322682,-12.8250523029756,9.68444313349419,-0.110538561574813,-13.8351944757591,1.32670672159616
"95","2008-04-08",0.446588498684264,0.705831744723895,1.51069173438358,2.87908667306507,-5511,-7488,-0.193939637667739,-1.39279927815359,0.516713891551213,7.08065793702435,1.25288278178584,3.71883820884538,-0.976283569284675,-4.21463072311479
"96","2008-04-15",6.34893418876796,8.35426565596471,5.9208280550882,7.80628327013133,-561,596,1.19088357402095,1.70744281324033,8.75347262950434,-6.91061319074873,8.09422865433476,9.73879769491539,4.86071982920571,8.53145013879644
"97","2008-04-22",6.64893364622898,9.5449892751704,6.02109391578836,9.07784228952906,545,301,-1.5093973460786,-1.39903275984601,10.7206214516118,1.6443045326918,6.72509831559704,11.3211009700938,15.1271096685637,2.04014036753399
"98","2008-04-29",-5.2605377345154,-5.33611792113771,-4.21599776876196,-2.6488890045254,-3429,-9734,-5.03580841342881,-8.34093659217725,-4.51470978673392,-8.26271156263338,-6.65104451051608,-1.68090010492854,-6.82869003864006,-4.50277497077813
"99","2008-05-06",3.45053357015352,4.33873351954936,2.93584207679185,3.76959489811401,1245,1227,0.766074359979996,0.64220373095587,6.23818155088411,-5.66160514511065,1.79423496763267,4.325840269893,-3.93169525970904,6.22638177501482
"100","2008-05-13",2.43270180856818,2.79098256252119,2.49496812019743,3.07402840249384,-1486,-1893,1.32218138518532,0.858842349044053,1.63643306617249,0.442088735727886,3.84361584998256,3.1774294531365,11.710856503808,3.94491198705005
"101","2008-05-20",4.64271610690421,5.71924335545848,4.79074010704075,6.34107263963575,-3140,-4358,1.20473571252386,0.224262621731697,5.12895039171717,-3.14601706691437,7.65804241968411,6.03640893404869,-0.59158560745125,12.7272279235566
"102","2008-05-27",-0.554738937156607,0.818804772581672,-0.735456340126284,-0.694169533323752,1363,6625,-5.17779830657563,-0.860956931585477,0.203341765525344,5.43921995381211,2.44532398660517,-1.88284039035782,-3.23104154135869,2.49542993241683
"103","2008-06-03",-0.760157515381543,-1.00806071791801,-1.59714381353009,-1.46031356408702,5329,2255,0.0949671541862429,-2.01457228920088,-1.67112070593518,-5.56025835049709,-0.637221562424095,-0.789286922901411,5.73511069190094,-2.92114740739304
"104","2008-06-10",7.00557355814748,-0.179900440512881,7.65338308360874,2.26934445127611,-7285,-10963,28.3429947099549,22.5256837682304,-1.33905333285647,3.79315386657328,1.79705700267849,2.64901016276795,0.419470557594259,-0.417160368274239
"105","2008-06-17",1.68666724658113,3.53380172929558,1.34964751417819,4.10526143423926,1311,-3874,-3.24112362375608,-5.88578144777401,5.29662471881789,-4.29479242949533,-3.14620283350724,5.2564640032271,27.3529666195317,1.88549072565749
"106","2008-06-24",2.32697130796407,2.59648137761861,1.75627815703354,3.08278143210305,2589,-3331,1.57934274040166,-1.9998900941431,-0.527881770606875,-2.40217719571021,2.82086649073996,2.81748896279819,31.1747131803127,6.87455429970854
"107","2008-07-01",1.7563092428917,3.79355795092717,2.84365551356718,4.3986538215858,-8143,-4621,-4.1533903381449,-1.81525412990844,5.42503076136018,0.219589423406141,6.54324637884418,5.33351721533215,-26.0207816899534,1.13564696556807
"108","2008-07-08",-2.54139281234629,-4.1232299282127,-4.24805454561117,-4.76033047458486,12535,4908,2.08747481780343,-2.6810599447046,-5.43692534562137,-0.367346013142011,-13.7204314264663,-3.74463821831963,49.435994651391,-12.4495589173689
"109","2008-07-15",-0.84612831113553,-1.83868982247848,0.0439944157344385,0.10511124898418,-5382,-8661,1.91731276280862,-0.141251310769874,-4.58585588451506,4.10730062895581,5.69093478361697,-0.177551451362135,-10.3015512070717,-0.10802998502033
"110","2008-07-22",-13.3811980183378,-9.25978340878952,-11.9138800019003,-7.79972003746003,-2353,-2269,-25.5942966912235,-25.5483580233275,-19.2356325901139,8.03507503799068,9.47866874440422,-8.19192177282755,-24.7021552620719,-13.9431642369949
"111","2008-07-29",-5.09725720193508,-7.39152492211623,-4.99767637201973,-4.710001115299,1963,-7781,1.94604349717729,-6.0472385563564,-12.5300893488006,-16.535439075391,2.82703462222553,-3.16141233179703,-32.2622843610056,-7.86552193291268
"112","2008-08-05",2.620181916717,3.16059610558881,1.92420495200469,3.87174261670111,2608,-5039,1.01948873842055,-5.57321368206445,0.632665559439261,10.4677020325525,8.15349030832682,4.5115999553051,-15.9131062747763,-4.45636495272552
"113","2008-08-12",-3.40457230107631,-5.43740651287656,-3.59767442729169,-3.87151008641116,2576,-3331,2.44554682035396,-2.49983302581978,-11.727177767842,-0.595479847885372,-3.11689445082113,-1.39389434376387,28.3780475846081,-26.4577981094357
"114","2008-08-19",-5.36144539172039,-6.86299048131129,-4.70980987928034,-4.56097981602461,-1073,-4930,-1.32055338189971,-5.30461945099532,-8.33499201252774,-31.2723145286986,-2.72454640161488,-2.92140878453644,-29.1293908241251,-0.519777226908857
"115","2008-08-26",3.00606157345467,4.54467864453196,3.48029500725069,5.67347055066865,-3869,-8209,-1.13747802780555,-5.83548275004091,10.4605685390581,-14.0297936976998,-3.15377423729295,6.12217958959214,19.97477185694,12.2857569623999
