"","Sugar2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"24","2008-02-19",0.988283193344941,1.6520481043381,2.000353591432,-1.27910010711236,-10504,11384,-0.344655677194616,2.56234173311274,2.92094567274717,11.984891842474,1.35813807404723,-38.4118537578704,-7.46344823709215,26.4470739557151
"25","2008-02-26",3.8635462349486,0.730262391175707,3.35651951395626,-1.1323377130152,1521,5856,9.93234773755916,4.09169768039028,1.20377288802178,7.62595502656858,0.394183151172456,-12.3944260533007,-1.33485912650748,-12.413806377409
"26","2008-03-04",-2.74020913393684,-0.848134153527269,-2.9040993223628,-1.18953480996336,3984,-3360,-6.33780240723052,-3.18038575943262,-1.3448542810556,1.2085484376831,-1.33013330865381,-13.1990275595685,6.88136810138911,5.12752762072068
"27","2008-03-11",-1.67384717579928,-2.71727083076492,-2.16551164589784,-2.03185754597026,6078,-12955,0.334504800036939,-2.18728089486611,3.04761872127273,0.983138567825748,-12.1537256743885,-21.6269068319368,3.77658556525446,6.85388396639492
"28","2008-03-18",-3.01000305669934,-4.95353210140888,-4.06899151759674,-7.43186759050278,12021,-17997,0.573683896799437,-3.531391030244,-1.07321688156397,-14.4968100745947,-13.87444571522,38.364452624649,7.22459527203245,-37.7791619860998
"29","2008-03-25",-1.54749519049897,-2.17052256239398,-2.96548062874091,-6.89708728659166,13643,-3411,-0.439596147399968,-2.36290633663732,-2.43429585179626,-2.88542460992307,-1.781676071157,-23.4335168408899,-1.82192535705905,3.36320294540169
"30","2008-04-01",-0.304209140789702,-1.36708139006956,-1.06914689524196,-0.670006122170008,6875,-6430,1.54248435409379,-1.1290832910877,1.38850805887003,-3.80331053560816,-1.65053449441714,3.76818384813387,-24.6053521651623,4.01723548068276
"31","2008-04-08",1.01626744458798,2.16284454720235,2.01675977548099,7.50385563262395,-9352,2521,-0.978162991237497,1.16420318686927,1.15048385675713,2.07120514534811,4.11430982948833,26.4359533493034,1.38329815373694,-3.12426105022023
"32","2008-04-15",-3.22065253145194,4.70958137969912,-1.86032146270652,5.46718715484467,-10079,18843,-18.983717274584,-3.08696892996974,3.56992872086757,1.7682046491732,7.28996381983933,21.4345924485274,1.11059668098825,-14.2833453746418
"33","2008-04-22",1.16463339244586,0.0838616367907719,0.532156930456296,-1.13981588611427,4820,1946,3.54340802545021,0.821371099651458,-0.357343756534334,-0.96470534265567,1.19442941957715,-3.29407469655099,-2.19837875174687,3.37411263189633
"34","2008-04-29",-0.608167144729777,-0.806910896277557,-2.78096063706865,-5.43481494224825,19177,2305,-0.179573127740262,-2.33336943788292,-0.0754250235633691,-6.93927790136666,-1.26348083493379,-10.2296023267918,-5.84799766479325,9.91598757290806
"35","2008-05-06",-1.14955711174396,-0.842844644144947,-1.0085547248833,7.97001294568354,-721,-14785,-1.81211860591652,-2.58078661556755,0.481740009728426,-3.703567045598,-3.54979962931257,26.9830499121218,1.84635142933303,3.31036812948113
"36","2008-05-13",0.430810906664547,-0.782553093986138,-0.58135778012165,0.0961192861272053,8392,-4426,3.01506610167888,-0.70687924707844,-0.814893268934114,-2.64180565351229,-0.434079883782701,3.39477520466982,-2.6384077363268,0.0776133922055777
"37","2008-05-20",0.293861763307746,-2.21622782144024,-0.179204813451683,0.117185889110338,3890,-12149,5.34447252583981,-0.234437296100154,-1.95059672087829,-3.0939714307614,-2.83032411509669,1.32321967699536,-1.29020694113002,6.10837409716218
"38","2008-05-27",0.67013776319822,-1.48419968001079,-0.869094204560028,1.16660790867957,12736,-9438,4.71681664865589,-1.2537484862106,0.0132769116245157,-4.39125757310972,-3.3581452413852,9.62730350839198,-6.82094754749301,-5.72120814869574
"39","2008-06-03",2.07277062192581,-2.50975643881475,2.18900454477513,10.2973783314727,-1349,-27593,9.91418566405358,0.560472918380839,-2.34060515588439,-1.40026679274925,-3.09494002514938,17.5493684531796,-0.734981949465663,18.771682013432
"40","2008-06-10",0.367429225534011,-2.5837484639414,0.173695394682305,0.154843605266741,1588,-13347,4.93855582134728,0.177669091311117,-3.77289013855453,1.35719660562543,-1.25110396563333,-2.0729112071729,2.68229469278207,3.47792724327665
"41","2008-06-17",-7.97423999130622,2.15151634256951,-6.3586625723774,-4.11368172780637,-11548,16890,-25.2870819020536,-6.83831912403843,-0.472751899917689,1.33193849190381,5.14269911079808,-1.2314816977792,11.736574017069,-25.9796224516291
"42","2008-06-24",-3.04826963539497,0.946019061687231,-2.12703807356753,-10.1061964179154,-6340,18580,-11.3850611950507,-0.479675617499176,1.35501253553763,-9.69765218608529,1.92903394303414,-14.7964314943488,-9.28785420759244,3.05148589820128
"43","2008-07-01",-1.57142278606024,1.11370158829658,0.0146582430893716,4.74864639599488,-11804,-482,-7.80454823830201,-0.943516006906719,-1.50087463263997,9.01161021694907,4.2382287868735,0.474852937448489,8.56557100505722,5.52004499289556
"44","2008-07-08",-1.29091943069657,1.56696456584786,-1.30364454932348,-3.58596811204936,696,13018,-8.58851526186228,-0.83488389715729,1.3882484452397,-1.03256331150234,4.65313030769288,-8.28259515912126,-17.7975097978942,1.72005061846345
"45","2008-07-15",-3.85467820671508,-4.69517675158695,-3.13513605680047,-3.19326853133504,-3646,-20253,-1.63063173674267,-3.12336384617282,-2.82250364574761,3.15009020108832,-5.13880597683141,-8.77047920693386,-26.0384328207572,-6.72593072232726
"46","2008-07-22",-1.71489625490135,-5.04209839558971,-4.96107167368312,-6.20239312997803,24407,-17311,6.46867195546257,-4.71164824870822,-1.96324535309351,-19.5156754473091,-9.19063876165378,8.29634692743113,-13.9245776765629,-8.23030699708358
"47","2008-07-29",-0.47931721915262,-0.414192974206351,-0.266664207584455,4.91361490742293,-1393,-7972,-0.630736868030368,-1.33271176134606,0.249100127101087,5.13760618778001,-2.50354879323496,8.2853743086865,8.51138754436427,-5.65714632783152
"48","2008-08-05",-0.178201525748456,0.133119888996625,1.40755605521417,-7.99278067620843,-11318,10221,-0.906611266329627,3.29436435641597,-1.26348661740643,11.5841265704251,3.95789506515882,-34.348576732755,-13.9818048677915,5.08818472554822
"49","2008-08-12",-0.355892571915994,0.145208862034529,-0.362087353329343,-0.675274962183714,179,1473,-1.5444436740701,-0.302806133779043,-1.37478794966093,4.84019132860727,1.39164481294767,-0.497113566544982,12.7398200329543,-19.3884345030771
"50","2008-08-19",1.1400208738241,-0.0623848499913038,0.934364601321391,5.34416917764631,1064,-6579,3.95886197688124,0.078923474748116,0.568748370998229,7.42729177861818,0.461112508216033,0.817318771293074,-16.0890865389293,8.83946766731807
"51","2008-08-26",2.18904286102433,3.53802028786063,3.18606081104118,2.21707677579275,-8251,14608,-0.98127352878965,3.37791345227121,0.148110574562921,9.22401798586669,9.05488756899615,-15.7163608133802,0.355217626919035,13.8742940066376
"52","2008-09-02",-1.32462098840911,-6.45019792160522,-2.55478984505171,-1.28656125158617,9640,-29534,10.0182516825503,-2.80634273066092,-0.877601125606553,-5.99387302527052,-15.1476208461283,17.5222074474863,-8.36955011499416,-24.2584684268055
"53","2008-09-09",-0.4184341485578,-5.17151682012269,-2.36460428810155,-6.41203954945766,14180,-15970,8.62461977740523,-1.57495552036178,-2.2535705700804,-7.19243845795106,-10.7609309826387,0.0482916826962665,-0.892091252119087,-22.3176118769555
"54","2008-09-16",-4.48089475672333,-2.30232955409271,-5.7699457483956,-2.84240457050124,9666,-6891,-8.4714686973383,-6.33726677110946,-0.342926628456119,-15.980970439573,-5.09969359986577,13.5138428953814,-12.3853451747438,-2.11469599153826
"55","2008-09-23",-4.60861530060619,-6.13778270866181,-3.82981518507162,-11.087706646304,-4521,-14144,-1.78199498064604,-2.45872906626126,-6.06039391722746,-4.22738968802427,-6.15538853729198,-15.1468997887696,-7.64391237381439,-27.0723429464306
"56","2008-09-30",-3.08115104625237,-2.2234689441202,-4.30466577846342,-0.286206848667092,8131,-8677,-4.65136751844035,-5.04914933762652,-2.68103850942794,-3.76298750088662,-2.81152584940614,2.92104524557644,13.3138800930753,3.57639828493745
"57","2008-10-07",-6.17393190472093,-10.6491627845687,-7.55932616645278,3.87986949800467,8501,-44181,1.6243422016549,-9.88539906544919,-8.04287997266027,-17.6558865893126,-13.7084028228923,16.5511207138756,-33.9597239164348,35.6643387745038
"58","2008-10-14",-0.325550228185811,-3.41090699199373,-0.671891514436851,-1.52013100334756,1983,-10461,4.53440339854971,-0.488165521570139,-4.43910428409051,-10.633259424155,-1.7484824877787,-2.71241233210251,1.66575679237067,24.6533281295084
"59","2008-10-21",-2.41942246039244,-3.70413806556282,-2.56085040519505,0.329658192375604,724,-12927,-0.505358167495906,-3.19479587493117,-4.95799051420835,-4.53781291702828,-2.50407441293987,3.1114937663526,10.1948174484139,2.29816712819328
"60","2008-10-28",-2.86699754988096,-2.69353237377867,-3.04257188407,-0.545755016763572,853,-8314,-3.12188561360589,-3.60850429514699,-3.59471128935063,1.9835217878704,-1.26386324012611,1.28711679977869,0.508342515262683,-11.2056297520214
"61","2008-11-04",-0.114109190282008,0.475747495455359,1.44363652221813,-10.5773286077708,-8490,11710,-0.989080881511661,4.01708392971614,-2.93737552938307,17.1181982764901,5.2221208712437,-33.3260369789317,15.0205016581802,-16.5145883391713
"62","2008-11-11",0.826086130497927,-0.59218776367107,0.27359997275056,5.3249150593647,3015,-6908,2.90857731913245,-0.762262141869741,1.34296723422125,-2.77476708125359,-3.46646912511233,17.4904156878776,-6.35394170762833,-5.96187836993671
"63","2008-11-18",-2.42251722490394,-1.97316153650355,-2.90783741202194,-3.8296660241695,2629,-2730,-3.07445587177622,-2.71406116240556,-0.710368494482161,0.0643755593193518,-4.13790400081133,-2.81482763991541,-4.00156862590926,-21.360035356331
"64","2008-11-25",-1.26885009100075,-1.80972712199239,0.0448762544833059,-0.715409253263388,-7000,-5046,-0.485006019152223,0.203077402950314,-3.35081011350464,12.0482841333899,1.80227561822566,-23.0384521271976,-8.90211543086732,23.8874843290326
"65","2008-12-02",0.359011972404311,-1.28901434099884,-0.0574078054849991,-0.979879416904339,2211,-3106,2.68488065076511,0.132602086939748,-3.34181868818249,2.52415554611307,1.04006742534022,-14.2428948523706,11.71309256298,16.5647190651585
"66","2008-12-09",1.56088595793857,-3.2661640876217,0.68078325279668,21.3647727624494,4706,-31559,7.87702058481798,-4.14042612147512,-1.37648312260676,0.2926883465312,-6.58986552244372,57.3240487285769,-3.83689928149451,-5.11974059468283
"67","2008-12-16",-0.926722023807258,-3.75558240453806,0.290324968813316,-11.3917449317823,-6543,1115,2.46714754838209,3.16322001694083,-6.01360269702056,3.6549718947736,-1.18630543385088,-29.5552955252489,8.93200265676821,-5.60591741373084
"68","2008-12-22",2.06905464550893,2.76809712707493,0.581080195151351,6.57060229254949,8032,1249,1.24987807868173,-0.839634343971696,4.89980503952729,-4.10825468927563,-0.370801354865158,16.6574174561163,-2.97051544139144,12.8311344911799
"69","2008-12-30",-1.45896125806022,-0.456117760183794,-1.14264095922856,0.363000454448326,-1737,-1735,-2.65620026979505,-1.51670990468116,-0.767553908613117,0.241863967820954,-0.626462446846254,4.52786738334439,5.57056561390628,-12.1957074127193
"70","2009-01-06",1.07975438394003,2.82140238919428,3.84709203755325,-9.72761927897903,-15214,18396,-1.06372792832499,6.9808982836415,-0.271442016419776,8.73747374364999,6.77210607243115,-27.8476161759835,14.5627222954815,-22.8050120072535
"71","2009-01-13",-0.542117683566268,-6.65630809373052,-2.03850883082559,-0.365211017553868,8317,-19132,6.63660148811172,-2.39721127317249,-13.6220951474316,-1.96239878699842,4.88117451953958,-4.6702213802698,-11.5585561438913,18.5781507594241
"72","2009-01-20",-0.556413477088569,-1.37481451071864,0.836943882181629,-0.0431747865956567,-7595,-3824,0.335086554663988,1.02652210229515,-10.2546847622468,8.10687237190155,9.73109399437142,-8.40200303932335,1.95629454839423,-12.2458688957227
"73","2009-01-27",-2.18737193755167,-5.93021946784056,-1.00906159456535,-10.0883062965957,-6103,-6747,1.70366836365528,0.833404883189814,-15.8543373509916,-4.02978732267467,3.09733684545144,-27.182151351999,7.91725522088758,1.97477111805338
"74","2009-02-03",-0.446061992087365,-0.730645613166025,-0.906106452203836,-3.2527891439555,2580,898,-0.162097408069961,-0.461584085176092,-1.98773020667549,-4.45136619668975,0.428560245832976,8.7870006354585,-0.348821338764083,-25.7359336252561
"75","2009-02-10",-0.529201511027289,3.17809911063893,0.954475819215084,-2.73108578509937,-7951,10730,-4.35959787021236,1.62811936854936,-1.09604831143422,10.7631891897997,6.24986392754714,-18.7878178546557,10.322671511056,-47.533478806865
"76","2009-02-17",-1.48748917183408,1.73923819583965,-3.05385981901694,-3.78113852947788,8726,7805,-5.06926051466277,-2.92435731879799,0.302864825794913,-2.16604453167246,2.59037760719902,-11.2224487197611,5.06943126385853,6.69594111319505
"77","2009-02-24",-1.50382019914357,-1.37137710916484,-0.914249802724143,-1.94365271611989,-2844,-2203,-1.65614551494162,-0.732834520983516,-0.0218428658707026,-7.34966923241842,-0.387163431544479,19.8251158065688,-21.1083552543762,-36.7418983477704
"78","2009-03-03",-3.68713898421955,-0.703965896294889,-4.5297462883676,5.7018467410078,4929,-6488,-7.2370654532758,-6.43493567620492,4.00786436683145,4.31964383716981,-4.77590332211992,10.5044739207857,-2.4115599872685,-5.67596431484354
"79","2009-03-10",0.555039267937829,-1.84914775862186,-1.03634933124521,-2.25843038999525,7883,-3076,3.43393341377194,-0.796413771707805,3.85651190974752,0.344599413239166,-8.82743883654555,-3.653552990653,9.63295619266784,-31.6722985229707
"80","2009-03-17",5.10268109249861,5.95442413210989,4.82809194865172,0.00988215530597358,1111,16182,4.10008814129537,5.74073111732254,3.21515078925287,2.5325841067362,10.3910887083858,-5.27201873608902,-8.79505734822068,-2.05909814439265
"81","2009-03-24",8.67127740227112,9.05162047599219,9.3987127369104,2.76052660918893,-4602,24268,8.21751360818954,10.5738504441536,6.15850574292089,20.5942479630124,12.5302051563354,-56.9905410308943,1.68459559194538,6.73734379346485
"82","2009-03-31",1.27179636124488,-1.38789400018968,0.392126582850949,19.4168736934397,4952,-22061,4.36774680221959,-3.23985742442847,-1.55505952219119,1.34826137887973,-2.26858123127087,79.8585661545516,9.56528192736972,14.1240659681538
"83","2009-04-07",1.71927196673938,-5.34605570370061,0.95191620398154,4.11563966904556,4386,-19987,9.15136582011069,0.2633057342873,-0.758464220543154,-2.71799065481524,-11.0953904763432,19.7689514228346,5.75576385285306,-14.644054140129
"84","2009-04-14",-2.34943904124627,4.27379575073292,-1.03133367407668,-3.11040817969666,-7509,15741,-9.28386227444165,-0.575824833406102,0.287624407863163,3.57701006003186,7.44830880363665,-14.8786390674058,11.1329097254018,-20.8667539357555
"85","2009-04-21",-3.99754882865953,-1.16602928927936,-2.87424658771407,-2.55790751314322,-5924,-890,-7.26834614659442,-2.94281188363392,-4.90420468858002,-8.35442829168365,1.47621067072858,9.28224110102303,5.7221450041661,-7.15481780066494
"86","2009-04-28",-2.80852143043706,4.33661616082688,-0.822826145922129,-5.4916811230866,-10495,18422,-12.0428689215666,0.162900404021293,4.40793293482535,7.06980375960029,5.28050781495182,-39.1799699941545,-3.8672213799444,43.6458885923154
"87","2009-05-05",1.13550849152535,8.87251827093873,3.8495821165812,1.16114673461567,-15668,27550,-10.8387796846458,4.39248855783561,2.19847400435036,16.4945022642506,14.0202455366758,-61.9750467794482,13.3524431138943,-5.76503703609141
"88","2009-05-12",2.23579466868795,4.66790866175906,2.22682136752255,3.72772821242879,-849,12506,-2.06159117151898,1.92589075584824,1.8465869671406,4.88879693434043,5.18406810560332,-9.77611516396042,18.3571526519131,21.4663647562807
"89","2009-05-19",1.99498972355947,1.07265804819043,1.96784219761188,3.15189668607889,-658,646,3.65887665246074,1.72657931366427,0.589566617146886,4.04508841831657,3.00668636353585,10.3485902902747,-11.5661059245143,-44.6927493437613
"90","2009-05-26",4.51481831360514,4.12196970715204,4.42316830323026,1.53801324575742,-1337,13457,5.21061907940048,5.00509244388141,-0.162842221119064,1.59145454905847,7.13155990258212,-2.43160879086926,5.12955709409848,16.8571340153695
"91","2009-06-02",3.52528421683971,-3.09641676833401,3.06120453137986,18.1874452590321,1472,-32030,14.2192268904688,-0.229364924643782,1.15699097339323,17.6272941001793,-5.4622367502164,18.8193802077848,-9.6656299310121,30.4453790519178
"92","2009-06-09",2.20538136297197,-3.58157275387292,2.12450388889884,3.45531099508136,-386,-17074,10.2064839771298,1.80473249831703,-2.24826714795192,-0.537768987984322,-6.2229884742683,-10.0147217802094,10.2134583258037,90.5792560103997
"93","2009-06-16",-5.0363119859167,-5.80539256224082,-7.49460793866259,-1.14955920960647,17283,-18177,-4.05234816646214,-9.0943899954441,5.03551068443269,4.50609609868096,-13.7956331352273,8.9252905634563,-16.30808538249,-123.091152727823
"94","2009-06-23",3.26271214642677,5.23222280665028,4.70057257185754,5.79672202268622,-9969,10064,0.707779072901715,4.41104470197722,3.99204915853435,6.91762509144258,7.27834120749868,0.549582412575589,-2.32580536482558,-11.0262398561193
"95","2009-06-30",-1.71849301207239,1.61036289392875,-1.33829057560622,-2.65774401057577,-1818,9159,-6.31401763363257,-0.99027100272977,-6.49588421254652,1.40580208871928,8.24270903401878,-53.287720881926,3.81855793461092,28.2197187056218
"96","2009-07-07",-6.05751090953977,-2.49802290556218,-5.85879424575584,-0.798395223173287,939,-7640,-11.4026720020732,-7.2258003405695,-2.00721357402553,0.272095300393715,-3.5285429664782,-2.62819542424673,3.23954709030598,-36.9860922344148
"97","2009-07-14",-0.945266215933849,-2.0511215624051,-0.888106798217159,4.11484129347492,-7,-12441,0.76677604641997,-2.32942790463522,-0.288463417475526,4.6183733154443,-4.35161097339378,-25.5346691808844,5.06169005072845,51.9325031632076
"98","2009-07-21",2.66835634980414,2.63604763139398,2.23440316751233,11.8791199247564,1680,-8134,2.71765588014983,-0.824124249766456,1.2242369429849,12.2213238905106,3.3664531446254,12.3859097982015,6.00518872092302,0.511153529296848
"99","2009-07-28",3.58174685647548,-0.775313738765959,4.54439429233204,1.69657787645452,-7291,-5282,9.88202682382795,5.48834127204358,-13.8154688954462,2.51096109565019,7.69526933158495,-56.1777950939918,7.5428935537845,41.3696873635736
"100","2009-08-04",4.28373878336163,4.02967849760838,3.97108645144737,2.15676603848216,277,10701,4.63102893360379,4.55413182555926,3.84264641819474,1.38842982182315,3.68518143403431,5.25708870093382,7.55418159730521,16.0739842497431
"101","2009-08-11",8.27645196613798,-6.66494255505352,8.34869048852394,11.8022250529135,-4016,-42899,25.600102672014,7.22668239992235,1.19822801880183,8.90336223703976,-10.2871088572401,99.2719203014671,-21.2125174664228,-19.0128570327179
"102","2009-08-18",-2.39737715337931,-0.0134842167447857,-2.29740349184056,-4.90545628842316,356,8511,-4.80739929716947,-1.44535873460452,1.37766855295265,-0.980599658847758,-3.55420773463937,-102.467080282127,18.3462353408004,10.6338418292498
"103","2009-08-25",2.87489071867526,-0.0359668030288418,2.73166359345325,7.46404753150607,-258,-13308,5.80232697051262,1.16339928477167,2.20746521292146,5.9729729037306,-2.30287362179187,20.743642210885,3.09652583993341,29.5068178512874
"104","2009-09-01",5.37255360884394,-0.632728880606592,4.75397486057716,0.8644757597569,2228,-3696,10.9094783199263,6.05008675326015,-0.44857679677186,0.208572892411674,-2.80773396047849,4.92746733442093,11.2033553534898,9.77367252794075
"105","2009-09-08",-0.395666336804723,0.258807971364305,-2.31916795141878,4.19090194011478,14486,-7057,-0.968752876954149,-4.52742279016061,7.0942823356031,-0.738475496966196,-3.46355769881672,99.9095209827219,-12.7019726334813,-3.95694663640995
"106","2009-09-15",-7.45225153497078,-3.6089517246932,-6.18871199420248,-1.28576852604514,-6709,-9316,-10.9652313895147,-7.98497099103184,-5.7004607246629,-0.351842756687404,-2.69699760389823,-52.4214722523025,2.1825006913792,35.6724773273271
"107","2009-09-22",0.075587284900358,2.97838712471012,-2.23988447297305,-6.96413171539412,15849,22500,-2.75719654670326,-0.507007831543049,1.94685484913339,-4.91947699775732,3.79335160570644,-21.9607076024619,3.55739416254917,-23.6574820249832
"108","2009-09-29",-2.57096447875256,3.51453009376232,-0.364837122512718,-6.74745417274156,-14261,23401,-9.07951282329886,1.80719573484431,0.129299855859344,-3.46240327051213,6.72421073646099,-40.3105143106425,1.60121922853325,-40.7499876802422
"109","2009-10-06",-1.21335109048992,1.34217729868418,-1.35774734430942,1.7744172868877,1359,1650,-4.20609638408518,-2.40043005068031,5.08649530137664,0.403935997489846,-1.21887760219099,50.037183841385,-2.42947000952611,-10.8198403337525
"110","2009-10-13",-0.708127094240396,-4.1840256218741,-5.03229531326799,1.84868522993735,28214,-17359,3.32275543947951,-7.48331434849696,2.59663665240826,-2.32101996972141,-11.293906668311,62.5661909237033,0.0179227529828907,-3.03554486689315
"111","2009-10-20",0.934779629199411,2.16747522151,4.64302413267959,-3.47863731382709,-24186,13170,-0.460306594525228,7.51227554672766,1.6189118723938,0.852047083124319,0.536663329047649,-59.1327496236215,13.3132567584674,-8.88162060902484
"112","2009-10-27",-1.53741451060174,-2.78143032970153,-1.46729589007251,-1.71385100371708,-39,-6495,-0.129685497117116,-1.3850047966633,-0.449444755005501,-0.459467839747418,-6.6901289024873,-5.11201580871692,3.82572928645644,-33.7773733526159
"113","2009-11-03",-0.0121345272154016,-0.753647622975429,0.25156669585531,-1.61617187099896,-1723,139,0.80946484129818,0.866256248026609,0.692347366435619,-1.0347439072623,-1.27463085004234,-19.3981992284751,-5.42920455643259,7.06122546068713
"114","2009-11-09",-4.43260630769355,-6.43255097162641,-4.00978965262198,1.34963984427383,-1389,-22617,-2.27910581216602,-5.81557991174559,-0.271215364583988,-1.70955843890166,-6.73367245462817,56.2347756984286,-42.4129570632514,-2.73808228971042
